,final_address,floor,unit,instr_date,remark1,remark2,remark_all,bayWidow,has_BW,balcony,has_BAL,F/R:,FR:,has_FR,roof,has_roof,UTILITY_PLATFORM:,UP:,has_UP:,acPlatform:,has_acPlatfrom,garden,has_GDN,plantRoom:,has_RM,yard,has_YD,has_CPS,is_duplex,below_market_trans,flatRoof,utilityPlatform,final_address_floor_unit
0,47A STUBBS RD|47A 司徒拔道,12,B,1997-05-27,+F/R+RFCPS 17 ,blank,"+F/R+RFCPS 17 ,blank",,False,,False,,,False,,False,,,False,,False,,False,,False,,False,True,False,False,,,47A STUBBS RD|47A 司徒拔道_12_B
1656,"8-12 PEAK RD(Block A1),PEAK RD|山頂道8-12號A1座,山頂道",5,B,2010-08-12,+BW:47 SFCPS 5 ,blank,"+BW:47 SFCPS 5 ,blank",47,False,,False,,,False,,False,,,False,,False,,False,,False,,False,True,False,False,,,"8-12 PEAK RD(Block A1),PEAK RD|山頂道8-12號A1座,山頂道_5_B"
1657,"8-12 PEAK RD(Block A1),PEAK RD|山頂道8-12號A1座,山頂道",5,B,2010-09-08,+BW:47 SFCPS 5 ,blank,"+BW:47 SFCPS 5 ,blank",47,False,,False,,,False,,False,,,False,,False,,False,,False,,False,True,False,False,,,"8-12 PEAK RD(Block A1),PEAK RD|山頂道8-12號A1座,山頂道_5_B"
1658,"8-12 PEAK RD(Block A2),PEAK RD|山頂道8-12號A2座,山頂道",3,B,2010-08-21,GFA INCL BW:48 SFAREA INCL BAL:40 SFCPS 38 ,blank,"GFA INCL BW:48 SFAREA INCL BAL:40 SFCPS 38 ,blank",48,False,40,False,,,False,,False,,,False,,False,,False,,False,,False,True,False,False,,,"8-12 PEAK RD(Block A2),PEAK RD|山頂道8-12號A2座,山頂道_3_B"
1659,"8-12 PEAK RD(Block A2),PEAK RD|山頂道8-12號A2座,山頂道",3,B,2010-09-15,GFA INCL BW:48 SFAREA INCL BAL:40 SFCPS 38 ,blank,"GFA INCL BW:48 SFAREA INCL BAL:40 SFCPS 38 ,blank",48,False,40,False,,,False,,False,,,False,,False,,False,,False,,False,True,False,False,,,"8-12 PEAK RD(Block A2),PEAK RD|山頂道8-12號A2座,山頂道_3_B"
1660,"VILLA MONTE ROSA(Block E),STUBBS RD|玫瑰新村E座,司徒拔道",2,2,2010-09-30,CPS 277 ,blank,"CPS 277 ,blank",,False,,False,,,False,,False,,,False,,False,,False,,False,,False,True,False,False,,,"VILLA MONTE ROSA(Block E),STUBBS RD|玫瑰新村E座,司徒拔道_2_2"
1661,"EVERGREEN VILLA(Block A),STUBBS RD|松柏新村A座,司徒拔道",1,2,2010-10-18,CPS 126 ON 1/F ,blank,"CPS 126 ON 1/F ,blank",,False,,False,,,False,,False,,,False,,False,,False,,False,,False,True,False,False,,,"EVERGREEN VILLA(Block A),STUBBS RD|松柏新村A座,司徒拔道_1_2"
1663,"NICHOLSON TOWER(Block B),WONG NAI CHUNG GAP RD|蔚豪苑B座,黃泥涌峽道",18,2,2010-10-22,CPS 26 ON CPL3/F ,blank,"CPS 26 ON CPL3/F ,blank",,False,,False,,,False,,False,,,False,,False,,False,,False,,False,True,False,False,,,"NICHOLSON TOWER(Block B),WONG NAI CHUNG GAP RD|蔚豪苑B座,黃泥涌峽道_18_2"
1665,"EVERGREEN VILLA(Block C),STUBBS RD|松柏新村C座,司徒拔道",18,2,2010-10-22,CPS 326 ,blank,"CPS 326 ,blank",,False,,False,,,False,,False,,,False,,False,,False,,False,,False,True,False,False,,,"EVERGREEN VILLA(Block C),STUBBS RD|松柏新村C座,司徒拔道_18_2"
1668,"EVERGREEN VILLA(Block E),STUBBS RD|松柏新村E座,司徒拔道",17,2,2010-10-26,CPS 339 ,blank,"CPS 339 ,blank",,False,,False,,,False,,False,,,False,,False,,False,,False,,False,True,False,False,,,"EVERGREEN VILLA(Block E),STUBBS RD|松柏新村E座,司徒拔道_17_2"
1669,"NICHOLSON TOWER(Block B),WONG NAI CHUNG GAP RD|蔚豪苑B座,黃泥涌峽道",6,1,2010-11-12,CPS 1 ON CPL1/F ,blank,"CPS 1 ON CPL1/F ,blank",,False,,False,,,False,,False,,,False,,False,,False,,False,,False,True,False,False,,,"NICHOLSON TOWER(Block B),WONG NAI CHUNG GAP RD|蔚豪苑B座,黃泥涌峽道_6_1"
1671,"VILLA MONTE ROSA(Block E),STUBBS RD|玫瑰新村E座,司徒拔道",1,2,2010-11-19,CPS 149 ,blank,"CPS 149 ,blank",,False,,False,,,False,,False,,,False,,False,,False,,False,,False,True,False,False,,,"VILLA MONTE ROSA(Block E),STUBBS RD|玫瑰新村E座,司徒拔道_1_2"
1672,"EVERGREEN VILLA(Block C),STUBBS RD|松柏新村C座,司徒拔道",18,2,2010-11-25,CPS 326 ,blank,"CPS 326 ,blank",,False,,False,,,False,,False,,,False,,False,,False,,False,,False,True,False,False,,,"EVERGREEN VILLA(Block C),STUBBS RD|松柏新村C座,司徒拔道_18_2"
1675,12-14 WONG NAI CHUNG GAP RD|12-14 黃泥涌峽道,3,B,2010-12-07,CPS 3B ,blank,"CPS 3B ,blank",,False,,False,,,False,,False,,,False,,False,,False,,False,,False,True,False,False,,,12-14 WONG NAI CHUNG GAP RD|12-14 黃泥涌峽道_3_B
1676,"EVERGREEN VILLA(Block E),STUBBS RD|松柏新村E座,司徒拔道",17,2,2010-11-22,CPS 339 ,blank,"CPS 339 ,blank",,False,,False,,,False,,False,,,False,,False,,False,,False,,False,True,False,False,,,"EVERGREEN VILLA(Block E),STUBBS RD|松柏新村E座,司徒拔道_17_2"
1677,"WOODLAND HEIGHTS(Block D),WONG NAI CHUNG GAP RD|怡園D座,黃泥涌峽道",3,D,2010-12-16,CPS 16 ,blank,"CPS 16 ,blank",,False,,False,,,False,,False,,,False,,False,,False,,False,,False,True,False,False,,,"WOODLAND HEIGHTS(Block D),WONG NAI CHUNG GAP RD|怡園D座,黃泥涌峽道_3_D"
1678,"NICHOLSON TOWER(Block B),WONG NAI CHUNG GAP RD|蔚豪苑B座,黃泥涌峽道",12,2,2011-01-18,CPS 24 ON CPL3/F ,blank,"CPS 24 ON CPL3/F ,blank",,False,,False,,,False,,False,,,False,,False,,False,,False,,False,True,False,False,,,"NICHOLSON TOWER(Block B),WONG NAI CHUNG GAP RD|蔚豪苑B座,黃泥涌峽道_12_2"
1681,"NICHOLSON TOWER(Block B),WONG NAI CHUNG GAP RD|蔚豪苑B座,黃泥涌峽道",12,2,2011-02-01,CPS 24 ON CPL3/F ,blank,"CPS 24 ON CPL3/F ,blank",,False,,False,,,False,,False,,,False,,False,,False,,False,,False,True,False,False,,,"NICHOLSON TOWER(Block B),WONG NAI CHUNG GAP RD|蔚豪苑B座,黃泥涌峽道_12_2"
1683,"NICHOLSON TOWER(Block B),WONG NAI CHUNG GAP RD|蔚豪苑B座,黃泥涌峽道",7,1,2011-03-16,CPS 16 ON CPL3/F ,blank,"CPS 16 ON CPL3/F ,blank",,False,,False,,,False,,False,,,False,,False,,False,,False,,False,True,False,False,,,"NICHOLSON TOWER(Block B),WONG NAI CHUNG GAP RD|蔚豪苑B座,黃泥涌峽道_7_1"
1684,"NICHOLSON TOWER(Block A),WONG NAI CHUNG GAP RD|蔚豪苑A座,黃泥涌峽道",29,2,2011-03-03,GFA INCL BW:63 SF+RF:1373 SFCPS 2020A ON CPL2/F ,blank,"GFA INCL BW:63 SF+RF:1373 SFCPS 2020A ON CPL2/F ,blank",63,False,,False,,,False,1373,False,,,False,,False,,False,,False,,False,True,False,False,,,"NICHOLSON TOWER(Block A),WONG NAI CHUNG GAP RD|蔚豪苑A座,黃泥涌峽道_29_2"
1687,"VILLA MONTE ROSA(Block E),STUBBS RD|玫瑰新村E座,司徒拔道",18,1,2011-04-06,CPS 266 ,blank,"CPS 266 ,blank",,False,,False,,,False,,False,,,False,,False,,False,,False,,False,True,False,False,,,"VILLA MONTE ROSA(Block E),STUBBS RD|玫瑰新村E座,司徒拔道_18_1"
1689,"EVERGREEN VILLA(Block C),STUBBS RD|松柏新村C座,司徒拔道",14,2,2011-04-13,CPS G112 ON G/F ,blank,"CPS G112 ON G/F ,blank",,False,,False,,,False,,False,,,False,,False,,False,,False,,False,True,False,False,,,"EVERGREEN VILLA(Block C),STUBBS RD|松柏新村C座,司徒拔道_14_2"
1690,"MOUNTAIN LODGE,MOUNT KELLETT RD|崑廬,加列山道",7,A,2011-04-12,CPS 6 ,blank,"CPS 6 ,blank",,False,,False,,,False,,False,,,False,,False,,False,,False,,False,True,False,False,,,"MOUNTAIN LODGE,MOUNT KELLETT RD|崑廬,加列山道_7_A"
1691,"MOUNTAIN LODGE,MOUNT KELLETT RD|崑廬,加列山道",7,A,2011-04-27,CPS 6 ,blank,"CPS 6 ,blank",,False,,False,,,False,,False,,,False,,False,,False,,False,,False,True,False,False,,,"MOUNTAIN LODGE,MOUNT KELLETT RD|崑廬,加列山道_7_A"
1693,"GUILDFORD COURT,GUILDFORD RD|GUILDFORD COURT,僑福道",5,B6,2011-04-30,CPS B4 ,blank,"CPS B4 ,blank",,False,,False,,,False,,False,,,False,,False,,False,,False,,False,True,False,False,,,"GUILDFORD COURT,GUILDFORD RD|GUILDFORD COURT,僑福道_5_B6"
1694,"CAMERON HSE,MAGAZINE GAP RD|嘉樂苑,馬己仙峽道",7,A,2011-05-05,CPS 1919A2020A ON G/F+RF ,blank,"CPS 1919A2020A ON G/F+RF ,blank",,False,,False,,,False,,True,,,False,,False,,False,,False,,False,True,False,False,,,"CAMERON HSE,MAGAZINE GAP RD|嘉樂苑,馬己仙峽道_7_A"
1699,47A STUBBS RD|47A 司徒拔道,2,A,2011-05-25,CPS 35 ,blank,"CPS 35 ,blank",,False,,False,,,False,,False,,,False,,False,,False,,False,,False,True,False,False,,,47A STUBBS RD|47A 司徒拔道_2_A
1704,"VILLA MONTE ROSA(Block E),STUBBS RD|玫瑰新村E座,司徒拔道",6,1,2011-10-07,CPS 309 ON G/F ,blank,"CPS 309 ON G/F ,blank",,False,,False,,,False,,False,,,False,,False,,False,,False,,False,True,False,False,,,"VILLA MONTE ROSA(Block E),STUBBS RD|玫瑰新村E座,司徒拔道_6_1"
1708,"VILLA MONTE ROSA(Block E),STUBBS RD|玫瑰新村E座,司徒拔道",6,1,2011-11-01,CPS 309 ON G/F ,blank,"CPS 309 ON G/F ,blank",,False,,False,,,False,,False,,,False,,False,,False,,False,,False,True,False,False,,,"VILLA MONTE ROSA(Block E),STUBBS RD|玫瑰新村E座,司徒拔道_6_1"
1710,"GUILDFORD COURT,GUILDFORD RD|GUILDFORD COURT,僑福道",G,A1,2011-12-08,CPS B1B2 ,blank,"CPS B1B2 ,blank",,False,,False,,,False,,False,,,False,,False,,False,,False,,False,True,False,False,,,"GUILDFORD COURT,GUILDFORD RD|GUILDFORD COURT,僑福道_G_A1"
1712,"WOODLAND HEIGHTS(Block D),WONG NAI CHUNG GAP RD|怡園D座,黃泥涌峽道",1,D1,2012-01-13,CPS 10 ,blank,"CPS 10 ,blank",,False,,False,,,False,,False,,,False,,False,,False,,False,,False,True,False,False,,,"WOODLAND HEIGHTS(Block D),WONG NAI CHUNG GAP RD|怡園D座,黃泥涌峽道_1_D1"
1715,"GUILDFORD COURT,GUILDFORD RD|GUILDFORD COURT,僑福道",G,A1,2012-01-30,+GDN+YDCPS B1B2 ,blank,"+GDN+YDCPS B1B2 ,blank",,False,,False,,,False,,False,,,False,,False,,False,,False,,False,True,False,False,,,"GUILDFORD COURT,GUILDFORD RD|GUILDFORD COURT,僑福道_G_A1"
1718,"HIGHCLIFF,STUBBS RD|曉廬,司徒拔道",47,A,2012-04-02,CPS 1516 ON 5/F ,blank,"CPS 1516 ON 5/F ,blank",,False,,False,,,False,,False,,,False,,False,,False,,False,,False,True,False,False,,,"HIGHCLIFF,STUBBS RD|曉廬,司徒拔道_47_A"
1720,"VILLA VERDE(Block C),GUILDFORD RD|環翠園C座,僑福道",7,1,2012-03-31,CPS C11 ,blank,"CPS C11 ,blank",,False,,False,,,False,,False,,,False,,False,,False,,False,,False,True,False,False,,,"VILLA VERDE(Block C),GUILDFORD RD|環翠園C座,僑福道_7_1"
1724,"VILLA MONTE ROSA(Block E),STUBBS RD|玫瑰新村E座,司徒拔道",19,1,2012-04-23,blank,blank,"blank,blank",,False,,False,,,False,,False,,,False,,False,,False,,False,,False,False,False,False,,,"VILLA MONTE ROSA(Block E),STUBBS RD|玫瑰新村E座,司徒拔道_19_1"
1726,12-14 WONG NAI CHUNG GAP RD|12-14 黃泥涌峽道,11,A,2012-05-01,CPS 11A ,blank,"CPS 11A ,blank",,False,,False,,,False,,False,,,False,,False,,False,,False,,False,True,False,False,,,12-14 WONG NAI CHUNG GAP RD|12-14 黃泥涌峽道_11_A
1727,12-14 WONG NAI CHUNG GAP RD|12-14 黃泥涌峽道,11,11A,2012-05-15,CPS 11A ,blank,"CPS 11A ,blank",,False,,False,,,False,,False,,,False,,False,,False,,False,,False,True,False,False,,,12-14 WONG NAI CHUNG GAP RD|12-14 黃泥涌峽道_11_11A
1728,"VILLA VERDE(Block C),GUILDFORD RD|環翠園C座,僑福道",7,1,2012-05-15,CPS C11 ,blank,"CPS C11 ,blank",,False,,False,,,False,,False,,,False,,False,,False,,False,,False,True,False,False,,,"VILLA VERDE(Block C),GUILDFORD RD|環翠園C座,僑福道_7_1"
1729,"EVERGREEN VILLA(Block E),STUBBS RD|松柏新村E座,司徒拔道",10,2,2012-05-18,CPS G76 ON G/F ,blank,"CPS G76 ON G/F ,blank",,False,,False,,,False,,False,,,False,,False,,False,,False,,False,True,False,False,,,"EVERGREEN VILLA(Block E),STUBBS RD|松柏新村E座,司徒拔道_10_2"
1731,"8-12 PEAK RD(Block A2),PEAK RD|山頂道8-12號A2座,山頂道",8,A,2012-05-28,GFA INCL BW:53 SFAREA INCL BAL:40 SFCPS 36 ,blank,"GFA INCL BW:53 SFAREA INCL BAL:40 SFCPS 36 ,blank",53,False,40,False,,,False,,False,,,False,,False,,False,,False,,False,True,False,False,,,"8-12 PEAK RD(Block A2),PEAK RD|山頂道8-12號A2座,山頂道_8_A"
1734,"NICHOLSON TOWER(Block B),WONG NAI CHUNG GAP RD|蔚豪苑B座,黃泥涌峽道",13,1,2012-06-18,CPS 5 ON CPL1/F ,blank,"CPS 5 ON CPL1/F ,blank",,False,,False,,,False,,False,,,False,,False,,False,,False,,False,True,False,False,,,"NICHOLSON TOWER(Block B),WONG NAI CHUNG GAP RD|蔚豪苑B座,黃泥涌峽道_13_1"
1735,"NICHOLSON TOWER(Block B),WONG NAI CHUNG GAP RD|蔚豪苑B座,黃泥涌峽道",18,2,2012-06-18,CPS 26 ON CPL3/F ,blank,"CPS 26 ON CPL3/F ,blank",,False,,False,,,False,,False,,,False,,False,,False,,False,,False,True,False,False,,,"NICHOLSON TOWER(Block B),WONG NAI CHUNG GAP RD|蔚豪苑B座,黃泥涌峽道_18_2"
1736,"BELLEVUE COURT(Block C),STUBBS RD|碧蕙園C座,司徒拔道",6,59,2012-06-29,CPS 51ABELOW MARKET VALUE ,blank,"CPS 51ABELOW MARKET VALUE ,blank",,False,,False,,,False,,False,,,False,,False,,False,,False,,False,True,False,True,,,"BELLEVUE COURT(Block C),STUBBS RD|碧蕙園C座,司徒拔道_6_59"
1742,"NICHOLSON TOWER(Block A),WONG NAI CHUNG GAP RD|蔚豪苑A座,黃泥涌峽道",24,2,2012-08-07,GFA INCL BW:63 SFCPS 16 ON CPL1/F ,blank,"GFA INCL BW:63 SFCPS 16 ON CPL1/F ,blank",63,False,,False,,,False,,False,,,False,,False,,False,,False,,False,True,False,False,,,"NICHOLSON TOWER(Block A),WONG NAI CHUNG GAP RD|蔚豪苑A座,黃泥涌峽道_24_2"
1744,"8-12 PEAK RD(Block A1),PEAK RD|山頂道8-12號A1座,山頂道",3,A,2012-08-23,+BW:47 SFCPS 6 ,blank,"+BW:47 SFCPS 6 ,blank",47,False,,False,,,False,,False,,,False,,False,,False,,False,,False,True,False,False,,,"8-12 PEAK RD(Block A1),PEAK RD|山頂道8-12號A1座,山頂道_3_A"
1745,"8-12 PEAK RD(Block A1),PEAK RD|山頂道8-12號A1座,山頂道",3,A,2012-08-30,+BW:47 SFCPS 6 ,blank,"+BW:47 SFCPS 6 ,blank",47,False,,False,,,False,,False,,,False,,False,,False,,False,,False,True,False,False,,,"8-12 PEAK RD(Block A1),PEAK RD|山頂道8-12號A1座,山頂道_3_A"
1746,"NICHOLSON TOWER(Block A),WONG NAI CHUNG GAP RD|蔚豪苑A座,黃泥涌峽道",21,2,2012-09-05,GFA INCL BW:63 SFCPS 14 ON CPL2/F ,blank,"GFA INCL BW:63 SFCPS 14 ON CPL2/F ,blank",63,False,,False,,,False,,False,,,False,,False,,False,,False,,False,True,False,False,,,"NICHOLSON TOWER(Block A),WONG NAI CHUNG GAP RD|蔚豪苑A座,黃泥涌峽道_21_2"
1748,"HIGHCLIFF,STUBBS RD|曉廬,司徒拔道",66,AB,2012-08-31,CPS 15-18 ON 7/FCPS 3 ON 5/F ,blank,"CPS 15-18 ON 7/FCPS 3 ON 5/F ,blank",,False,,False,,,False,,False,,,False,,False,,False,,False,,False,True,False,False,,,"HIGHCLIFF,STUBBS RD|曉廬,司徒拔道_66_AB"
1750,"GUILDFORD COURT,GUILDFORD RD|GUILDFORD COURT,僑福道",6,B7,2012-09-19,CPS B10 ,blank,"CPS B10 ,blank",,False,,False,,,False,,False,,,False,,False,,False,,False,,False,True,False,False,,,"GUILDFORD COURT,GUILDFORD RD|GUILDFORD COURT,僑福道_6_B7"
1751,"GUILDFORD COURT,GUILDFORD RD|GUILDFORD COURT,僑福道",6,B7,2012-09-28,CPS B10 ,blank,"CPS B10 ,blank",,False,,False,,,False,,False,,,False,,False,,False,,False,,False,True,False,False,,,"GUILDFORD COURT,GUILDFORD RD|GUILDFORD COURT,僑福道_6_B7"
1752,"HIGHCLIFF,STUBBS RD|曉廬,司徒拔道",66,AB,2012-09-28,CPS 15-18 ON 7/FCPS 3 ON 5/F ,blank,"CPS 15-18 ON 7/FCPS 3 ON 5/F ,blank",,False,,False,,,False,,False,,,False,,False,,False,,False,,False,True,False,False,,,"HIGHCLIFF,STUBBS RD|曉廬,司徒拔道_66_AB"
1753,"EVERGREEN VILLA(Block F),STUBBS RD|松柏新村F座,司徒拔道",14,1,2012-10-19,blank,blank,"blank,blank",,False,,False,,,False,,False,,,False,,False,,False,,False,,False,False,False,False,,,"EVERGREEN VILLA(Block F),STUBBS RD|松柏新村F座,司徒拔道_14_1"
1754,"EVERGREEN VILLA(Block A),STUBBS RD|松柏新村A座,司徒拔道",18,1,2012-11-01,CPS 121 ON 1/F ,blank,"CPS 121 ON 1/F ,blank",,False,,False,,,False,,False,,,False,,False,,False,,False,,False,True,False,False,,,"EVERGREEN VILLA(Block A),STUBBS RD|松柏新村A座,司徒拔道_18_1"
1757,"VILLA MONTE ROSA(Block B),STUBBS RD|玫瑰新村B座,司徒拔道",5,2,2012-12-07,CPS 235 ,blank,"CPS 235 ,blank",,False,,False,,,False,,False,,,False,,False,,False,,False,,False,True,False,False,,,"VILLA MONTE ROSA(Block B),STUBBS RD|玫瑰新村B座,司徒拔道_5_2"
1759,"EVERGREEN VILLA(Block F),STUBBS RD|松柏新村F座,司徒拔道",19,2,2013-01-02,CPS G93 ON G/F ,blank,"CPS G93 ON G/F ,blank",,False,,False,,,False,,False,,,False,,False,,False,,False,,False,True,False,False,,,"EVERGREEN VILLA(Block F),STUBBS RD|松柏新村F座,司徒拔道_19_2"
1761,"EVERGREEN VILLA(Block E),STUBBS RD|松柏新村E座,司徒拔道",7,1,2013-02-07,CPS 311 ,blank,"CPS 311 ,blank",,False,,False,,,False,,False,,,False,,False,,False,,False,,False,True,False,False,,,"EVERGREEN VILLA(Block E),STUBBS RD|松柏新村E座,司徒拔道_7_1"
1763,"VILLA MONTE ROSA(Block F),STUBBS RD|玫瑰新村F座,司徒拔道",20,2,2013-05-29,CPS 39 ,blank,"CPS 39 ,blank",,False,,False,,,False,,False,,,False,,False,,False,,False,,False,True,False,False,,,"VILLA MONTE ROSA(Block F),STUBBS RD|玫瑰新村F座,司徒拔道_20_2"
1767,"VILLA MONTE ROSA(Block B),STUBBS RD|玫瑰新村B座,司徒拔道",10,1,2013-09-23,CPS 199 ,blank,"CPS 199 ,blank",,False,,False,,,False,,False,,,False,,False,,False,,False,,False,True,False,False,,,"VILLA MONTE ROSA(Block B),STUBBS RD|玫瑰新村B座,司徒拔道_10_1"
1770,"8-12 PEAK RD(Block A2),PEAK RD|山頂道8-12號A2座,山頂道",7,B,2013-10-22,GFA INCL BW:55 SFAREA INCL BAL:40 SFCPS 5556 ,blank,"GFA INCL BW:55 SFAREA INCL BAL:40 SFCPS 5556 ,blank",55,False,40,False,,,False,,False,,,False,,False,,False,,False,,False,True,False,False,,,"8-12 PEAK RD(Block A2),PEAK RD|山頂道8-12號A2座,山頂道_7_B"
1772,"VILLA MONTE ROSA(Block A),STUBBS RD|玫瑰新村A座,司徒拔道",2,1,2013-11-07,CPS 278 ,blank,"CPS 278 ,blank",,False,,False,,,False,,False,,,False,,False,,False,,False,,False,True,False,False,,,"VILLA MONTE ROSA(Block A),STUBBS RD|玫瑰新村A座,司徒拔道_2_1"
1775,"HIGHCLIFF,STUBBS RD|曉廬,司徒拔道",55,B,2013-12-24,CPS 2930 ON 6/F ,blank,"CPS 2930 ON 6/F ,blank",,False,,False,,,False,,False,,,False,,False,,False,,False,,False,True,False,False,,,"HIGHCLIFF,STUBBS RD|曉廬,司徒拔道_55_B"
1779,"VILLA MONTE ROSA(Block F),STUBBS RD|玫瑰新村F座,司徒拔道",11,2,2014-02-25,CPS 239240 ,blank,"CPS 239240 ,blank",,False,,False,,,False,,False,,,False,,False,,False,,False,,False,True,False,False,,,"VILLA MONTE ROSA(Block F),STUBBS RD|玫瑰新村F座,司徒拔道_11_2"
1781,"EVERGREEN VILLA(Block E),STUBBS RD|松柏新村E座,司徒拔道",16,2,2014-03-25,CPS G58 ON G/F ,blank,"CPS G58 ON G/F ,blank",,False,,False,,,False,,False,,,False,,False,,False,,False,,False,True,False,False,,,"EVERGREEN VILLA(Block E),STUBBS RD|松柏新村E座,司徒拔道_16_2"
1785,"WOODLAND HEIGHTS(Block D),WONG NAI CHUNG GAP RD|怡園D座,黃泥涌峽道",8,D,2014-05-08,CPS 11BELOW MARKET VALUE ,blank,"CPS 11BELOW MARKET VALUE ,blank",,False,,False,,,False,,False,,,False,,False,,False,,False,,False,True,False,True,,,"WOODLAND HEIGHTS(Block D),WONG NAI CHUNG GAP RD|怡園D座,黃泥涌峽道_8_D"
1789,"HIGHCLIFF,STUBBS RD|曉廬,司徒拔道",46,A,2014-03-14,+A/C RM:71 SFCPS 1920 ON 5/F ,blank,"+A/C RM:71 SFCPS 1920 ON 5/F ,blank",,False,,False,,,False,,False,,,False,,False,,False,71,False,,False,True,False,False,,,"HIGHCLIFF,STUBBS RD|曉廬,司徒拔道_46_A"
1791,"EREDINE,MOUNT KELLETT RD|七重天大廈,加列山道",4,B,2014-07-16,CPS 4B ,blank,"CPS 4B ,blank",,False,,False,,,False,,False,,,False,,False,,False,,False,,False,True,False,False,,,"EREDINE,MOUNT KELLETT RD|七重天大廈,加列山道_4_B"
1793,"HIGHCLIFF,STUBBS RD|曉廬,司徒拔道",43,A,2014-07-30,+A/C RM:71 SFCPS 4445 ON 5/F ,blank,"+A/C RM:71 SFCPS 4445 ON 5/F ,blank",,False,,False,,,False,,False,,,False,,False,,False,71,False,,False,True,False,False,,,"HIGHCLIFF,STUBBS RD|曉廬,司徒拔道_43_A"
1795,12-14 WONG NAI CHUNG GAP RD|12-14 黃泥涌峽道,8,B,2014-09-10,CPS 8B ,blank,"CPS 8B ,blank",,False,,False,,,False,,False,,,False,,False,,False,,False,,False,True,False,False,,,12-14 WONG NAI CHUNG GAP RD|12-14 黃泥涌峽道_8_B
1796,12-14 WONG NAI CHUNG GAP RD|12-14 黃泥涌峽道,8,B,2014-09-26,CPS 8B ,blank,"CPS 8B ,blank",,False,,False,,,False,,False,,,False,,False,,False,,False,,False,True,False,False,,,12-14 WONG NAI CHUNG GAP RD|12-14 黃泥涌峽道_8_B
1797,"VILLA MONTE ROSA(Block F),STUBBS RD|玫瑰新村F座,司徒拔道",19,1,2014-09-15,CPS 1415238 ,blank,"CPS 1415238 ,blank",,False,,False,,,False,,False,,,False,,False,,False,,False,,False,True,False,False,,,"VILLA MONTE ROSA(Block F),STUBBS RD|玫瑰新村F座,司徒拔道_19_1"
1799,"VILLA MONTE ROSA(Block F),STUBBS RD|玫瑰新村F座,司徒拔道",2,2,2014-10-08,CPS 22 ,blank,"CPS 22 ,blank",,False,,False,,,False,,False,,,False,,False,,False,,False,,False,True,False,False,,,"VILLA MONTE ROSA(Block F),STUBBS RD|玫瑰新村F座,司徒拔道_2_2"
1800,"VILLA VERDE(Block B),GUILDFORD RD|環翠園B座,僑福道",12,1,2014-10-03,+GDNCPS B7B11 ON G/F ,blank,"+GDNCPS B7B11 ON G/F ,blank",,False,,False,,,False,,False,,,False,,False,,False,,False,,False,True,False,False,,,"VILLA VERDE(Block B),GUILDFORD RD|環翠園B座,僑福道_12_1"
1802,"EVERGREEN VILLA(Block F),STUBBS RD|松柏新村F座,司徒拔道",16,2,2014-10-27,CPS G8 ON G/F ,blank,"CPS G8 ON G/F ,blank",,False,,False,,,False,,False,,,False,,False,,False,,False,,False,True,False,False,,,"EVERGREEN VILLA(Block F),STUBBS RD|松柏新村F座,司徒拔道_16_2"
1803,"8-12 PEAK RD(Block A2),PEAK RD|山頂道8-12號A2座,山頂道",5,A,2014-11-04,GFA INCL BW:53 SFAREA INCL BAL:40 SFCPS 50 ,blank,"GFA INCL BW:53 SFAREA INCL BAL:40 SFCPS 50 ,blank",53,False,40,False,,,False,,False,,,False,,False,,False,,False,,False,True,False,False,,,"8-12 PEAK RD(Block A2),PEAK RD|山頂道8-12號A2座,山頂道_5_A"
1804,"EVERGREEN VILLA(Block F),STUBBS RD|松柏新村F座,司徒拔道",5,2,2014-11-03,CPS 327 ,blank,"CPS 327 ,blank",,False,,False,,,False,,False,,,False,,False,,False,,False,,False,True,False,False,,,"EVERGREEN VILLA(Block F),STUBBS RD|松柏新村F座,司徒拔道_5_2"
1805,"EVERGREEN VILLA(Block F),STUBBS RD|松柏新村F座,司徒拔道",5,2,2014-11-27,CPS 327 ,blank,"CPS 327 ,blank",,False,,False,,,False,,False,,,False,,False,,False,,False,,False,True,False,False,,,"EVERGREEN VILLA(Block F),STUBBS RD|松柏新村F座,司徒拔道_5_2"
1806,"NICHOLSON TOWER(Block A),WONG NAI CHUNG GAP RD|蔚豪苑A座,黃泥涌峽道",24,2,2014-12-16,GFA INCL BW:63 SFCPS 16 ON CPL1/F ,blank,"GFA INCL BW:63 SFCPS 16 ON CPL1/F ,blank",63,False,,False,,,False,,False,,,False,,False,,False,,False,,False,True,False,False,,,"NICHOLSON TOWER(Block A),WONG NAI CHUNG GAP RD|蔚豪苑A座,黃泥涌峽道_24_2"
1809,12-14 WONG NAI CHUNG GAP RD|12-14 黃泥涌峽道,7,A,2015-01-18,CPS 7A ,blank,"CPS 7A ,blank",,False,,False,,,False,,False,,,False,,False,,False,,False,,False,True,False,False,,,12-14 WONG NAI CHUNG GAP RD|12-14 黃泥涌峽道_7_A
1811,12-14 WONG NAI CHUNG GAP RD|12-14 黃泥涌峽道,7,7A,2015-02-02,CPS 7A ,blank,"CPS 7A ,blank",,False,,False,,,False,,False,,,False,,False,,False,,False,,False,True,False,False,,,12-14 WONG NAI CHUNG GAP RD|12-14 黃泥涌峽道_7_7A
