,memo_no,nat_instr,instr_date,usage,cp_incl,op_date,consid,gfa,nfa,gpsf,npsf,remark1,remark2,MW_data_code,memo_no.1,unit,floor,block,phase,bldg_name_en,bldg_name_ch,est_name_en,est_name_ch,st_name_en,st_name_ch,st_no_start,st_no_end,d_code,lot_no,bldg_ph_blk,st_bldg_ph_blk,subject_pty,code_chinese,op_year,bldg_age,bldg_name_ench,st_address_en,st_address_ch,st_address,ch_address,en_address,final_address,subject_pty_consid,floor_copy,redev_chance,flLv,orient,layout,finishes,remark
37765,19041100720063,ASP,2019-03-12,RES,blank,1987/01,3.8,305,258,12459,14729,blank,blank,5524272,19041100720063,B,4.0,blank,blank,BONITO CASA,太子臺,blank,blank,PRINCE'S TERR,太子臺,4,blank,HMW,IL151sB,|BONITO CASA太子臺|Phase |Block ,太子臺BONITO CASA太子臺|Phase|Block,太子臺BONITO CASA太子臺|Phase|Block|4|B,西半山,1987,33,BONITO CASA太子臺,4 PRINCE'S TERR,4 太子臺,4 PRINCE'S TERR|4 太子臺,"太子臺,太子臺","BONITO CASA,PRINCE'S TERR","BONITO CASA,PRINCE'S TERR|太子臺,太子臺",PRINCE'S TERRblankBONITO CASA太子臺|Phaseblank|Blockblank|4|Bconsid3.8,4,低,高層,西北,呂字型,基本,單位實用四正 交通方便 配套完善
38141,19082801330097,ASP,2019-08-21,RES,CP,1996/06,21.43,989,811,21668,26424,blank,BW:43 SF (GI/NE) / ,5605150,19082801330097,D,32.0,blank,blank,SCHOLASTIC GDN,俊傑花園,blank,blank,LYTTELTON RD,列堤頓道,48,blank,HMW,IL609sBRP / IL609sEss1RP,|SCHOLASTIC GDN俊傑花園|Phase |Block ,列堤頓道SCHOLASTIC GDN俊傑花園|Phase|Block,列堤頓道SCHOLASTIC GDN俊傑花園|Phase|Block|32|D,西半山,1996,24,SCHOLASTIC GDN俊傑花園,48 LYTTELTON RD,48 列堤頓道,48 LYTTELTON RD|48 列堤頓道,"俊傑花園,列堤頓道","SCHOLASTIC GDN,LYTTELTON RD","SCHOLASTIC GDN,LYTTELTON RD|俊傑花園,列堤頓道",LYTTELTON RDblankSCHOLASTIC GDN俊傑花園|Phaseblank|Blockblank|32|Dconsid21.43,32,近乎零,中層,東北,四正,有,單位實用四正 交通方便 配套完善
38845,20071402140017,ASP,2020-06-16,RES,CP,1967/01,21.5,1480,1300,14527,16538,blank,blank,5738859,20071402140017,2,2.0,A,blank,blank,blank,Y Y MANS,裕仁大廈,POK FU LAM RD,薄扶林道,96,blank,HMW,IL2378sA&EXT,Y Y MANS||Phase |Block A,薄扶林道Y Y MANS|Phase|BlockA,薄扶林道Y Y MANS|Phase|BlockA|2|2,西半山,1967,53,blankblank,96 POK FU LAM RD,96 薄扶林道,96 POK FU LAM RD|96 薄扶林道,"裕仁大廈A座,薄扶林道","Y Y MANS(BLOCK A),POK FU LAM RD","Y Y MANS(Block A),POK FU LAM RD|裕仁大廈A座,薄扶林道",POK FU LAM RDY Y MANSblankblank|Phaseblank|BlockA|2|2consid21.5,2,中,中層,西南,呂字型,有,"連租約(生約), 可預約睇樓, 罕有開揚, 交通超級方便"
37591,19012301770050,ASP,2019-01-11,RES,CP,1989/06,21.5,1361,1024,15797,20996,blank,BW:7 SF (GU/NU) / ,5488938,19012301770050,B,4.0,blank,blank,DRAGONVIEW COURT,龍騰閣,blank,blank,KOTEWALL RD,旭龢道,5,blank,HMW,IL946sC / IL946&EXT,|DRAGONVIEW COURT龍騰閣|Phase |Block ,旭龢道DRAGONVIEW COURT龍騰閣|Phase|Block,旭龢道DRAGONVIEW COURT龍騰閣|Phase|Block|4|B,西半山,1989,31,DRAGONVIEW COURT龍騰閣,5 KOTEWALL RD,5 旭龢道,5 KOTEWALL RD|5 旭龢道,"龍騰閣,旭龢道","DRAGONVIEW COURT,KOTEWALL RD","DRAGONVIEW COURT,KOTEWALL RD|龍騰閣,旭龢道",KOTEWALL RDblankDRAGONVIEW COURT龍騰閣|Phaseblank|Blockblank|4|Bconsid21.5,4,低,中層,西南,四正,基本,"連租約(生約), 可預約睇樓, 罕有開揚, 交通超級方便"
37731,19040401550077,ASP,2019-03-19,RES,blank,1988/07,21.5,1298,1081,16564,19889,blank,blank,5521064,19040401550077,6,7.0,A,blank,blank,blank,PARKWAY COURT,寶威閣,PARK RD,柏道,4,blank,HMW,IL591sERP / IL591RP /,PARKWAY COURT||Phase |Block A,柏道PARKWAY COURT|Phase|BlockA,柏道PARKWAY COURT|Phase|BlockA|7|6,西半山,1988,32,blankblank,4 PARK RD,4 柏道,4 PARK RD|4 柏道,"寶威閣A座,柏道","PARKWAY COURT(BLOCK A),PARK RD","PARKWAY COURT(Block A),PARK RD|寶威閣A座,柏道",PARK RDPARKWAY COURTblankblank|Phaseblank|BlockA|7|6consid21.5,7,低,中層,西,四正,有,"連租約(生約), 可預約睇樓, 罕有開揚, 交通超級方便"
38369,20020401480047,ASP,2020-01-10,RES,blank,1992/08,21.5,1219,1009,17637,21308,blank,BW:28 SF (GI/NE) / ,5669208,20020401480047,B,14.0,1,blank,blank,blank,THE GRAND PANORAMA,嘉兆臺,ROBINSON RD,羅便臣道,10,blank,HMW,IL58RP / IL58sBRP /,THE GRAND PANORAMA||Phase |Block 1,羅便臣道THE GRAND PANORAMA|Phase|Block1,羅便臣道THE GRAND PANORAMA|Phase|Block1|14|B,西半山,1992,28,blankblank,10 ROBINSON RD,10 羅便臣道,10 ROBINSON RD|10 羅便臣道,"嘉兆臺1座,羅便臣道","THE GRAND PANORAMA(BLOCK 1),ROBINSON RD","THE GRAND PANORAMA(Block 1),ROBINSON RD|嘉兆臺1座,羅便臣道",ROBINSON RDTHE GRAND PANORAMAblankblank|Phaseblank|Block1|14|Bconsid21.5,14,低,高層,北,呂字型,良好,單位實用四正 交通方便 配套完善
38022,19062501670106,ASP,2019-05-28,RES,blank,1996/02,21.6,1319,1049,16376,20591,blank,BW:35 SF (GI/NE) / FR:623 SF / ,5571087,19062501670106,4,2.0,C,blank,blank,blank,IMPERIAL COURT,帝豪閣,CONDUIT RD,干德道,62G,blank,HMW,IL7956 / IL946sAss1RP /,IMPERIAL COURT||Phase |Block C,干德道IMPERIAL COURT|Phase|BlockC,干德道IMPERIAL COURT|Phase|BlockC|2|4,西半山,1996,24,blankblank,62G CONDUIT RD,62G 干德道,62G CONDUIT RD|62G 干德道,"帝豪閣C座,干德道","IMPERIAL COURT(BLOCK C),CONDUIT RD","IMPERIAL COURT(Block C),CONDUIT RD|帝豪閣C座,干德道",CONDUIT RDIMPERIAL COURTblankblank|Phaseblank|BlockC|2|4consid21.6,2,近乎零,低層,西,呂字型,良好,業主減價 上車筍盤 歡迎約睇
38078,19072400480021,ASP,2019-07-11,RES,blank,2000/12,21.6,1173,886,18414,24379,blank,BW:38 SF (GI/NE) / ,5586242,19072400480021,B,25.0,blank,blank,PALATIAL CREST,輝煌豪園,blank,blank,SEYMOUR RD,西摩道,3,blank,HMW,IL4634sB / IL4633sB /,|PALATIAL CREST輝煌豪園|Phase |Block ,西摩道PALATIAL CREST輝煌豪園|Phase|Block,西摩道PALATIAL CREST輝煌豪園|Phase|Block|25|B,西半山,2000,20,PALATIAL CREST輝煌豪園,3 SEYMOUR RD,3 西摩道,3 SEYMOUR RD|3 西摩道,"輝煌豪園,西摩道","PALATIAL CREST,SEYMOUR RD","PALATIAL CREST,SEYMOUR RD|輝煌豪園,西摩道",SEYMOUR RDblankPALATIAL CREST輝煌豪園|Phaseblank|Blockblank|25|Bconsid21.6,25,很低,高層,南,呂字型,良好,業主減價 上車筍盤 歡迎約睇
37826,19042601420377,ASP,2019-04-01,RES,CP,1993/11,21.65,1131,894,19142,24217,blank,BW:45 SF (GI/NE) / ,5532752,19042601420377,B,15.0,1,blank,blank,blank,LYTTELTON GDN,俊賢花園,LYTTELTON RD,列堤頓道,29,blank,HMW,IL1216sCRP /,LYTTELTON GDN||Phase |Block 1,列堤頓道LYTTELTON GDN|Phase|Block1,列堤頓道LYTTELTON GDN|Phase|Block1|15|B,西半山,1993,27,blankblank,29 LYTTELTON RD,29 列堤頓道,29 LYTTELTON RD|29 列堤頓道,"俊賢花園1座,列堤頓道","LYTTELTON GDN(BLOCK 1),LYTTELTON RD","LYTTELTON GDN(Block 1),LYTTELTON RD|俊賢花園1座,列堤頓道",LYTTELTON RDLYTTELTON GDNblankblank|Phaseblank|Block1|15|Bconsid21.65,15,低,高層,西南,四正,有,"連租約(生約), 可預約睇樓, 罕有開揚, 交通超級方便"
38154,19090500430112,ASP,2019-08-23,RES,blank,1956/08,21.8,0,1295,0,16834,blank,blank,5608622,19090500430112,C,1.0,blank,blank,BEST VIEW COURT,好景大廈,blank,blank,MACDONNELL RD,麥當勞道,66,blank,HMW,IL1570sEss1,|BEST VIEW COURT好景大廈|Phase |Block ,麥當勞道BEST VIEW COURT好景大廈|Phase|Block,麥當勞道BEST VIEW COURT好景大廈|Phase|Block|1|C,西半山,1956,64,BEST VIEW COURT好景大廈,66 MACDONNELL RD,66 麥當勞道,66 MACDONNELL RD|66 麥當勞道,"好景大廈,麥當勞道","BEST VIEW COURT,MACDONNELL RD","BEST VIEW COURT,MACDONNELL RD|好景大廈,麥當勞道",MACDONNELL RDblankBEST VIEW COURT好景大廈|Phaseblank|Blockblank|1|Cconsid21.8,1,高,高層,東北,沒資料,有,單位實用四正 交通方便 配套完善
38450,20022501550038,ASP,2020-02-21,RES,blank,1994/12,22.0,1353,1140,16260,19298,blank,BW:34 SF (GI/NE) / ,5678488,20022501550038,E,11.0,1,blank,blank,blank,ROBINSON PLACE,雍景臺,ROBINSON RD,羅便臣道,70,blank,HMW,IL577sA / IL577sBss2 /,ROBINSON PLACE||Phase |Block 1,羅便臣道ROBINSON PLACE|Phase|Block1,羅便臣道ROBINSON PLACE|Phase|Block1|11|E,西半山,1994,26,blankblank,70 ROBINSON RD,70 羅便臣道,70 ROBINSON RD|70 羅便臣道,"雍景臺1座,羅便臣道","ROBINSON PLACE(BLOCK 1),ROBINSON RD","ROBINSON PLACE(Block 1),ROBINSON RD|雍景臺1座,羅便臣道",ROBINSON RDROBINSON PLACEblankblank|Phaseblank|Block1|11|Econsid22.0,11,低,中層,東南,呂字型,良好,"連租約(生約), 可預約睇樓, 罕有開揚, 交通超級方便"
37598,19012900540803,ASP,2019-01-18,RES,blank,1994/12,22.0,1268,1067,17350,20619,blank,BW:33 SF (GI/NE) / ,5491245,19012900540803,D,13.0,2,blank,blank,blank,ROBINSON PLACE,雍景臺,ROBINSON RD,羅便臣道,70,blank,HMW,IL577sA / IL577sBss2 /,ROBINSON PLACE||Phase |Block 2,羅便臣道ROBINSON PLACE|Phase|Block2,羅便臣道ROBINSON PLACE|Phase|Block2|13|D,西半山,1994,26,blankblank,70 ROBINSON RD,70 羅便臣道,70 ROBINSON RD|70 羅便臣道,"雍景臺2座,羅便臣道","ROBINSON PLACE(BLOCK 2),ROBINSON RD","ROBINSON PLACE(Block 2),ROBINSON RD|雍景臺2座,羅便臣道",ROBINSON RDROBINSON PLACEblankblank|Phaseblank|Block2|13|Dconsid22.0,13,低,中層,西南,呂字型,有,"連租約(生約), 可預約睇樓, 罕有開揚, 交通超級方便"
38326,19122302090047,ASP,2019-12-12,RES,PT,1989/12,22.0,968,820,22727,26829,blank,BW:28 SF (GU/NU) / RF:597 SF / ,5656091,19122302090047,B,29.0,1,blank,blank,blank,ROBINSON HTS,樂信臺,ROBINSON RD,羅便臣道,8,blank,HMW,IL579sB / IL579RP /,ROBINSON HTS||Phase |Block 1,羅便臣道ROBINSON HTS|Phase|Block1,羅便臣道ROBINSON HTS|Phase|Block1|29|B,西半山,1989,31,blankblank,8 ROBINSON RD,8 羅便臣道,8 ROBINSON RD|8 羅便臣道,"樂信臺1座,羅便臣道","ROBINSON HTS(BLOCK 1),ROBINSON RD","ROBINSON HTS(Block 1),ROBINSON RD|樂信臺1座,羅便臣道",ROBINSON RDROBINSON HTSblankblank|Phaseblank|Block1|29|Bconsid22.0,29,低,高層,西南,沒資料,基本,單位實用四正 交通方便 配套完善
38185,19100401400042,ASP,2019-09-24,RES,blank,1958/04,22.0,0,1370,0,16058,blank,blank,5620871,19100401400042,403,2.0,blank,blank,GROSVENOR HSE,高雲大廈,blank,blank,MACDONNELL RD,麥當勞道,114,120,HMW,IL8218,|GROSVENOR HSE高雲大廈|Phase |Block ,麥當勞道GROSVENOR HSE高雲大廈|Phase|Block,麥當勞道GROSVENOR HSE高雲大廈|Phase|Block|2|403,西半山,1958,62,GROSVENOR HSE高雲大廈,114-120 MACDONNELL RD,114-120 麥當勞道,114-120 MACDONNELL RD|114-120 麥當勞道,"高雲大廈,麥當勞道","GROSVENOR HSE,MACDONNELL RD","GROSVENOR HSE,MACDONNELL RD|高雲大廈,麥當勞道",MACDONNELL RDblankGROSVENOR HSE高雲大廈|Phaseblank|Blockblank|2|403consid22.0,2,高,高層,西,呂字型,良好,業主減價 上車筍盤 歡迎約睇
38857,20071701130027,ASP,2020-06-23,RES,CP,1993/08,22.0,976,799,22541,27534,blank,blank,5740689,20071701130027,C,22.0,3,blank,blank,blank,HILLSBOROUGH COURT,曉峰閣,OLD PEAK RD,舊山頂道,18,blank,HMW,IL8257RP / IL1146sA /,HILLSBOROUGH COURT||Phase |Block 3,舊山頂道HILLSBOROUGH COURT|Phase|Block3,舊山頂道HILLSBOROUGH COURT|Phase|Block3|22|C,西半山,1993,27,blankblank,18 OLD PEAK RD,18 舊山頂道,18 OLD PEAK RD|18 舊山頂道,"曉峰閣3座,舊山頂道","HILLSBOROUGH COURT(BLOCK 3),OLD PEAK RD","HILLSBOROUGH COURT(Block 3),OLD PEAK RD|曉峰閣3座,舊山頂道",OLD PEAK RDHILLSBOROUGH COURTblankblank|Phaseblank|Block3|22|Cconsid22.0,22,低,低層,西,呂字型,良好,業主減價 上車筍盤 歡迎約睇
37780,19041501260035,ASP,2019-03-26,RES,blank,1959/05,22.0,0,1305,0,16858,blank,blank,5526149,19041501260035,B,9.0,blank,blank,BEST VIEW COURT,好景大廈,blank,blank,MACDONNELL RD,麥當勞道,68,blank,HMW,IL1570sERP,|BEST VIEW COURT好景大廈|Phase |Block ,麥當勞道BEST VIEW COURT好景大廈|Phase|Block,麥當勞道BEST VIEW COURT好景大廈|Phase|Block|9|B,西半山,1959,61,BEST VIEW COURT好景大廈,68 MACDONNELL RD,68 麥當勞道,68 MACDONNELL RD|68 麥當勞道,"好景大廈,麥當勞道","BEST VIEW COURT,MACDONNELL RD","BEST VIEW COURT,MACDONNELL RD|好景大廈,麥當勞道",MACDONNELL RDblankBEST VIEW COURT好景大廈|Phaseblank|Blockblank|9|Bconsid22.0,9,高,中層,北,沒資料,良好,單位實用四正 交通方便 配套完善
37940,19052201740160,ASP,2019-05-02,RES,blank,1994/12,22.0,1308,1081,16820,20352,blank,BW:57 SF (GI/NE) / ,5549121,19052201740160,G,5.0,1,blank,blank,blank,ROBINSON PLACE,雍景臺,ROBINSON RD,羅便臣道,70,blank,HMW,IL577sA / IL577sBss2 /,ROBINSON PLACE||Phase |Block 1,羅便臣道ROBINSON PLACE|Phase|Block1,羅便臣道ROBINSON PLACE|Phase|Block1|5|G,西半山,1994,26,blankblank,70 ROBINSON RD,70 羅便臣道,70 ROBINSON RD|70 羅便臣道,"雍景臺1座,羅便臣道","ROBINSON PLACE(BLOCK 1),ROBINSON RD","ROBINSON PLACE(Block 1),ROBINSON RD|雍景臺1座,羅便臣道",ROBINSON RDROBINSON PLACEblankblank|Phaseblank|Block1|5|Gconsid22.0,5,低,中層,東,沒資料,基本,單位實用四正 交通方便 配套完善
38064,19072201570082,ASP,2019-06-28,RES,blank,1988/07,22.0,1218,1031,18062,21339,blank,blank,5585036,19072201570082,3,22.0,B,blank,blank,blank,PARKWAY COURT,寶威閣,PARK RD,柏道,4,blank,HMW,IL591sERP / IL591RP /,PARKWAY COURT||Phase |Block B,柏道PARKWAY COURT|Phase|BlockB,柏道PARKWAY COURT|Phase|BlockB|22|3,西半山,1988,32,blankblank,4 PARK RD,4 柏道,4 PARK RD|4 柏道,"寶威閣B座,柏道","PARKWAY COURT(BLOCK B),PARK RD","PARKWAY COURT(Block B),PARK RD|寶威閣B座,柏道",PARK RDPARKWAY COURTblankblank|Phaseblank|BlockB|22|3consid22.0,22,低,低層,西北,呂字型,良好,單位實用四正 交通方便 配套完善
38703,20060301900019,ASP,2020-05-21,RES,blank,1992/08,22.0,1078,865,20408,25434,blank,BW:57 SF (GI/NE) / ,5717000,20060301900019,A,20.0,1,blank,blank,blank,THE GRAND PANORAMA,嘉兆臺,ROBINSON RD,羅便臣道,10,blank,HMW,IL58RP / IL58sBRP /,THE GRAND PANORAMA||Phase |Block 1,羅便臣道THE GRAND PANORAMA|Phase|Block1,羅便臣道THE GRAND PANORAMA|Phase|Block1|20|A,西半山,1992,28,blankblank,10 ROBINSON RD,10 羅便臣道,10 ROBINSON RD|10 羅便臣道,"嘉兆臺1座,羅便臣道","THE GRAND PANORAMA(BLOCK 1),ROBINSON RD","THE GRAND PANORAMA(Block 1),ROBINSON RD|嘉兆臺1座,羅便臣道",ROBINSON RDTHE GRAND PANORAMAblankblank|Phaseblank|Block1|20|Aconsid22.0,20,低,高層,西北,四正,基本,"連租約(生約), 可預約睇樓, 罕有開揚, 交通超級方便"
38728,20061001570019,ASP,2020-05-21,RES,blank,2010/06,22.1,1251,924,17666,23918,blank,BW:41 SF (GI/NE) / BAL:24 SF (GI/NI) / UP:16 SF (GI/NI) / RM:30 SF (GI/NE) / ,5720876,20061001570019,A,7.0,blank,blank,CONDUIT 18,blank,blank,blank,CONDUIT RD,干德道,18,blank,HMW,IL711sA,|CONDUIT 18|Phase |Block ,干德道CONDUIT 18|Phase|Block,干德道CONDUIT 18|Phase|Block|7|A,西半山,2010,10,CONDUIT 18blank,18 CONDUIT RD,18 干德道,18 CONDUIT RD|18 干德道,"blank,干德道","CONDUIT 18,CONDUIT RD","CONDUIT 18,CONDUIT RD|blank,干德道",CONDUIT RDblankCONDUIT 18blank|Phaseblank|Blockblank|7|Aconsid22.1,7,很低,低層,南,四正,基本,業主減價 上車筍盤 歡迎約睇
37662,19031202060109,ASP,2019-03-04,RES,CP,1993/09,22.18,1218,994,18210,22314,blank,BW:56 SF (GI/NE) / ,5509209,19031202060109,C,19.0,blank,blank,FLOURISH COURT,殷榮閣,blank,blank,CONDUIT RD,干德道,30,blank,HMW,IL706sDRP / IL706sCss1RP,|FLOURISH COURT殷榮閣|Phase |Block ,干德道FLOURISH COURT殷榮閣|Phase|Block,干德道FLOURISH COURT殷榮閣|Phase|Block|19|C,西半山,1993,27,FLOURISH COURT殷榮閣,30 CONDUIT RD,30 干德道,30 CONDUIT RD|30 干德道,"殷榮閣,干德道","FLOURISH COURT,CONDUIT RD","FLOURISH COURT,CONDUIT RD|殷榮閣,干德道",CONDUIT RDblankFLOURISH COURT殷榮閣|Phaseblank|Blockblank|19|Cconsid22.18,19,低,中層,北,沒資料,有,單位實用四正 交通方便 配套完善
38439,20022101160011,ASP,2020-02-18,RES,blank,1994/12,22.2,1353,1140,16408,19474,blank,BW:34 SF (GI/NE) / ,5677426,20022101160011,E,12.0,1,blank,blank,blank,ROBINSON PLACE,雍景臺,ROBINSON RD,羅便臣道,70,blank,HMW,IL577sA / IL577sBss2 /,ROBINSON PLACE||Phase |Block 1,羅便臣道ROBINSON PLACE|Phase|Block1,羅便臣道ROBINSON PLACE|Phase|Block1|12|E,西半山,1994,26,blankblank,70 ROBINSON RD,70 羅便臣道,70 ROBINSON RD|70 羅便臣道,"雍景臺1座,羅便臣道","ROBINSON PLACE(BLOCK 1),ROBINSON RD","ROBINSON PLACE(Block 1),ROBINSON RD|雍景臺1座,羅便臣道",ROBINSON RDROBINSON PLACEblankblank|Phaseblank|Block1|12|Econsid22.2,12,低,中層,北,呂字型,基本,"連租約(生約), 可預約睇樓, 罕有開揚, 交通超級方便"
38527,20040201110078,ASP,2020-03-13,RES,CP,1993/09,22.38,1218,994,18374,22515,blank,BW:56 SF (GI/NE) / ,5691661,20040201110078,C,26.0,blank,blank,FLOURISH COURT,殷榮閣,blank,blank,CONDUIT RD,干德道,30,blank,HMW,IL706sDRP / IL706sCss1RP,|FLOURISH COURT殷榮閣|Phase |Block ,干德道FLOURISH COURT殷榮閣|Phase|Block,干德道FLOURISH COURT殷榮閣|Phase|Block|26|C,西半山,1993,27,FLOURISH COURT殷榮閣,30 CONDUIT RD,30 干德道,30 CONDUIT RD|30 干德道,"殷榮閣,干德道","FLOURISH COURT,CONDUIT RD","FLOURISH COURT,CONDUIT RD|殷榮閣,干德道",CONDUIT RDblankFLOURISH COURT殷榮閣|Phaseblank|Blockblank|26|Cconsid22.38,26,低,高層,北,沒資料,良好,單位實用四正 交通方便 配套完善
37959,19052701420021,ASP,2019-05-14,RES,CP,1995/07,22.5,1070,871,21028,25832,blank,BW:36 SF (GI/NE) / ,5552884,19052701420021,F,15.0,blank,2,blank,blank,BLESSINGS GDN,殷樺花園,CONDUIT RD,干德道,56,blank,HMW,IL703sARP /IL703sBss1sC/,BLESSINGS GDN||Phase 2|Block ,干德道BLESSINGS GDN|Phase2|Block,干德道BLESSINGS GDN|Phase2|Block|15|F,西半山,1995,25,blankblank,56 CONDUIT RD,56 干德道,56 CONDUIT RD|56 干德道,"殷樺花園2期,干德道","BLESSINGS GDN(PHASE 2),CONDUIT RD","BLESSINGS GDN(Phase 2),CONDUIT RD|殷樺花園2期,干德道",CONDUIT RDBLESSINGS GDNblankblank|Phase2|Blockblank|15|Fconsid22.5,15,低,高層,北,四正,良好,"連租約(生約), 可預約睇樓, 罕有開揚, 交通超級方便"
38120,19081201530272,ASP,2019-07-18,RES,CP,1991/01,22.5,1182,953,19036,23610,blank,BW:27 SF (GI/NE) / ,5596195,19081201530272,B,14.0,1,blank,blank,blank,SCENECLIFF,承德山莊,CONDUIT RD,干德道,33,blank,HMW,IL1545sA / IL1545sB /,SCENECLIFF||Phase |Block 1,干德道SCENECLIFF|Phase|Block1,干德道SCENECLIFF|Phase|Block1|14|B,西半山,1991,29,blankblank,33 CONDUIT RD,33 干德道,33 CONDUIT RD|33 干德道,"承德山莊1座,干德道","SCENECLIFF(BLOCK 1),CONDUIT RD","SCENECLIFF(Block 1),CONDUIT RD|承德山莊1座,干德道",CONDUIT RDSCENECLIFFblankblank|Phaseblank|Block1|14|Bconsid22.5,14,低,低層,東北,沒資料,基本,"連租約(生約), 可預約睇樓, 罕有開揚, 交通超級方便"
38803,20062601500113,ASP,2020-06-11,RES,blank,1988/07,22.5,1298,1081,17334,20814,blank,blank,5729808,20062601500113,6,29.0,A,blank,blank,blank,PARKWAY COURT,寶威閣,PARK RD,柏道,4,blank,HMW,IL591sERP / IL591RP /,PARKWAY COURT||Phase |Block A,柏道PARKWAY COURT|Phase|BlockA,柏道PARKWAY COURT|Phase|BlockA|29|6,西半山,1988,32,blankblank,4 PARK RD,4 柏道,4 PARK RD|4 柏道,"寶威閣A座,柏道","PARKWAY COURT(BLOCK A),PARK RD","PARKWAY COURT(Block A),PARK RD|寶威閣A座,柏道",PARK RDPARKWAY COURTblankblank|Phaseblank|BlockA|29|6consid22.5,29,低,高層,南,呂字型,基本,"連租約(生約), 可預約睇樓, 罕有開揚, 交通超級方便"
38307,19121101840074,ASP,2019-12-05,RES,blank,1988/02,22.7,1256,1076,18073,21097,blank,BW:15 SF (GI/NE) / ,5651861,19121101840074,D,14.0,2,blank,blank,blank,SCENIC HTS,富景花園,CONDUIT RD,干德道,58A,58B,HMW,IL719sBRP / IL719sBss2,SCENIC HTS||Phase |Block 2,干德道SCENIC HTS|Phase|Block2,干德道SCENIC HTS|Phase|Block2|14|D,西半山,1988,32,blankblank,58A-58B CONDUIT RD,58A-58B 干德道,58A-58B CONDUIT RD|58A-58B 干德道,"富景花園2座,干德道","SCENIC HTS(BLOCK 2),CONDUIT RD","SCENIC HTS(Block 2),CONDUIT RD|富景花園2座,干德道",CONDUIT RDSCENIC HTSblankblank|Phaseblank|Block2|14|Dconsid22.7,14,低,低層,西南,四正,良好,業主減價 上車筍盤 歡迎約睇
37988,19060602440383,ASP,2019-05-16,RES,blank,1994/12,22.8,1268,1067,17981,21368,blank,BW:33 SF (GI/NE) / ,5561544,19060602440383,D,8.0,2,blank,blank,blank,ROBINSON PLACE,雍景臺,ROBINSON RD,羅便臣道,70,blank,HMW,IL577sA / IL577sBss2 /,ROBINSON PLACE||Phase |Block 2,羅便臣道ROBINSON PLACE|Phase|Block2,羅便臣道ROBINSON PLACE|Phase|Block2|8|D,西半山,1994,26,blankblank,70 ROBINSON RD,70 羅便臣道,70 ROBINSON RD|70 羅便臣道,"雍景臺2座,羅便臣道","ROBINSON PLACE(BLOCK 2),ROBINSON RD","ROBINSON PLACE(Block 2),ROBINSON RD|雍景臺2座,羅便臣道",ROBINSON RDROBINSON PLACEblankblank|Phaseblank|Block2|8|Dconsid22.8,8,低,高層,西南,沒資料,基本,單位實用四正 交通方便 配套完善
38049,19071201660021,ASP,2019-07-02,RES,blank,1988/07,22.88,1218,1031,18785,22192,blank,blank,5580542,19071201660021,3,17.0,B,blank,blank,blank,PARKWAY COURT,寶威閣,PARK RD,柏道,4,blank,HMW,IL591sERP / IL591RP /,PARKWAY COURT||Phase |Block B,柏道PARKWAY COURT|Phase|BlockB,柏道PARKWAY COURT|Phase|BlockB|17|3,西半山,1988,32,blankblank,4 PARK RD,4 柏道,4 PARK RD|4 柏道,"寶威閣B座,柏道","PARKWAY COURT(BLOCK B),PARK RD","PARKWAY COURT(Block B),PARK RD|寶威閣B座,柏道",PARK RDPARKWAY COURTblankblank|Phaseblank|BlockB|17|3consid22.88,17,低,高層,東北,四正,有,業主減價 上車筍盤 歡迎約睇
37668,19031500580040,ASP,2019-03-06,RES,CP,1967/01,23.0,1480,1300,15541,17692,blank,blank,5511065,19031500580040,1,7.0,D,blank,blank,blank,Y Y MANS,裕仁大廈,POK FU LAM RD,薄扶林道,7,11,HMW,IL2378sA&EXT,Y Y MANS||Phase |Block D,薄扶林道Y Y MANS|Phase|BlockD,薄扶林道Y Y MANS|Phase|BlockD|7|1,西半山,1967,53,blankblank,7-11 POK FU LAM RD,7-11 薄扶林道,7-11 POK FU LAM RD|7-11 薄扶林道,"裕仁大廈D座,薄扶林道","Y Y MANS(BLOCK D),POK FU LAM RD","Y Y MANS(Block D),POK FU LAM RD|裕仁大廈D座,薄扶林道",POK FU LAM RDY Y MANSblankblank|Phaseblank|BlockD|7|1consid23.0,7,中,低層,西,沒資料,有,業主減價 上車筍盤 歡迎約睇
38739,20061601890032,ASP,2020-06-01,RES,blank,1995/07,23.0,1068,836,21536,27512,blank,BW:36 SF (GI/NE) / RF:700 SF / ,5724160,20061601890032,B,29.0,blank,1,blank,blank,BLESSINGS GDN,殷樺花園,ROBINSON RD,羅便臣道,95,blank,HMW,IL703sBss3RP /,BLESSINGS GDN||Phase 1|Block ,羅便臣道BLESSINGS GDN|Phase1|Block,羅便臣道BLESSINGS GDN|Phase1|Block|29|B,西半山,1995,25,blankblank,95 ROBINSON RD,95 羅便臣道,95 ROBINSON RD|95 羅便臣道,"殷樺花園1期,羅便臣道","BLESSINGS GDN(PHASE 1),ROBINSON RD","BLESSINGS GDN(Phase 1),ROBINSON RD|殷樺花園1期,羅便臣道",ROBINSON RDBLESSINGS GDNblankblank|Phase1|Blockblank|29|Bconsid23.0,29,低,低層,北,呂字型,有,單位實用四正 交通方便 配套完善
