,memo_no,nat_instr,instr_date,usage,cp_incl,op_date,consid,gfa,nfa,gpsf,npsf,remark1,remark2,MW_data_code,memo_no.1,unit,floor,block,phase,bldg_name_en,bldg_name_ch,est_name_en,est_name_ch,st_name_en,st_name_ch,st_no_start,st_no_end,d_code,lot_no,bldg_ph_blk,st_bldg_ph_blk,subject_pty,code_chinese,op_year,bldg_age,bldg_name_ench,st_address,st_address_en,st_address_ch,ch_address,en_address,final_address,subject_pty_consid,floor_copy
42259,19011100460058,ASP,2019-01-04,RES,blank,2000/12,4.38,854,650,5129,6738,blank,blank,5483295,19011100460058,1,39.0,O,2,blank,blank,TIN FU COURT,天富苑,TIN SAU RD,天秀路,15,blank,NTSW,TSWTL22,TIN FU COURT||Phase 2|Block O,天秀路TIN FU COURT|Phase2|BlockO,天秀路TIN FU COURT|Phase2|BlockO|39|1,天水圍,2000,20,blankblank,15 TIN SAU RD|天秀路,15 TIN SAU RD,15 天秀路,"天富苑O座,天秀路","TIN FU COURT(BLOCK O),TIN SAU RD","TIN FU COURT(Block O),TIN SAU RD|天富苑O座,天秀路",TIN SAU RDTIN FU COURTblankblank|Phase2|BlockO|39|1consid4.38,39
44740,20061700240122,ASP,2020-06-05,RES,blank,2021/07,5.7360000000000015,0,412,0,13922,blank,BAL:22 SF (NI) / RF:157 SF / ,5724474,20061700240122,B8,10.0,5,2,blank,blank,WETLAND SEASONS PARK,blank,WETLAND PARK RD,濕地公園路,9,blank,NTSW,TSWTL34,WETLAND SEASONS PARK||Phase 2|Block 5,濕地公園路WETLAND SEASONS PARK|Phase2|Block5,濕地公園路WETLAND SEASONS PARK|Phase2|Block5|10|B8,天水圍,2021,-1,blankblank,9 WETLAND PARK RD|濕地公園路,9 WETLAND PARK RD,9 濕地公園路,"blank5座,濕地公園路","WETLAND SEASONS PARK(BLOCK 5),WETLAND PARK RD","WETLAND SEASONS PARK(Block 5),WETLAND PARK RD|blank5座,濕地公園路",WETLAND PARK RDWETLAND SEASONS PARKblankblank|Phase2|Block5|10|B8consid5.7360000000000015,10
44741,20061700320011,ASP,2020-06-05,RES,blank,2021/07,5.3823,0,436,0,12345,blank,BAL:22 SF (NI) / ,5724487,20061700320011,B5,5.0,5,2,blank,blank,WETLAND SEASONS PARK,blank,WETLAND PARK RD,濕地公園路,9,blank,NTSW,TSWTL34,WETLAND SEASONS PARK||Phase 2|Block 5,濕地公園路WETLAND SEASONS PARK|Phase2|Block5,濕地公園路WETLAND SEASONS PARK|Phase2|Block5|5|B5,天水圍,2021,-1,blankblank,9 WETLAND PARK RD|濕地公園路,9 WETLAND PARK RD,9 濕地公園路,"blank5座,濕地公園路","WETLAND SEASONS PARK(BLOCK 5),WETLAND PARK RD","WETLAND SEASONS PARK(Block 5),WETLAND PARK RD|blank5座,濕地公園路",WETLAND PARK RDWETLAND SEASONS PARKblankblank|Phase2|Block5|5|B5consid5.3823,5
44742,20061700320020,ASP,2020-06-05,RES,blank,2021/07,5.3482,0,379,0,14111,blank,BW:3 SF (NE) / BAL:22 SF (NI) / ,5724488,20061700320020,B2,8.0,5,2,blank,blank,WETLAND SEASONS PARK,blank,WETLAND PARK RD,濕地公園路,9,blank,NTSW,TSWTL34,WETLAND SEASONS PARK||Phase 2|Block 5,濕地公園路WETLAND SEASONS PARK|Phase2|Block5,濕地公園路WETLAND SEASONS PARK|Phase2|Block5|8|B2,天水圍,2021,-1,blankblank,9 WETLAND PARK RD|濕地公園路,9 WETLAND PARK RD,9 濕地公園路,"blank5座,濕地公園路","WETLAND SEASONS PARK(BLOCK 5),WETLAND PARK RD","WETLAND SEASONS PARK(Block 5),WETLAND PARK RD|blank5座,濕地公園路",WETLAND PARK RDWETLAND SEASONS PARKblankblank|Phase2|Block5|8|B2consid5.3482,8
44743,20061700320034,ASP,2020-06-05,RES,blank,2021/07,5.6363,0,423,0,13325,blank,BW:2 SF (NE) / BAL:22 SF (NI) / UP:16 SF (NI) / ,5724489,20061700320034,B2,2.0,15,2,blank,blank,WETLAND SEASONS PARK,blank,WETLAND PARK RD,濕地公園路,9,blank,NTSW,TSWTL34,WETLAND SEASONS PARK||Phase 2|Block 15,濕地公園路WETLAND SEASONS PARK|Phase2|Block15,濕地公園路WETLAND SEASONS PARK|Phase2|Block15|2|B2,天水圍,2021,-1,blankblank,9 WETLAND PARK RD|濕地公園路,9 WETLAND PARK RD,9 濕地公園路,"blank15座,濕地公園路","WETLAND SEASONS PARK(BLOCK 15),WETLAND PARK RD","WETLAND SEASONS PARK(Block 15),WETLAND PARK RD|blank15座,濕地公園路",WETLAND PARK RDWETLAND SEASONS PARKblankblank|Phase2|Block15|2|B2consid5.6363,2
44744,20061700470023,ASP,2020-06-05,RES,blank,2021/07,5.3676,0,423,0,12689,blank,BW:2 SF (NE) / BAL:22 SF (NI) / UP:16 SF (NI) / ,5724526,20061700470023,B2,5.0,15,2,blank,blank,WETLAND SEASONS PARK,blank,WETLAND PARK RD,濕地公園路,9,blank,NTSW,TSWTL34,WETLAND SEASONS PARK||Phase 2|Block 15,濕地公園路WETLAND SEASONS PARK|Phase2|Block15,濕地公園路WETLAND SEASONS PARK|Phase2|Block15|5|B2,天水圍,2021,-1,blankblank,9 WETLAND PARK RD|濕地公園路,9 WETLAND PARK RD,9 濕地公園路,"blank15座,濕地公園路","WETLAND SEASONS PARK(BLOCK 15),WETLAND PARK RD","WETLAND SEASONS PARK(Block 15),WETLAND PARK RD|blank15座,濕地公園路",WETLAND PARK RDWETLAND SEASONS PARKblankblank|Phase2|Block15|5|B2consid5.3676,5
44745,20061700500034,ASP,2020-06-05,RES,blank,2021/07,4.9412,0,367,0,13464,blank,GDN:136 SF / ,5724536,20061700500034,B1,,19,2,blank,blank,WETLAND SEASONS PARK,blank,WETLAND PARK RD,濕地公園路,9,blank,NTSW,TSWTL34,WETLAND SEASONS PARK||Phase 2|Block 19,濕地公園路WETLAND SEASONS PARK|Phase2|Block19,濕地公園路WETLAND SEASONS PARK|Phase2|Block19|G|B1,天水圍,2021,-1,blankblank,9 WETLAND PARK RD|濕地公園路,9 WETLAND PARK RD,9 濕地公園路,"blank19座,濕地公園路","WETLAND SEASONS PARK(BLOCK 19),WETLAND PARK RD","WETLAND SEASONS PARK(Block 19),WETLAND PARK RD|blank19座,濕地公園路",WETLAND PARK RDWETLAND SEASONS PARKblankblank|Phase2|Block19|G|B1consid4.9412,G
44746,20061700500046,ASP,2020-06-05,RES,blank,2021/07,5.6802,0,409,0,13888,blank,BW:2 SF (NE) / BAL:22 SF (NI) / UP:16 SF (NI) / ,5724537,20061700500046,A6,6.0,3,2,blank,blank,WETLAND SEASONS PARK,blank,WETLAND PARK RD,濕地公園路,9,blank,NTSW,TSWTL34,WETLAND SEASONS PARK||Phase 2|Block 3,濕地公園路WETLAND SEASONS PARK|Phase2|Block3,濕地公園路WETLAND SEASONS PARK|Phase2|Block3|6|A6,天水圍,2021,-1,blankblank,9 WETLAND PARK RD|濕地公園路,9 WETLAND PARK RD,9 濕地公園路,"blank3座,濕地公園路","WETLAND SEASONS PARK(BLOCK 3),WETLAND PARK RD","WETLAND SEASONS PARK(Block 3),WETLAND PARK RD|blank3座,濕地公園路",WETLAND PARK RDWETLAND SEASONS PARKblankblank|Phase2|Block3|6|A6consid5.6802,6
44747,20061700500052,ASP,2020-06-05,RES,blank,2021/07,6.8845,0,516,0,13342,blank,BW:3 SF (NE) / BAL:22 SF (NI) / UP:16 SF (NI) / ,5724538,20061700500052,B1,3.0,19,2,blank,blank,WETLAND SEASONS PARK,blank,WETLAND PARK RD,濕地公園路,9,blank,NTSW,TSWTL34,WETLAND SEASONS PARK||Phase 2|Block 19,濕地公園路WETLAND SEASONS PARK|Phase2|Block19,濕地公園路WETLAND SEASONS PARK|Phase2|Block19|3|B1,天水圍,2021,-1,blankblank,9 WETLAND PARK RD|濕地公園路,9 WETLAND PARK RD,9 濕地公園路,"blank19座,濕地公園路","WETLAND SEASONS PARK(BLOCK 19),WETLAND PARK RD","WETLAND SEASONS PARK(Block 19),WETLAND PARK RD|blank19座,濕地公園路",WETLAND PARK RDWETLAND SEASONS PARKblankblank|Phase2|Block19|3|B1consid6.8845,3
44748,20061700550137,ASP,2020-06-05,RES,blank,2021/07,5.4279,0,421,0,12893,blank,BW:2 SF (NE) / BAL:22 SF (NI) / UP:16 SF (NI) / ,5724567,20061700550137,B3,8.0,12,2,blank,blank,WETLAND SEASONS PARK,blank,WETLAND PARK RD,濕地公園路,9,blank,NTSW,TSWTL34,WETLAND SEASONS PARK||Phase 2|Block 12,濕地公園路WETLAND SEASONS PARK|Phase2|Block12,濕地公園路WETLAND SEASONS PARK|Phase2|Block12|8|B3,天水圍,2021,-1,blankblank,9 WETLAND PARK RD|濕地公園路,9 WETLAND PARK RD,9 濕地公園路,"blank12座,濕地公園路","WETLAND SEASONS PARK(BLOCK 12),WETLAND PARK RD","WETLAND SEASONS PARK(Block 12),WETLAND PARK RD|blank12座,濕地公園路",WETLAND PARK RDWETLAND SEASONS PARKblankblank|Phase2|Block12|8|B3consid5.4279,8
44749,20061700560106,ASP,2020-05-29,RES,blank,2021/07,9.7018,0,767,0,12649,blank,BAL:21 SF (NI) / ,5724577,20061700560106,A,2.0,V3,2,blank,blank,WETLAND SEASONS PARK,blank,WETLAND PARK RD,濕地公園路,9,blank,NTSW,TSWTL34,WETLAND SEASONS PARK||Phase 2|Block V3,濕地公園路WETLAND SEASONS PARK|Phase2|BlockV3,濕地公園路WETLAND SEASONS PARK|Phase2|BlockV3|2|A,天水圍,2021,-1,blankblank,9 WETLAND PARK RD|濕地公園路,9 WETLAND PARK RD,9 濕地公園路,"blankV3座,濕地公園路","WETLAND SEASONS PARK(BLOCK V3),WETLAND PARK RD","WETLAND SEASONS PARK(Block V3),WETLAND PARK RD|blankV3座,濕地公園路",WETLAND PARK RDWETLAND SEASONS PARKblankblank|Phase2|BlockV3|2|Aconsid9.7018,2
44750,20061700560135,ASP,2020-05-29,RES,blank,2021/07,6.5548,0,460,0,14250,blank,BW:2 SF (NE) / BAL:22 SF (NI) / UP:16 SF (NI) / ,5724580,20061700560135,A5,9.0,15,2,blank,blank,WETLAND SEASONS PARK,blank,WETLAND PARK RD,濕地公園路,9,blank,NTSW,TSWTL34,WETLAND SEASONS PARK||Phase 2|Block 15,濕地公園路WETLAND SEASONS PARK|Phase2|Block15,濕地公園路WETLAND SEASONS PARK|Phase2|Block15|9|A5,天水圍,2021,-1,blankblank,9 WETLAND PARK RD|濕地公園路,9 WETLAND PARK RD,9 濕地公園路,"blank15座,濕地公園路","WETLAND SEASONS PARK(BLOCK 15),WETLAND PARK RD","WETLAND SEASONS PARK(Block 15),WETLAND PARK RD|blank15座,濕地公園路",WETLAND PARK RDWETLAND SEASONS PARKblankblank|Phase2|Block15|9|A5consid6.5548,9
44751,20061700560153,ASP,2020-06-05,RES,blank,2021/07,5.3467,0,415,0,12884,blank,BW:2 SF (NE) / BAL:22 SF (NI) / UP:16 SF (NI) / ,5724582,20061700560153,A5,5.0,18,2,blank,blank,WETLAND SEASONS PARK,blank,WETLAND PARK RD,濕地公園路,9,blank,NTSW,TSWTL34,WETLAND SEASONS PARK||Phase 2|Block 18,濕地公園路WETLAND SEASONS PARK|Phase2|Block18,濕地公園路WETLAND SEASONS PARK|Phase2|Block18|5|A5,天水圍,2021,-1,blankblank,9 WETLAND PARK RD|濕地公園路,9 WETLAND PARK RD,9 濕地公園路,"blank18座,濕地公園路","WETLAND SEASONS PARK(BLOCK 18),WETLAND PARK RD","WETLAND SEASONS PARK(Block 18),WETLAND PARK RD|blank18座,濕地公園路",WETLAND PARK RDWETLAND SEASONS PARKblankblank|Phase2|Block18|5|A5consid5.3467,5
44753,20061700620019,ASP,2020-06-05,RES,blank,2021/07,5.7539,0,406,0,14172,blank,BW:2 SF (NE) / BAL:22 SF (NI) / UP:16 SF (NI) / ,5724597,20061700620019,A5,7.0,3,2,blank,blank,WETLAND SEASONS PARK,blank,WETLAND PARK RD,濕地公園路,9,blank,NTSW,TSWTL34,WETLAND SEASONS PARK||Phase 2|Block 3,濕地公園路WETLAND SEASONS PARK|Phase2|Block3,濕地公園路WETLAND SEASONS PARK|Phase2|Block3|7|A5,天水圍,2021,-1,blankblank,9 WETLAND PARK RD|濕地公園路,9 WETLAND PARK RD,9 濕地公園路,"blank3座,濕地公園路","WETLAND SEASONS PARK(BLOCK 3),WETLAND PARK RD","WETLAND SEASONS PARK(Block 3),WETLAND PARK RD|blank3座,濕地公園路",WETLAND PARK RDWETLAND SEASONS PARKblankblank|Phase2|Block3|7|A5consid5.7539,7
44754,20061700620029,ASP,2020-06-05,RES,blank,2021/07,4.4034,0,318,0,13847,blank,BW:2 SF (NE) / BAL:22 SF (NI) / ,5724598,20061700620029,B2,7.0,2,2,blank,blank,WETLAND SEASONS PARK,blank,WETLAND PARK RD,濕地公園路,9,blank,NTSW,TSWTL34,WETLAND SEASONS PARK||Phase 2|Block 2,濕地公園路WETLAND SEASONS PARK|Phase2|Block2,濕地公園路WETLAND SEASONS PARK|Phase2|Block2|7|B2,天水圍,2021,-1,blankblank,9 WETLAND PARK RD|濕地公園路,9 WETLAND PARK RD,9 濕地公園路,"blank2座,濕地公園路","WETLAND SEASONS PARK(BLOCK 2),WETLAND PARK RD","WETLAND SEASONS PARK(Block 2),WETLAND PARK RD|blank2座,濕地公園路",WETLAND PARK RDWETLAND SEASONS PARKblankblank|Phase2|Block2|7|B2consid4.4034,7
44755,20061700620030,ASP,2020-06-05,RES,blank,2021/07,6.5989,0,511,0,12914,blank,BAL:22 SF (NI) / UP:16 SF (NI) / ,5724599,20061700620030,B1,3.0,18,2,blank,blank,WETLAND SEASONS PARK,blank,WETLAND PARK RD,濕地公園路,9,blank,NTSW,TSWTL34,WETLAND SEASONS PARK||Phase 2|Block 18,濕地公園路WETLAND SEASONS PARK|Phase2|Block18,濕地公園路WETLAND SEASONS PARK|Phase2|Block18|3|B1,天水圍,2021,-1,blankblank,9 WETLAND PARK RD|濕地公園路,9 WETLAND PARK RD,9 濕地公園路,"blank18座,濕地公園路","WETLAND SEASONS PARK(BLOCK 18),WETLAND PARK RD","WETLAND SEASONS PARK(Block 18),WETLAND PARK RD|blank18座,濕地公園路",WETLAND PARK RDWETLAND SEASONS PARKblankblank|Phase2|Block18|3|B1consid6.5989,3
44756,20061700620042,ASP,2020-06-05,RES,blank,2021/07,9.8959,0,767,0,12902,blank,BAL:21 SF (NI) / ,5724600,20061700620042,A,2.0,V7,2,blank,blank,WETLAND SEASONS PARK,blank,WETLAND PARK RD,濕地公園路,9,blank,NTSW,TSWTL34,WETLAND SEASONS PARK||Phase 2|Block V7,濕地公園路WETLAND SEASONS PARK|Phase2|BlockV7,濕地公園路WETLAND SEASONS PARK|Phase2|BlockV7|2|A,天水圍,2021,-1,blankblank,9 WETLAND PARK RD|濕地公園路,9 WETLAND PARK RD,9 濕地公園路,"blankV7座,濕地公園路","WETLAND SEASONS PARK(BLOCK V7),WETLAND PARK RD","WETLAND SEASONS PARK(Block V7),WETLAND PARK RD|blankV7座,濕地公園路",WETLAND PARK RDWETLAND SEASONS PARKblankblank|Phase2|BlockV7|2|Aconsid9.8959,2
44757,20061700620052,ASP,2020-06-05,RES,blank,2021/07,5.6842,0,379,0,14998,blank,BW:3 SF (NE) / BAL:22 SF (NI) / ,5724601,20061700620052,B2,7.0,5,2,blank,blank,WETLAND SEASONS PARK,blank,WETLAND PARK RD,濕地公園路,9,blank,NTSW,TSWTL34,WETLAND SEASONS PARK||Phase 2|Block 5,濕地公園路WETLAND SEASONS PARK|Phase2|Block5,濕地公園路WETLAND SEASONS PARK|Phase2|Block5|7|B2,天水圍,2021,-1,blankblank,9 WETLAND PARK RD|濕地公園路,9 WETLAND PARK RD,9 濕地公園路,"blank5座,濕地公園路","WETLAND SEASONS PARK(BLOCK 5),WETLAND PARK RD","WETLAND SEASONS PARK(Block 5),WETLAND PARK RD|blank5座,濕地公園路",WETLAND PARK RDWETLAND SEASONS PARKblankblank|Phase2|Block5|7|B2consid5.6842,7
44758,20061700620068,ASP,2020-06-05,RES,blank,2021/07,5.4559,0,429,0,12718,blank,BW:2 SF (NE) / BAL:22 SF (NI) / UP:16 SF (NI) / ,5724602,20061700620068,A5,9.0,5,2,blank,blank,WETLAND SEASONS PARK,blank,WETLAND PARK RD,濕地公園路,9,blank,NTSW,TSWTL34,WETLAND SEASONS PARK||Phase 2|Block 5,濕地公園路WETLAND SEASONS PARK|Phase2|Block5,濕地公園路WETLAND SEASONS PARK|Phase2|Block5|9|A5,天水圍,2021,-1,blankblank,9 WETLAND PARK RD|濕地公園路,9 WETLAND PARK RD,9 濕地公園路,"blank5座,濕地公園路","WETLAND SEASONS PARK(BLOCK 5),WETLAND PARK RD","WETLAND SEASONS PARK(Block 5),WETLAND PARK RD|blank5座,濕地公園路",WETLAND PARK RDWETLAND SEASONS PARKblankblank|Phase2|Block5|9|A5consid5.4559,9
44759,20061700620070,ASP,2020-06-05,RES,blank,2021/07,5.765,0,482,0,11961,blank,BW:2 SF (NE) / BAL:22 SF (NI) / UP:16 SF (NI) / ,5724603,20061700620070,B1,1.0,15,2,blank,blank,WETLAND SEASONS PARK,blank,WETLAND PARK RD,濕地公園路,9,blank,NTSW,TSWTL34,WETLAND SEASONS PARK||Phase 2|Block 15,濕地公園路WETLAND SEASONS PARK|Phase2|Block15,濕地公園路WETLAND SEASONS PARK|Phase2|Block15|1|B1,天水圍,2021,-1,blankblank,9 WETLAND PARK RD|濕地公園路,9 WETLAND PARK RD,9 濕地公園路,"blank15座,濕地公園路","WETLAND SEASONS PARK(BLOCK 15),WETLAND PARK RD","WETLAND SEASONS PARK(Block 15),WETLAND PARK RD|blank15座,濕地公園路",WETLAND PARK RDWETLAND SEASONS PARKblankblank|Phase2|Block15|1|B1consid5.765,1
44760,20061700620099,ASP,2020-06-05,RES,blank,2021/07,5.7961,0,414,0,14000,blank,BW:2 SF (NE) / BAL:22 SF (NI) / UP:16 SF (NI) / ,5724604,20061700620099,B1,9.0,3,2,blank,blank,WETLAND SEASONS PARK,blank,WETLAND PARK RD,濕地公園路,9,blank,NTSW,TSWTL34,WETLAND SEASONS PARK||Phase 2|Block 3,濕地公園路WETLAND SEASONS PARK|Phase2|Block3,濕地公園路WETLAND SEASONS PARK|Phase2|Block3|9|B1,天水圍,2021,-1,blankblank,9 WETLAND PARK RD|濕地公園路,9 WETLAND PARK RD,9 濕地公園路,"blank3座,濕地公園路","WETLAND SEASONS PARK(BLOCK 3),WETLAND PARK RD","WETLAND SEASONS PARK(Block 3),WETLAND PARK RD|blank3座,濕地公園路",WETLAND PARK RDWETLAND SEASONS PARKblankblank|Phase2|Block3|9|B1consid5.7961,9
44761,20061700670027,ASP,2020-06-05,RES,blank,2021/07,5.252000000000002,0,413,0,12717,blank,BW:2 SF (NE) / BAL:22 SF (NI) / UP:16 SF (NI) / ,5724609,20061700670027,A5,3.0,12,2,blank,blank,WETLAND SEASONS PARK,blank,WETLAND PARK RD,濕地公園路,9,blank,NTSW,TSWTL34,WETLAND SEASONS PARK||Phase 2|Block 12,濕地公園路WETLAND SEASONS PARK|Phase2|Block12,濕地公園路WETLAND SEASONS PARK|Phase2|Block12|3|A5,天水圍,2021,-1,blankblank,9 WETLAND PARK RD|濕地公園路,9 WETLAND PARK RD,9 濕地公園路,"blank12座,濕地公園路","WETLAND SEASONS PARK(BLOCK 12),WETLAND PARK RD","WETLAND SEASONS PARK(Block 12),WETLAND PARK RD|blank12座,濕地公園路",WETLAND PARK RDWETLAND SEASONS PARKblankblank|Phase2|Block12|3|A5consid5.252000000000002,3
44762,20061700750160,ASP,2020-05-29,RES,blank,2021/07,18.5824,0,1272,0,14609,DUPLEX UNIT                                                                     ,BAL:22 SF (NI) / FR:320 SF / RF:314 SF / ,5724648,20061700750160,B,3.0,V3,2,blank,blank,WETLAND SEASONS PARK,blank,WETLAND PARK RD,濕地公園路,9,blank,NTSW,TSWTL34,WETLAND SEASONS PARK||Phase 2|Block V3,濕地公園路WETLAND SEASONS PARK|Phase2|BlockV3,濕地公園路WETLAND SEASONS PARK|Phase2|BlockV3|3|B,天水圍,2021,-1,blankblank,9 WETLAND PARK RD|濕地公園路,9 WETLAND PARK RD,9 濕地公園路,"blankV3座,濕地公園路","WETLAND SEASONS PARK(BLOCK V3),WETLAND PARK RD","WETLAND SEASONS PARK(Block V3),WETLAND PARK RD|blankV3座,濕地公園路",WETLAND PARK RDWETLAND SEASONS PARKblankblank|Phase2|BlockV3|3|Bconsid18.5824,3
44763,20061700750175,ASP,2020-05-29,RES,blank,2021/07,9.7895,0,778,0,12583,blank,BAL:21 SF (NI) / ,5724649,20061700750175,B,2.0,V3,2,blank,blank,WETLAND SEASONS PARK,blank,WETLAND PARK RD,濕地公園路,9,blank,NTSW,TSWTL34,WETLAND SEASONS PARK||Phase 2|Block V3,濕地公園路WETLAND SEASONS PARK|Phase2|BlockV3,濕地公園路WETLAND SEASONS PARK|Phase2|BlockV3|2|B,天水圍,2021,-1,blankblank,9 WETLAND PARK RD|濕地公園路,9 WETLAND PARK RD,9 濕地公園路,"blankV3座,濕地公園路","WETLAND SEASONS PARK(BLOCK V3),WETLAND PARK RD","WETLAND SEASONS PARK(Block V3),WETLAND PARK RD|blankV3座,濕地公園路",WETLAND PARK RDWETLAND SEASONS PARKblankblank|Phase2|BlockV3|2|Bconsid9.7895,2
44764,20061700750184,ASP,2020-05-29,RES,blank,2021/07,6.1642,0,423,0,14573,blank,BW:2 SF (NE) / BAL:22 SF (NI) / UP:16 SF (NI) / FR:248 SF / ,5724650,20061700750184,B2,1.0,12,2,blank,blank,WETLAND SEASONS PARK,blank,WETLAND PARK RD,濕地公園路,9,blank,NTSW,TSWTL34,WETLAND SEASONS PARK||Phase 2|Block 12,濕地公園路WETLAND SEASONS PARK|Phase2|Block12,濕地公園路WETLAND SEASONS PARK|Phase2|Block12|1|B2,天水圍,2021,-1,blankblank,9 WETLAND PARK RD|濕地公園路,9 WETLAND PARK RD,9 濕地公園路,"blank12座,濕地公園路","WETLAND SEASONS PARK(BLOCK 12),WETLAND PARK RD","WETLAND SEASONS PARK(Block 12),WETLAND PARK RD|blank12座,濕地公園路",WETLAND PARK RDWETLAND SEASONS PARKblankblank|Phase2|Block12|1|B2consid6.1642,1
44765,20061700750195,ASP,2020-05-29,RES,blank,2021/07,7.3162,0,670,0,10920,blank,BW:3 SF (NE) / BAL:22 SF (NI) / UP:17 SF (NI) / FR:268 SF / ,5724651,20061700750195,A6,1.0,12,2,blank,blank,WETLAND SEASONS PARK,blank,WETLAND PARK RD,濕地公園路,9,blank,NTSW,TSWTL34,WETLAND SEASONS PARK||Phase 2|Block 12,濕地公園路WETLAND SEASONS PARK|Phase2|Block12,濕地公園路WETLAND SEASONS PARK|Phase2|Block12|1|A6,天水圍,2021,-1,blankblank,9 WETLAND PARK RD|濕地公園路,9 WETLAND PARK RD,9 濕地公園路,"blank12座,濕地公園路","WETLAND SEASONS PARK(BLOCK 12),WETLAND PARK RD","WETLAND SEASONS PARK(Block 12),WETLAND PARK RD|blank12座,濕地公園路",WETLAND PARK RDWETLAND SEASONS PARKblankblank|Phase2|Block12|1|A6consid7.3162,1
44766,20061700750218,ASP,2020-06-05,RES,blank,2021/07,5.6281,0,415,0,13562,blank,BW:2 SF (NE) / BAL:22 SF (NI) / UP:16 SF (NI) / ,5724652,20061700750218,A5,7.0,18,2,blank,blank,WETLAND SEASONS PARK,blank,WETLAND PARK RD,濕地公園路,9,blank,NTSW,TSWTL34,WETLAND SEASONS PARK||Phase 2|Block 18,濕地公園路WETLAND SEASONS PARK|Phase2|Block18,濕地公園路WETLAND SEASONS PARK|Phase2|Block18|7|A5,天水圍,2021,-1,blankblank,9 WETLAND PARK RD|濕地公園路,9 WETLAND PARK RD,9 濕地公園路,"blank18座,濕地公園路","WETLAND SEASONS PARK(BLOCK 18),WETLAND PARK RD","WETLAND SEASONS PARK(Block 18),WETLAND PARK RD|blank18座,濕地公園路",WETLAND PARK RDWETLAND SEASONS PARKblankblank|Phase2|Block18|7|A5consid5.6281,7
44767,20061700750227,ASP,2020-06-05,RES,blank,2021/07,7.1169,0,579,0,12292,blank,BW:3 SF (NE) / BAL:22 SF (NI) / UP:16 SF (NI) / ,5724653,20061700750227,B2,7.0,18,2,blank,blank,WETLAND SEASONS PARK,blank,WETLAND PARK RD,濕地公園路,9,blank,NTSW,TSWTL34,WETLAND SEASONS PARK||Phase 2|Block 18,濕地公園路WETLAND SEASONS PARK|Phase2|Block18,濕地公園路WETLAND SEASONS PARK|Phase2|Block18|7|B2,天水圍,2021,-1,blankblank,9 WETLAND PARK RD|濕地公園路,9 WETLAND PARK RD,9 濕地公園路,"blank18座,濕地公園路","WETLAND SEASONS PARK(BLOCK 18),WETLAND PARK RD","WETLAND SEASONS PARK(Block 18),WETLAND PARK RD|blank18座,濕地公園路",WETLAND PARK RDWETLAND SEASONS PARKblankblank|Phase2|Block18|7|B2consid7.1169,7
44768,20061700750239,ASP,2020-06-05,RES,blank,2021/07,6.2338,0,511,0,12199,blank,BAL:22 SF (NI) / UP:16 SF (NI) / ,5724654,20061700750239,B1,7.0,18,2,blank,blank,WETLAND SEASONS PARK,blank,WETLAND PARK RD,濕地公園路,9,blank,NTSW,TSWTL34,WETLAND SEASONS PARK||Phase 2|Block 18,濕地公園路WETLAND SEASONS PARK|Phase2|Block18,濕地公園路WETLAND SEASONS PARK|Phase2|Block18|7|B1,天水圍,2021,-1,blankblank,9 WETLAND PARK RD|濕地公園路,9 WETLAND PARK RD,9 濕地公園路,"blank18座,濕地公園路","WETLAND SEASONS PARK(BLOCK 18),WETLAND PARK RD","WETLAND SEASONS PARK(Block 18),WETLAND PARK RD|blank18座,濕地公園路",WETLAND PARK RDWETLAND SEASONS PARKblankblank|Phase2|Block18|7|B1consid6.2338,7
44769,20061700750244,ASP,2020-06-05,RES,blank,2021/07,10.0212,0,767,0,13065,blank,BAL:21 SF (NI) / ,5724655,20061700750244,A,2.0,V2,2,blank,blank,WETLAND SEASONS PARK,blank,WETLAND PARK RD,濕地公園路,9,blank,NTSW,TSWTL34,WETLAND SEASONS PARK||Phase 2|Block V2,濕地公園路WETLAND SEASONS PARK|Phase2|BlockV2,濕地公園路WETLAND SEASONS PARK|Phase2|BlockV2|2|A,天水圍,2021,-1,blankblank,9 WETLAND PARK RD|濕地公園路,9 WETLAND PARK RD,9 濕地公園路,"blankV2座,濕地公園路","WETLAND SEASONS PARK(BLOCK V2),WETLAND PARK RD","WETLAND SEASONS PARK(Block V2),WETLAND PARK RD|blankV2座,濕地公園路",WETLAND PARK RDWETLAND SEASONS PARKblankblank|Phase2|BlockV2|2|Aconsid10.0212,2
44770,20061700830075,ASP,2020-06-03,RES,blank,2021/07,18.0879,0,1237,0,14622,DUPLEX UNIT                                                                     ,BAL:22 SF (NI) / FR:267 SF / RF:432 SF / ,5724676,20061700830075,B,3.0,V6,2,blank,blank,WETLAND SEASONS PARK,blank,WETLAND PARK RD,濕地公園路,9,blank,NTSW,TSWTL34,WETLAND SEASONS PARK||Phase 2|Block V6,濕地公園路WETLAND SEASONS PARK|Phase2|BlockV6,濕地公園路WETLAND SEASONS PARK|Phase2|BlockV6|3|B,天水圍,2021,-1,blankblank,9 WETLAND PARK RD|濕地公園路,9 WETLAND PARK RD,9 濕地公園路,"blankV6座,濕地公園路","WETLAND SEASONS PARK(BLOCK V6),WETLAND PARK RD","WETLAND SEASONS PARK(Block V6),WETLAND PARK RD|blankV6座,濕地公園路",WETLAND PARK RDWETLAND SEASONS PARKblankblank|Phase2|BlockV6|3|Bconsid18.0879,3
