,memo_no,nat_instr,instr_date,usage,cp_incl,op_date,consid,gfa,nfa,gpsf,npsf,remark1,remark2,MW_data_code,memo_no.1,unit,floor,block,phase,bldg_name_en,bldg_name_ch,est_name_en,est_name_ch,st_name_en,st_name_ch,st_no_start,st_no_end,d_code,lot_no,bldg_ph_blk,st_bldg_ph_blk,subject_pty,code_chinese,op_year,bldg_age,bldg_name_ench,st_address,st_address_en,st_address_ch,ch_address,en_address,final_address,subject_pty_consid,floor_copy
49306,19011101170103,ASP,2019-01-07,RES,blank,2011/12,21.08,1272,995,16572,21186,blank,BW:23 SF (GI/NE) / BAL:24 SF (GI/NI) / UP:16 SF (GI/NI) / ,5483492,19011101170103,D,35.0,8,blank,blank,blank,IMPERIAL CULLINAN,瓏璽,HOI FAI RD,海輝道,10,blank,KSWK,KIL11146,IMPERIAL CULLINAN||Phase |Block 8,海輝道IMPERIAL CULLINAN|Phase|Block8,海輝道IMPERIAL CULLINAN|Phase|Block8|35|D,荔枝角南/南昌/奧運,2011,9,blankblank,10 HOI FAI RD|海輝道,10 HOI FAI RD,10 海輝道,"瓏璽8座,海輝道","IMPERIAL CULLINAN(BLOCK 8),HOI FAI RD","IMPERIAL CULLINAN(Block 8),HOI FAI RD|瓏璽8座,海輝道",HOI FAI RDIMPERIAL CULLINANblankblank|Phaseblank|Block8|35|Dconsid21.08,35
51677,19111301650041,ASP,2019-10-24,RES,blank,2019/06,14.5741,0,528,0,27602,blank,BAL:26 SF (NI) / UP:16 SF (NI) / ,5639188,19111301650041,D,22.0,7,5,blank,blank,CULLINAN WEST III,匯璽III,SHAM MONG RD,深旺道,28,blank,KSWK,NKIL6333,CULLINAN WEST III||Phase 5|Block 7,深旺道CULLINAN WEST III|Phase5|Block7,深旺道CULLINAN WEST III|Phase5|Block7|22|D,荔枝角南/南昌/奧運,2019,1,blankblank,28 SHAM MONG RD|深旺道,28 SHAM MONG RD,28 深旺道,"匯璽III7座,深旺道","CULLINAN WEST III(BLOCK 7),SHAM MONG RD","CULLINAN WEST III(Block 7),SHAM MONG RD|匯璽III7座,深旺道",SHAM MONG RDCULLINAN WEST IIIblankblank|Phase5|Block7|22|Dconsid14.5741,22
51678,19111301650057,ASP,2019-10-28,RES,blank,2019/06,6.4146,0,267,0,24025,blank,BAL:21 SF (NI) / ,5639189,19111301650057,E,21.0,8,5,blank,blank,CULLINAN WEST III,匯璽III,SHAM MONG RD,深旺道,28,blank,KSWK,NKIL6333,CULLINAN WEST III||Phase 5|Block 8,深旺道CULLINAN WEST III|Phase5|Block8,深旺道CULLINAN WEST III|Phase5|Block8|21|E,荔枝角南/南昌/奧運,2019,1,blankblank,28 SHAM MONG RD|深旺道,28 SHAM MONG RD,28 深旺道,"匯璽III8座,深旺道","CULLINAN WEST III(BLOCK 8),SHAM MONG RD","CULLINAN WEST III(Block 8),SHAM MONG RD|匯璽III8座,深旺道",SHAM MONG RDCULLINAN WEST IIIblankblank|Phase5|Block8|21|Econsid6.4146,21
51679,19111301650060,ASP,2019-10-24,RES,blank,2019/06,6.1438,0,271,0,22671,blank,BAL:21 SF (NI) / ,5639190,19111301650060,F,8.0,6,5,blank,blank,CULLINAN WEST III,匯璽III,SHAM MONG RD,深旺道,28,blank,KSWK,NKIL6333,CULLINAN WEST III||Phase 5|Block 6,深旺道CULLINAN WEST III|Phase5|Block6,深旺道CULLINAN WEST III|Phase5|Block6|8|F,荔枝角南/南昌/奧運,2019,1,blankblank,28 SHAM MONG RD|深旺道,28 SHAM MONG RD,28 深旺道,"匯璽III6座,深旺道","CULLINAN WEST III(BLOCK 6),SHAM MONG RD","CULLINAN WEST III(Block 6),SHAM MONG RD|匯璽III6座,深旺道",SHAM MONG RDCULLINAN WEST IIIblankblank|Phase5|Block6|8|Fconsid6.1438,8
51680,19111301650075,ASP,2019-10-24,RES,blank,2019/06,8.6812,0,371,0,23399,blank,BAL:28 SF (NI) / ,5639191,19111301650075,J,30.0,6,5,blank,blank,CULLINAN WEST III,匯璽III,SHAM MONG RD,深旺道,28,blank,KSWK,NKIL6333,CULLINAN WEST III||Phase 5|Block 6,深旺道CULLINAN WEST III|Phase5|Block6,深旺道CULLINAN WEST III|Phase5|Block6|30|J,荔枝角南/南昌/奧運,2019,1,blankblank,28 SHAM MONG RD|深旺道,28 SHAM MONG RD,28 深旺道,"匯璽III6座,深旺道","CULLINAN WEST III(BLOCK 6),SHAM MONG RD","CULLINAN WEST III(Block 6),SHAM MONG RD|匯璽III6座,深旺道",SHAM MONG RDCULLINAN WEST IIIblankblank|Phase5|Block6|30|Jconsid8.6812,30
51681,19111301650080,ASP,2019-10-24,RES,blank,2019/06,10.763,0,393,0,27387,blank,BAL:26 SF (NI) / ,5639192,19111301650080,D,45.0,6,5,blank,blank,CULLINAN WEST III,匯璽III,SHAM MONG RD,深旺道,28,blank,KSWK,NKIL6333,CULLINAN WEST III||Phase 5|Block 6,深旺道CULLINAN WEST III|Phase5|Block6,深旺道CULLINAN WEST III|Phase5|Block6|45|D,荔枝角南/南昌/奧運,2019,1,blankblank,28 SHAM MONG RD|深旺道,28 SHAM MONG RD,28 深旺道,"匯璽III6座,深旺道","CULLINAN WEST III(BLOCK 6),SHAM MONG RD","CULLINAN WEST III(Block 6),SHAM MONG RD|匯璽III6座,深旺道",SHAM MONG RDCULLINAN WEST IIIblankblank|Phase5|Block6|45|Dconsid10.763,45
51682,19111301650090,ASP,2019-10-24,RES,blank,2019/06,9.0625,0,371,0,24427,blank,BAL:28 SF (NI) / ,5639193,19111301650090,J,45.0,6,5,blank,blank,CULLINAN WEST III,匯璽III,SHAM MONG RD,深旺道,28,blank,KSWK,NKIL6333,CULLINAN WEST III||Phase 5|Block 6,深旺道CULLINAN WEST III|Phase5|Block6,深旺道CULLINAN WEST III|Phase5|Block6|45|J,荔枝角南/南昌/奧運,2019,1,blankblank,28 SHAM MONG RD|深旺道,28 SHAM MONG RD,28 深旺道,"匯璽III6座,深旺道","CULLINAN WEST III(BLOCK 6),SHAM MONG RD","CULLINAN WEST III(Block 6),SHAM MONG RD|匯璽III6座,深旺道",SHAM MONG RDCULLINAN WEST IIIblankblank|Phase5|Block6|45|Jconsid9.0625,45
51683,19111301650102,ASP,2019-10-24,RES,blank,2019/06,14.8698,0,528,0,28162,blank,BAL:26 SF (NI) / UP:16 SF (NI) / ,5639194,19111301650102,D,28.0,7,5,blank,blank,CULLINAN WEST III,匯璽III,SHAM MONG RD,深旺道,28,blank,KSWK,NKIL6333,CULLINAN WEST III||Phase 5|Block 7,深旺道CULLINAN WEST III|Phase5|Block7,深旺道CULLINAN WEST III|Phase5|Block7|28|D,荔枝角南/南昌/奧運,2019,1,blankblank,28 SHAM MONG RD|深旺道,28 SHAM MONG RD,28 深旺道,"匯璽III7座,深旺道","CULLINAN WEST III(BLOCK 7),SHAM MONG RD","CULLINAN WEST III(Block 7),SHAM MONG RD|匯璽III7座,深旺道",SHAM MONG RDCULLINAN WEST IIIblankblank|Phase5|Block7|28|Dconsid14.8698,28
51684,19111301650115,ASP,2019-11-04,RES,blank,2019/06,6.2904,0,267,0,23560,blank,BAL:21 SF (NI) / ,5639195,19111301650115,E,6.0,8,5,blank,blank,CULLINAN WEST III,匯璽III,SHAM MONG RD,深旺道,28,blank,KSWK,NKIL6333,CULLINAN WEST III||Phase 5|Block 8,深旺道CULLINAN WEST III|Phase5|Block8,深旺道CULLINAN WEST III|Phase5|Block8|6|E,荔枝角南/南昌/奧運,2019,1,blankblank,28 SHAM MONG RD|深旺道,28 SHAM MONG RD,28 深旺道,"匯璽III8座,深旺道","CULLINAN WEST III(BLOCK 8),SHAM MONG RD","CULLINAN WEST III(Block 8),SHAM MONG RD|匯璽III8座,深旺道",SHAM MONG RDCULLINAN WEST IIIblankblank|Phase5|Block8|6|Econsid6.2904,6
51685,19111301650123,ASP,2019-10-24,RES,blank,2019/06,6.3669,0,267,0,23846,blank,BAL:21 SF (NI) / ,5639196,19111301650123,E,22.0,8,5,blank,blank,CULLINAN WEST III,匯璽III,SHAM MONG RD,深旺道,28,blank,KSWK,NKIL6333,CULLINAN WEST III||Phase 5|Block 8,深旺道CULLINAN WEST III|Phase5|Block8,深旺道CULLINAN WEST III|Phase5|Block8|22|E,荔枝角南/南昌/奧運,2019,1,blankblank,28 SHAM MONG RD|深旺道,28 SHAM MONG RD,28 深旺道,"匯璽III8座,深旺道","CULLINAN WEST III(BLOCK 8),SHAM MONG RD","CULLINAN WEST III(Block 8),SHAM MONG RD|匯璽III8座,深旺道",SHAM MONG RDCULLINAN WEST IIIblankblank|Phase5|Block8|22|Econsid6.3669,22
51686,19111301650132,ASP,2019-10-24,RES,blank,2019/06,7.0013,0,267,0,26222,blank,BAL:21 SF (NI) / ,5639197,19111301650132,E,46.0,8,5,blank,blank,CULLINAN WEST III,匯璽III,SHAM MONG RD,深旺道,28,blank,KSWK,NKIL6333,CULLINAN WEST III||Phase 5|Block 8,深旺道CULLINAN WEST III|Phase5|Block8,深旺道CULLINAN WEST III|Phase5|Block8|46|E,荔枝角南/南昌/奧運,2019,1,blankblank,28 SHAM MONG RD|深旺道,28 SHAM MONG RD,28 深旺道,"匯璽III8座,深旺道","CULLINAN WEST III(BLOCK 8),SHAM MONG RD","CULLINAN WEST III(Block 8),SHAM MONG RD|匯璽III8座,深旺道",SHAM MONG RDCULLINAN WEST IIIblankblank|Phase5|Block8|46|Econsid7.0013,46
51687,19111301650143,ASP,2019-10-24,RES,blank,2019/06,9.6139,0,393,0,24463,blank,BAL:26 SF (NI) / ,5639198,19111301650143,D,17.0,6,5,blank,blank,CULLINAN WEST III,匯璽III,SHAM MONG RD,深旺道,28,blank,KSWK,NKIL6333,CULLINAN WEST III||Phase 5|Block 6,深旺道CULLINAN WEST III|Phase5|Block6,深旺道CULLINAN WEST III|Phase5|Block6|17|D,荔枝角南/南昌/奧運,2019,1,blankblank,28 SHAM MONG RD|深旺道,28 SHAM MONG RD,28 深旺道,"匯璽III6座,深旺道","CULLINAN WEST III(BLOCK 6),SHAM MONG RD","CULLINAN WEST III(Block 6),SHAM MONG RD|匯璽III6座,深旺道",SHAM MONG RDCULLINAN WEST IIIblankblank|Phase5|Block6|17|Dconsid9.6139,17
51688,19111301650155,ASP,2019-10-24,RES,blank,2019/06,8.6984,0,378,0,23012,blank,BAL:22 SF (NI) / ,5639199,19111301650155,H,31.0,6,5,blank,blank,CULLINAN WEST III,匯璽III,SHAM MONG RD,深旺道,28,blank,KSWK,NKIL6333,CULLINAN WEST III||Phase 5|Block 6,深旺道CULLINAN WEST III|Phase5|Block6,深旺道CULLINAN WEST III|Phase5|Block6|31|H,荔枝角南/南昌/奧運,2019,1,blankblank,28 SHAM MONG RD|深旺道,28 SHAM MONG RD,28 深旺道,"匯璽III6座,深旺道","CULLINAN WEST III(BLOCK 6),SHAM MONG RD","CULLINAN WEST III(Block 6),SHAM MONG RD|匯璽III6座,深旺道",SHAM MONG RDCULLINAN WEST IIIblankblank|Phase5|Block6|31|Hconsid8.6984,31
51689,19111301650164,ASP,2019-10-24,RES,blank,2019/06,10.9332,0,393,0,27820,blank,BAL:26 SF (NI) / ,5639200,19111301650164,D,46.0,6,5,blank,blank,CULLINAN WEST III,匯璽III,SHAM MONG RD,深旺道,28,blank,KSWK,NKIL6333,CULLINAN WEST III||Phase 5|Block 6,深旺道CULLINAN WEST III|Phase5|Block6,深旺道CULLINAN WEST III|Phase5|Block6|46|D,荔枝角南/南昌/奧運,2019,1,blankblank,28 SHAM MONG RD|深旺道,28 SHAM MONG RD,28 深旺道,"匯璽III6座,深旺道","CULLINAN WEST III(BLOCK 6),SHAM MONG RD","CULLINAN WEST III(Block 6),SHAM MONG RD|匯璽III6座,深旺道",SHAM MONG RDCULLINAN WEST IIIblankblank|Phase5|Block6|46|Dconsid10.9332,46
51690,19111301650177,ASP,2019-10-24,RES,blank,2019/06,13.6362,0,528,0,25826,blank,BAL:26 SF (NI) / UP:16 SF (NI) / ,5639201,19111301650177,D,17.0,7,5,blank,blank,CULLINAN WEST III,匯璽III,SHAM MONG RD,深旺道,28,blank,KSWK,NKIL6333,CULLINAN WEST III||Phase 5|Block 7,深旺道CULLINAN WEST III|Phase5|Block7,深旺道CULLINAN WEST III|Phase5|Block7|17|D,荔枝角南/南昌/奧運,2019,1,blankblank,28 SHAM MONG RD|深旺道,28 SHAM MONG RD,28 深旺道,"匯璽III7座,深旺道","CULLINAN WEST III(BLOCK 7),SHAM MONG RD","CULLINAN WEST III(Block 7),SHAM MONG RD|匯璽III7座,深旺道",SHAM MONG RDCULLINAN WEST IIIblankblank|Phase5|Block7|17|Dconsid13.6362,17
51691,19111301650188,ASP,2019-10-24,RES,blank,2019/06,10.4952,0,352,0,29816,blank,BAL:26 SF (NI) / ,5639202,19111301650188,C,45.0,7,5,blank,blank,CULLINAN WEST III,匯璽III,SHAM MONG RD,深旺道,28,blank,KSWK,NKIL6333,CULLINAN WEST III||Phase 5|Block 7,深旺道CULLINAN WEST III|Phase5|Block7,深旺道CULLINAN WEST III|Phase5|Block7|45|C,荔枝角南/南昌/奧運,2019,1,blankblank,28 SHAM MONG RD|深旺道,28 SHAM MONG RD,28 深旺道,"匯璽III7座,深旺道","CULLINAN WEST III(BLOCK 7),SHAM MONG RD","CULLINAN WEST III(Block 7),SHAM MONG RD|匯璽III7座,深旺道",SHAM MONG RDCULLINAN WEST IIIblankblank|Phase5|Block7|45|Cconsid10.4952,45
51692,19111301650196,ASP,2019-10-25,RES,blank,2019/06,6.2439,0,267,0,23385,blank,BAL:21 SF (NI) / ,5639203,19111301650196,E,11.0,8,5,blank,blank,CULLINAN WEST III,匯璽III,SHAM MONG RD,深旺道,28,blank,KSWK,NKIL6333,CULLINAN WEST III||Phase 5|Block 8,深旺道CULLINAN WEST III|Phase5|Block8,深旺道CULLINAN WEST III|Phase5|Block8|11|E,荔枝角南/南昌/奧運,2019,1,blankblank,28 SHAM MONG RD|深旺道,28 SHAM MONG RD,28 深旺道,"匯璽III8座,深旺道","CULLINAN WEST III(BLOCK 8),SHAM MONG RD","CULLINAN WEST III(Block 8),SHAM MONG RD|匯璽III8座,深旺道",SHAM MONG RDCULLINAN WEST IIIblankblank|Phase5|Block8|11|Econsid6.2439,11
51693,19111301660052,ASP,2019-10-22,RES,blank,2019/06,6.1878,0,271,0,22833,blank,BAL:21 SF (NI) / ,5639208,19111301660052,F,17.0,6,5,blank,blank,CULLINAN WEST III,匯璽III,SHAM MONG RD,深旺道,28,blank,KSWK,NKIL6333,CULLINAN WEST III||Phase 5|Block 6,深旺道CULLINAN WEST III|Phase5|Block6,深旺道CULLINAN WEST III|Phase5|Block6|17|F,荔枝角南/南昌/奧運,2019,1,blankblank,28 SHAM MONG RD|深旺道,28 SHAM MONG RD,28 深旺道,"匯璽III6座,深旺道","CULLINAN WEST III(BLOCK 6),SHAM MONG RD","CULLINAN WEST III(Block 6),SHAM MONG RD|匯璽III6座,深旺道",SHAM MONG RDCULLINAN WEST IIIblankblank|Phase5|Block6|17|Fconsid6.1878,17
51694,19111301660067,ASP,2019-10-25,RES,blank,2019/06,6.6045,0,271,0,24371,blank,BAL:21 SF (NI) / ,5639209,19111301660067,F,27.0,6,5,blank,blank,CULLINAN WEST III,匯璽III,SHAM MONG RD,深旺道,28,blank,KSWK,NKIL6333,CULLINAN WEST III||Phase 5|Block 6,深旺道CULLINAN WEST III|Phase5|Block6,深旺道CULLINAN WEST III|Phase5|Block6|27|F,荔枝角南/南昌/奧運,2019,1,blankblank,28 SHAM MONG RD|深旺道,28 SHAM MONG RD,28 深旺道,"匯璽III6座,深旺道","CULLINAN WEST III(BLOCK 6),SHAM MONG RD","CULLINAN WEST III(Block 6),SHAM MONG RD|匯璽III6座,深旺道",SHAM MONG RDCULLINAN WEST IIIblankblank|Phase5|Block6|27|Fconsid6.6045,27
51695,19111301660078,ASP,2019-10-23,RES,blank,2019/06,33.0,0,1214,0,27183,blank,BAL:41 SF (NI) / UP:16 SF (NI) / ,5639210,19111301660078,A,30.0,6,5,blank,blank,CULLINAN WEST III,匯璽III,SHAM MONG RD,深旺道,28,blank,KSWK,NKIL6333,CULLINAN WEST III||Phase 5|Block 6,深旺道CULLINAN WEST III|Phase5|Block6,深旺道CULLINAN WEST III|Phase5|Block6|30|A,荔枝角南/南昌/奧運,2019,1,blankblank,28 SHAM MONG RD|深旺道,28 SHAM MONG RD,28 深旺道,"匯璽III6座,深旺道","CULLINAN WEST III(BLOCK 6),SHAM MONG RD","CULLINAN WEST III(Block 6),SHAM MONG RD|匯璽III6座,深旺道",SHAM MONG RDCULLINAN WEST IIIblankblank|Phase5|Block6|30|Aconsid33.0,30
51696,19111301660082,ASP,2019-10-23,RES,blank,2019/06,8.527999999999999,0,378,0,22561,blank,BAL:22 SF (NI) / ,5639211,19111301660082,H,30.0,6,5,blank,blank,CULLINAN WEST III,匯璽III,SHAM MONG RD,深旺道,28,blank,KSWK,NKIL6333,CULLINAN WEST III||Phase 5|Block 6,深旺道CULLINAN WEST III|Phase5|Block6,深旺道CULLINAN WEST III|Phase5|Block6|30|H,荔枝角南/南昌/奧運,2019,1,blankblank,28 SHAM MONG RD|深旺道,28 SHAM MONG RD,28 深旺道,"匯璽III6座,深旺道","CULLINAN WEST III(BLOCK 6),SHAM MONG RD","CULLINAN WEST III(Block 6),SHAM MONG RD|匯璽III6座,深旺道",SHAM MONG RDCULLINAN WEST IIIblankblank|Phase5|Block6|30|Hconsid8.527999999999999,30
51697,19111301660092,ASP,2019-10-24,RES,blank,2019/06,34.1741,0,1214,0,28150,blank,BAL:41 SF (NI) / UP:16 SF (NI) / ,5639212,19111301660092,A,31.0,6,5,blank,blank,CULLINAN WEST III,匯璽III,SHAM MONG RD,深旺道,28,blank,KSWK,NKIL6333,CULLINAN WEST III||Phase 5|Block 6,深旺道CULLINAN WEST III|Phase5|Block6,深旺道CULLINAN WEST III|Phase5|Block6|31|A,荔枝角南/南昌/奧運,2019,1,blankblank,28 SHAM MONG RD|深旺道,28 SHAM MONG RD,28 深旺道,"匯璽III6座,深旺道","CULLINAN WEST III(BLOCK 6),SHAM MONG RD","CULLINAN WEST III(Block 6),SHAM MONG RD|匯璽III6座,深旺道",SHAM MONG RDCULLINAN WEST IIIblankblank|Phase5|Block6|31|Aconsid34.1741,31
51698,19111301660103,ASP,2019-10-23,RES,blank,2019/06,8.5046,0,371,0,22923,blank,BAL:28 SF (NI) / ,5639213,19111301660103,J,31.0,6,5,blank,blank,CULLINAN WEST III,匯璽III,SHAM MONG RD,深旺道,28,blank,KSWK,NKIL6333,CULLINAN WEST III||Phase 5|Block 6,深旺道CULLINAN WEST III|Phase5|Block6,深旺道CULLINAN WEST III|Phase5|Block6|31|J,荔枝角南/南昌/奧運,2019,1,blankblank,28 SHAM MONG RD|深旺道,28 SHAM MONG RD,28 深旺道,"匯璽III6座,深旺道","CULLINAN WEST III(BLOCK 6),SHAM MONG RD","CULLINAN WEST III(Block 6),SHAM MONG RD|匯璽III6座,深旺道",SHAM MONG RDCULLINAN WEST IIIblankblank|Phase5|Block6|31|Jconsid8.5046,31
51699,19111301660114,ASP,2019-10-21,RES,blank,2019/06,10.4616,0,352,0,29720,blank,BAL:26 SF (NI) / ,5639214,19111301660114,C,43.0,7,5,blank,blank,CULLINAN WEST III,匯璽III,SHAM MONG RD,深旺道,28,blank,KSWK,NKIL6333,CULLINAN WEST III||Phase 5|Block 7,深旺道CULLINAN WEST III|Phase5|Block7,深旺道CULLINAN WEST III|Phase5|Block7|43|C,荔枝角南/南昌/奧運,2019,1,blankblank,28 SHAM MONG RD|深旺道,28 SHAM MONG RD,28 深旺道,"匯璽III7座,深旺道","CULLINAN WEST III(BLOCK 7),SHAM MONG RD","CULLINAN WEST III(Block 7),SHAM MONG RD|匯璽III7座,深旺道",SHAM MONG RDCULLINAN WEST IIIblankblank|Phase5|Block7|43|Cconsid10.4616,43
51700,19111301660128,ASP,2019-10-23,RES,blank,2019/06,10.6934,0,352,0,30379,blank,BAL:26 SF (NI) / ,5639215,19111301660128,C,49.0,7,5,blank,blank,CULLINAN WEST III,匯璽III,SHAM MONG RD,深旺道,28,blank,KSWK,NKIL6333,CULLINAN WEST III||Phase 5|Block 7,深旺道CULLINAN WEST III|Phase5|Block7,深旺道CULLINAN WEST III|Phase5|Block7|49|C,荔枝角南/南昌/奧運,2019,1,blankblank,28 SHAM MONG RD|深旺道,28 SHAM MONG RD,28 深旺道,"匯璽III7座,深旺道","CULLINAN WEST III(BLOCK 7),SHAM MONG RD","CULLINAN WEST III(Block 7),SHAM MONG RD|匯璽III7座,深旺道",SHAM MONG RDCULLINAN WEST IIIblankblank|Phase5|Block7|49|Cconsid10.6934,49
51701,19111301670017,ASP,2019-10-24,RES,blank,2019/06,6.2973,0,271,0,23237,blank,BAL:21 SF (NI) / ,5639216,19111301670017,F,18.0,6,5,blank,blank,CULLINAN WEST III,匯璽III,SHAM MONG RD,深旺道,28,blank,KSWK,NKIL6333,CULLINAN WEST III||Phase 5|Block 6,深旺道CULLINAN WEST III|Phase5|Block6,深旺道CULLINAN WEST III|Phase5|Block6|18|F,荔枝角南/南昌/奧運,2019,1,blankblank,28 SHAM MONG RD|深旺道,28 SHAM MONG RD,28 深旺道,"匯璽III6座,深旺道","CULLINAN WEST III(BLOCK 6),SHAM MONG RD","CULLINAN WEST III(Block 6),SHAM MONG RD|匯璽III6座,深旺道",SHAM MONG RDCULLINAN WEST IIIblankblank|Phase5|Block6|18|Fconsid6.2973,18
51702,19111301670022,ASP,2019-10-24,RES,blank,2019/06,8.0822,0,378,0,21381,blank,BAL:22 SF (NI) / ,5639217,19111301670022,H,18.0,6,5,blank,blank,CULLINAN WEST III,匯璽III,SHAM MONG RD,深旺道,28,blank,KSWK,NKIL6333,CULLINAN WEST III||Phase 5|Block 6,深旺道CULLINAN WEST III|Phase5|Block6,深旺道CULLINAN WEST III|Phase5|Block6|18|H,荔枝角南/南昌/奧運,2019,1,blankblank,28 SHAM MONG RD|深旺道,28 SHAM MONG RD,28 深旺道,"匯璽III6座,深旺道","CULLINAN WEST III(BLOCK 6),SHAM MONG RD","CULLINAN WEST III(Block 6),SHAM MONG RD|匯璽III6座,深旺道",SHAM MONG RDCULLINAN WEST IIIblankblank|Phase5|Block6|18|Hconsid8.0822,18
51703,19111301670039,ASP,2019-10-24,RES,blank,2019/06,8.0998,0,371,0,21832,blank,BAL:28 SF (NI) / ,5639218,19111301670039,J,18.0,6,5,blank,blank,CULLINAN WEST III,匯璽III,SHAM MONG RD,深旺道,28,blank,KSWK,NKIL6333,CULLINAN WEST III||Phase 5|Block 6,深旺道CULLINAN WEST III|Phase5|Block6,深旺道CULLINAN WEST III|Phase5|Block6|18|J,荔枝角南/南昌/奧運,2019,1,blankblank,28 SHAM MONG RD|深旺道,28 SHAM MONG RD,28 深旺道,"匯璽III6座,深旺道","CULLINAN WEST III(BLOCK 6),SHAM MONG RD","CULLINAN WEST III(Block 6),SHAM MONG RD|匯璽III6座,深旺道",SHAM MONG RDCULLINAN WEST IIIblankblank|Phase5|Block6|18|Jconsid8.0998,18
51704,19111301670045,ASP,2019-10-24,RES,blank,2019/06,10.5022,0,393,0,26723,blank,BAL:26 SF (NI) / ,5639219,19111301670045,D,36.0,6,5,blank,blank,CULLINAN WEST III,匯璽III,SHAM MONG RD,深旺道,28,blank,KSWK,NKIL6333,CULLINAN WEST III||Phase 5|Block 6,深旺道CULLINAN WEST III|Phase5|Block6,深旺道CULLINAN WEST III|Phase5|Block6|36|D,荔枝角南/南昌/奧運,2019,1,blankblank,28 SHAM MONG RD|深旺道,28 SHAM MONG RD,28 深旺道,"匯璽III6座,深旺道","CULLINAN WEST III(BLOCK 6),SHAM MONG RD","CULLINAN WEST III(Block 6),SHAM MONG RD|匯璽III6座,深旺道",SHAM MONG RDCULLINAN WEST IIIblankblank|Phase5|Block6|36|Dconsid10.5022,36
51705,19111301670054,ASP,2019-10-24,RES,blank,2019/06,8.8042,0,378,0,23292,blank,BAL:22 SF (NI) / ,5639220,19111301670054,H,36.0,6,5,blank,blank,CULLINAN WEST III,匯璽III,SHAM MONG RD,深旺道,28,blank,KSWK,NKIL6333,CULLINAN WEST III||Phase 5|Block 6,深旺道CULLINAN WEST III|Phase5|Block6,深旺道CULLINAN WEST III|Phase5|Block6|36|H,荔枝角南/南昌/奧運,2019,1,blankblank,28 SHAM MONG RD|深旺道,28 SHAM MONG RD,28 深旺道,"匯璽III6座,深旺道","CULLINAN WEST III(BLOCK 6),SHAM MONG RD","CULLINAN WEST III(Block 6),SHAM MONG RD|匯璽III6座,深旺道",SHAM MONG RDCULLINAN WEST IIIblankblank|Phase5|Block6|36|Hconsid8.8042,36
51706,19111301670063,ASP,2019-10-24,RES,blank,2019/06,8.6246,0,371,0,23247,blank,BAL:28 SF (NI) / ,5639221,19111301670063,J,36.0,6,5,blank,blank,CULLINAN WEST III,匯璽III,SHAM MONG RD,深旺道,28,blank,KSWK,NKIL6333,CULLINAN WEST III||Phase 5|Block 6,深旺道CULLINAN WEST III|Phase5|Block6,深旺道CULLINAN WEST III|Phase5|Block6|36|J,荔枝角南/南昌/奧運,2019,1,blankblank,28 SHAM MONG RD|深旺道,28 SHAM MONG RD,28 深旺道,"匯璽III6座,深旺道","CULLINAN WEST III(BLOCK 6),SHAM MONG RD","CULLINAN WEST III(Block 6),SHAM MONG RD|匯璽III6座,深旺道",SHAM MONG RDCULLINAN WEST IIIblankblank|Phase5|Block6|36|Jconsid8.6246,36
51707,19111301670076,ASP,2019-10-24,RES,blank,2019/06,9.3503,0,371,0,25203,blank,BAL:28 SF (NI) / ,5639222,19111301670076,J,53.0,6,5,blank,blank,CULLINAN WEST III,匯璽III,SHAM MONG RD,深旺道,28,blank,KSWK,NKIL6333,CULLINAN WEST III||Phase 5|Block 6,深旺道CULLINAN WEST III|Phase5|Block6,深旺道CULLINAN WEST III|Phase5|Block6|53|J,荔枝角南/南昌/奧運,2019,1,blankblank,28 SHAM MONG RD|深旺道,28 SHAM MONG RD,28 深旺道,"匯璽III6座,深旺道","CULLINAN WEST III(BLOCK 6),SHAM MONG RD","CULLINAN WEST III(Block 6),SHAM MONG RD|匯璽III6座,深旺道",SHAM MONG RDCULLINAN WEST IIIblankblank|Phase5|Block6|53|Jconsid9.3503,53
51708,19111301670080,ASP,2019-10-24,RES,blank,2019/06,10.0434,0,352,0,28532,blank,BAL:26 SF (NI) / ,5639223,19111301670080,C,32.0,7,5,blank,blank,CULLINAN WEST III,匯璽III,SHAM MONG RD,深旺道,28,blank,KSWK,NKIL6333,CULLINAN WEST III||Phase 5|Block 7,深旺道CULLINAN WEST III|Phase5|Block7,深旺道CULLINAN WEST III|Phase5|Block7|32|C,荔枝角南/南昌/奧運,2019,1,blankblank,28 SHAM MONG RD|深旺道,28 SHAM MONG RD,28 深旺道,"匯璽III7座,深旺道","CULLINAN WEST III(BLOCK 7),SHAM MONG RD","CULLINAN WEST III(Block 7),SHAM MONG RD|匯璽III7座,深旺道",SHAM MONG RDCULLINAN WEST IIIblankblank|Phase5|Block7|32|Cconsid10.0434,32
