,memo_no,nat_instr,instr_date,usage,cp_incl,op_date,consid,gfa,nfa,gpsf,npsf,remark1,remark2,MW_data_code,memo_no.1,unit,floor,block,phase,bldg_name_en,bldg_name_ch,est_name_en,est_name_ch,st_name_en,st_name_ch,st_no_start,st_no_end,d_code,lot_no,bldg_ph_blk,st_bldg_ph_blk,subject_pty,code_chinese,op_year,bldg_age,bldg_name_ench,st_address,st_address_en,st_address_ch,ch_address,en_address,final_address,subject_pty_consid,floor_copy,flLv,orient,layout,finishes,remark
105467,19011002080014,ASP,2019-01-03,RES,blank,1982/04,6.0,562,450,10676,13333,blank,BW:18 SF (GI/NE) / ,5483078,19011002080014,E,13.0,19,blank,blank,blank,CITY ONE SHATIN,沙田第一城,PAK TAK ST,百得街,4,blank,NST,STTL1sB,CITY ONE SHATIN||Phase |Block 19,百得街CITY ONE SHATIN|Phase|Block19,百得街CITY ONE SHATIN|Phase|Block19|13|E,沙田,1982,38,blankblank,4 PAK TAK ST|百得街,4 PAK TAK ST,4 百得街,"沙田第一城19座,百得街","CITY ONE SHATIN(BLOCK 19),PAK TAK ST","CITY ONE SHATIN(Block 19),PAK TAK ST|沙田第一城19座,百得街",PAK TAK STCITY ONE SHATINblankblank|Phaseblank|Block19|13|Econsid6.0,13,中層,東南,呂字型,基本,單位實用四正 交通方便 配套完善
108613,20033101650086,ASP,2020-03-20,RES,blank,2015/06,11.48,0,951,0,12072,blank,BAL:44 SF (NI) / UP:17 SF (NI) / ,5690695,20033101650086,C,6.0,2,blank,COURT C,傲瓏閣,DRAGONS RANGE,玖瓏山,LAI PING RD,麗坪路,33,blank,NST,STTL525,DRAGONS RANGE|COURT C傲瓏閣|Phase |Block 2,麗坪路DRAGONS RANGECOURT C傲瓏閣|Phase|Block2,麗坪路DRAGONS RANGECOURT C傲瓏閣|Phase|Block2|6|C,沙田,2015,5,COURT C傲瓏閣,33 LAI PING RD|麗坪路,33 LAI PING RD,33 麗坪路,"傲瓏閣,玖瓏山,麗坪路","COURT C,DRAGONS RANGE,LAI PING RD","COURT C,DRAGONS RANGE,LAI PING RD|傲瓏閣,玖瓏山,麗坪路",LAI PING RDDRAGONS RANGECOURT C傲瓏閣|Phaseblank|Block2|6|Cconsid11.48,6,高層,東南,四正,良好,單位實用四正 交通方便 配套完善
108614,20033101880080,ASP,2020-03-20,RES,blank,2011/12,12.8,1030,786,12427,16285,blank,BW:33 SF (GI/NE) / BAL:22 SF (GI/NI) / UP:16 SF (GI/NI) / ,5690750,20033101880080,SC-B,50.0,1,3,blank,盛世,FESTIVAL CITY,名城,MEI TIN RD,美田路,1,blank,NST,STTL529,FESTIVAL CITY|盛世|Phase 3|Block 1,美田路FESTIVAL CITY盛世|Phase3|Block1,美田路FESTIVAL CITY盛世|Phase3|Block1|50|SC-B,沙田,2011,9,blank盛世,1 MEI TIN RD|美田路,1 MEI TIN RD,1 美田路,"名城1座,美田路","FESTIVAL CITY(BLOCK 1),MEI TIN RD","FESTIVAL CITY(Block 1),MEI TIN RD|名城1座,美田路",MEI TIN RDFESTIVAL CITYblank盛世|Phase3|Block1|50|SC-Bconsid12.8,50,低層,西,呂字型,基本,單位實用四正 交通方便 配套完善
108615,20033101900019,ASP,2020-03-11,RES,blank,1985/04,4.4,539,381,8163,11549,blank,blank,5690772,20033101900019,17,14.0,C,blank,FU SHING HSE,富盛閣,FUNG SHING COURT,豐盛苑,FUNG SHEK ST,豐石街,6,blank,NST,STTL249,FUNG SHING COURT|FU SHING HSE富盛閣|Phase |Block C,豐石街FUNG SHING COURTFU SHING HSE富盛閣|Phase|BlockC,豐石街FUNG SHING COURTFU SHING HSE富盛閣|Phase|BlockC|14|17,沙田,1985,35,FU SHING HSE富盛閣,6 FUNG SHEK ST|豐石街,6 FUNG SHEK ST,6 豐石街,"富盛閣,豐盛苑,豐石街","FU SHING HSE,FUNG SHING COURT,FUNG SHEK ST","FU SHING HSE,FUNG SHING COURT,FUNG SHEK ST|富盛閣,豐盛苑,豐石街",FUNG SHEK STFUNG SHING COURTFU SHING HSE富盛閣|Phaseblank|BlockC|14|17consid4.4,14,低層,北,呂字型,有,單位實用四正 交通方便 配套完善
108616,20040100040298,ASP,2020-03-23,RES,blank,2020/10,2.7903,0,381,0,7324,blank,blank,5690808,20040100040298,2,35.0,blank,blank,YUK WO COURT,旭禾苑,blank,blank,AU PUI WAN ST,坳背灣街,23,blank,NST,STTL477,|YUK WO COURT旭禾苑|Phase |Block ,坳背灣街YUK WO COURT旭禾苑|Phase|Block,坳背灣街YUK WO COURT旭禾苑|Phase|Block|35|2,沙田,2020,0,YUK WO COURT旭禾苑,23 AU PUI WAN ST|坳背灣街,23 AU PUI WAN ST,23 坳背灣街,"旭禾苑,坳背灣街","YUK WO COURT,AU PUI WAN ST","YUK WO COURT,AU PUI WAN ST|旭禾苑,坳背灣街",AU PUI WAN STblankYUK WO COURT旭禾苑|Phaseblank|Blockblank|35|2consid2.7903,35,低層,東南,四正,基本,業主減價 上車筍盤 歡迎約睇
108618,20040100480054,ASP,2020-03-20,RES,blank,1986/01,5.43,410,305,13244,17803,blank,BW:22 SF (GI/NE) / ,5690955,20040100480054,C,30.0,46,blank,blank,blank,CITY ONE SHATIN,沙田第一城,TAK PO ST,得寶街,2,blank,NST,STTL1sM,CITY ONE SHATIN||Phase |Block 46,得寶街CITY ONE SHATIN|Phase|Block46,得寶街CITY ONE SHATIN|Phase|Block46|30|C,沙田,1986,34,blankblank,2 TAK PO ST|得寶街,2 TAK PO ST,2 得寶街,"沙田第一城46座,得寶街","CITY ONE SHATIN(BLOCK 46),TAK PO ST","CITY ONE SHATIN(Block 46),TAK PO ST|沙田第一城46座,得寶街",TAK PO STCITY ONE SHATINblankblank|Phaseblank|Block46|30|Cconsid5.43,30,中層,西北,四正,基本,"連租約(生約), 可預約睇樓, 罕有開揚, 交通超級方便"
108619,20040100630034,ASP,2020-03-19,RES,blank,1985/04,5.1,430,320,11860,15938,blank,BW:32 SF (GI/NE) / ,5691010,20040100630034,C,29.0,blank,blank,SPRINGFIELD GDN,春暉園,blank,blank,YUEN CHAU KOK RD,圓洲角路,11,blank,NST,STTL126,|SPRINGFIELD GDN春暉園|Phase |Block ,圓洲角路SPRINGFIELD GDN春暉園|Phase|Block,圓洲角路SPRINGFIELD GDN春暉園|Phase|Block|29|C,沙田,1985,35,SPRINGFIELD GDN春暉園,11 YUEN CHAU KOK RD|圓洲角路,11 YUEN CHAU KOK RD,11 圓洲角路,"春暉園,圓洲角路","SPRINGFIELD GDN,YUEN CHAU KOK RD","SPRINGFIELD GDN,YUEN CHAU KOK RD|春暉園,圓洲角路",YUEN CHAU KOK RDblankSPRINGFIELD GDN春暉園|Phaseblank|Blockblank|29|Cconsid5.1,29,中層,北,四正,有,單位實用四正 交通方便 配套完善
108620,20040100700014,ASP,2020-03-27,RES,blank,1983/04,5.35,440,350,12159,15286,blank,BW:13 SF (GI/NE) / ,5691019,20040100700014,E,11.0,D2,blank,KWAI LAM COURT,桂林閣,SHATIN NEW TOWN,好運中心,WANG POK ST,橫壆街,1,15,NST,STTL15,SHATIN NEW TOWN|KWAI LAM COURT桂林閣|Phase |Block D2,橫壆街SHATIN NEW TOWNKWAI LAM COURT桂林閣|Phase|BlockD2,橫壆街SHATIN NEW TOWNKWAI LAM COURT桂林閣|Phase|BlockD2|11|E,沙田,1983,37,KWAI LAM COURT桂林閣,1-15 WANG POK ST|橫壆街,1-15 WANG POK ST,1-15 橫壆街,"桂林閣,好運中心,橫壆街","KWAI LAM COURT,SHATIN NEW TOWN,WANG POK ST","KWAI LAM COURT,SHATIN NEW TOWN,WANG POK ST|桂林閣,好運中心,橫壆街",WANG POK STSHATIN NEW TOWNKWAI LAM COURT桂林閣|Phaseblank|BlockD2|11|Econsid5.35,11,中層,東南,四正,良好,業主減價 上車筍盤 歡迎約睇
108622,20040101150041,ASP,2020-03-26,RES,blank,2012/09,10.0,0,509,0,19646,blank,BW:17 SF (NE) / BAL:22 SF (NI) / UP:16 SF (NI) / ,5691104,20040101150041,F,35.0,2,blank,blank,blank,THE RIVERPARK,溱岸8號,CHE KUNG MIU RD,車公廟路,8,blank,NST,STTL519,THE RIVERPARK||Phase |Block 2,車公廟路THE RIVERPARK|Phase|Block2,車公廟路THE RIVERPARK|Phase|Block2|35|F,沙田,2012,8,blankblank,8 CHE KUNG MIU RD|車公廟路,8 CHE KUNG MIU RD,8 車公廟路,"溱岸8號2座,車公廟路","THE RIVERPARK(BLOCK 2),CHE KUNG MIU RD","THE RIVERPARK(Block 2),CHE KUNG MIU RD|溱岸8號2座,車公廟路",CHE KUNG MIU RDTHE RIVERPARKblankblank|Phaseblank|Block2|35|Fconsid10.0,35,低層,南,四正,良好,業主減價 上車筍盤 歡迎約睇
108625,20040101380018,ASP,2020-03-24,RES,blank,1993/04,8.65,1084,786,7980,11005,blank,BW:35 SF (GI/NE) / ,5691180,20040101380018,E,5.0,3,3,JUNIPER COURT,翠柏閣,PICTORIAL GDN,碧濤花園,ON KING ST,安景街,25,blank,NST,STTL300,PICTORIAL GDN|JUNIPER COURT翠柏閣|Phase 3|Block 3,安景街PICTORIAL GDNJUNIPER COURT翠柏閣|Phase3|Block3,安景街PICTORIAL GDNJUNIPER COURT翠柏閣|Phase3|Block3|5|E,沙田,1993,27,JUNIPER COURT翠柏閣,25 ON KING ST|安景街,25 ON KING ST,25 安景街,"翠柏閣,碧濤花園,安景街","JUNIPER COURT,PICTORIAL GDN,ON KING ST","JUNIPER COURT,PICTORIAL GDN,ON KING ST|翠柏閣,碧濤花園,安景街",ON KING STPICTORIAL GDNJUNIPER COURT翠柏閣|Phase3|Block3|5|Econsid8.65,5,高層,西北,沒資料,基本,業主減價 上車筍盤 歡迎約睇
108626,20040101620296,ASP,2020-03-23,RES,blank,2010/11,11.4,981,741,11621,15385,blank,BW:39 SF (GI/NE) / BAL:22 SF (GI/NI) / UP:16 SF (GI/NI) / ,5691250,20040101620296,SC-A,31.0,2,2,blank,盛薈,FESTIVAL CITY,名城,MEI TIN RD,美田路,1,blank,NST,STTL529,FESTIVAL CITY|盛薈|Phase 2|Block 2,美田路FESTIVAL CITY盛薈|Phase2|Block2,美田路FESTIVAL CITY盛薈|Phase2|Block2|31|SC-A,沙田,2010,10,blank盛薈,1 MEI TIN RD|美田路,1 MEI TIN RD,1 美田路,"名城2座,美田路","FESTIVAL CITY(BLOCK 2),MEI TIN RD","FESTIVAL CITY(Block 2),MEI TIN RD|名城2座,美田路",MEI TIN RDFESTIVAL CITYblank盛薈|Phase2|Block2|31|SC-Aconsid11.4,31,中層,東,呂字型,良好,業主減價 上車筍盤 歡迎約睇
108627,20040101620304,ASP,2020-03-23,RES,blank,1986/06,5.55,404,300,13738,18500,blank,BW:9 SF (GI/NE) / ,5691251,20040101620304,G,22.0,1,blank,blank,blank,WAI WAH CTR,偉華中心,SHA TIN CTR ST,沙田正街,11,17,NST,STTL159,WAI WAH CTR||Phase |Block 1,沙田正街WAI WAH CTR|Phase|Block1,沙田正街WAI WAH CTR|Phase|Block1|22|G,沙田,1986,34,blankblank,11-17 SHA TIN CTR ST|沙田正街,11-17 SHA TIN CTR ST,11-17 沙田正街,"偉華中心1座,沙田正街","WAI WAH CTR(BLOCK 1),SHA TIN CTR ST","WAI WAH CTR(Block 1),SHA TIN CTR ST|偉華中心1座,沙田正街",SHA TIN CTR STWAI WAH CTRblankblank|Phaseblank|Block1|22|Gconsid5.55,22,中層,東北,四正,基本,業主減價 上車筍盤 歡迎約睇
108628,20040101620365,ASP,2020-03-24,RES,blank,2001/04,6.65,944,663,7044,10030,blank,blank,5691252,20040101620365,5,10.0,O,1,blank,blank,YU CHUI COURT,愉翠苑,NGAU PEI SHA ST,牛皮沙街,6,blank,NST,STTL462,YU CHUI COURT||Phase 1|Block O,牛皮沙街YU CHUI COURT|Phase1|BlockO,牛皮沙街YU CHUI COURT|Phase1|BlockO|10|5,沙田,2001,19,blankblank,6 NGAU PEI SHA ST|牛皮沙街,6 NGAU PEI SHA ST,6 牛皮沙街,"愉翠苑O座,牛皮沙街","YU CHUI COURT(BLOCK O),NGAU PEI SHA ST","YU CHUI COURT(Block O),NGAU PEI SHA ST|愉翠苑O座,牛皮沙街",NGAU PEI SHA STYU CHUI COURTblankblank|Phase1|BlockO|10|5consid6.65,10,中層,東,呂字型,良好,單位實用四正 交通方便 配套完善
108629,20040101840024,ASP,2020-03-27,RES,blank,1990/11,2.35,0,407,0,5774,blank,blank,5691324,20040101840024,9,24.0,8,blank,PINE HSE,廣松樓,KWONG YUEN EST,廣源村,SIU LEK YUEN RD,小瀝源路,68,blank,NST,STTL506,KWONG YUEN EST|PINE HSE廣松樓|Phase |Block 8,小瀝源路KWONG YUEN ESTPINE HSE廣松樓|Phase|Block8,小瀝源路KWONG YUEN ESTPINE HSE廣松樓|Phase|Block8|24|9,沙田,1990,30,PINE HSE廣松樓,68 SIU LEK YUEN RD|小瀝源路,68 SIU LEK YUEN RD,68 小瀝源路,"廣松樓,廣源村,小瀝源路","PINE HSE,KWONG YUEN EST,SIU LEK YUEN RD","PINE HSE,KWONG YUEN EST,SIU LEK YUEN RD|廣松樓,廣源村,小瀝源路",SIU LEK YUEN RDKWONG YUEN ESTPINE HSE廣松樓|Phaseblank|Block8|24|9consid2.35,24,中層,西北,呂字型,有,"連租約(生約), 可預約睇樓, 罕有開揚, 交通超級方便"
108630,20040101840049,ASP,2020-03-26,RES,blank,1990/11,2.6,0,443,0,5869,blank,blank,5691325,20040101840049,12,22.0,7,blank,OAK HSE,廣橡樓,KWONG YUEN EST,廣源村,SIU LEK YUEN RD,小瀝源路,68,blank,NST,STTL506,KWONG YUEN EST|OAK HSE廣橡樓|Phase |Block 7,小瀝源路KWONG YUEN ESTOAK HSE廣橡樓|Phase|Block7,小瀝源路KWONG YUEN ESTOAK HSE廣橡樓|Phase|Block7|22|12,沙田,1990,30,OAK HSE廣橡樓,68 SIU LEK YUEN RD|小瀝源路,68 SIU LEK YUEN RD,68 小瀝源路,"廣橡樓,廣源村,小瀝源路","OAK HSE,KWONG YUEN EST,SIU LEK YUEN RD","OAK HSE,KWONG YUEN EST,SIU LEK YUEN RD|廣橡樓,廣源村,小瀝源路",SIU LEK YUEN RDKWONG YUEN ESTOAK HSE廣橡樓|Phaseblank|Block7|22|12consid2.6,22,低層,東北,呂字型,有,"連租約(生約), 可預約睇樓, 罕有開揚, 交通超級方便"
108631,20040101840240,ASP,2020-03-27,RES,blank,1988/03,3.25,0,443,0,7336,blank,blank,5691338,20040101840240,22,10.0,5,blank,HIN YAU HSE,顯祐樓,HIN KENG EST,顯徑村,CHE KUNG MIU RD,車公廟路,69,blank,NST,STTL503,HIN KENG EST|HIN YAU HSE顯祐樓|Phase |Block 5,車公廟路HIN KENG ESTHIN YAU HSE顯祐樓|Phase|Block5,車公廟路HIN KENG ESTHIN YAU HSE顯祐樓|Phase|Block5|10|22,沙田,1988,32,HIN YAU HSE顯祐樓,69 CHE KUNG MIU RD|車公廟路,69 CHE KUNG MIU RD,69 車公廟路,"顯祐樓,顯徑村,車公廟路","HIN YAU HSE,HIN KENG EST,CHE KUNG MIU RD","HIN YAU HSE,HIN KENG EST,CHE KUNG MIU RD|顯祐樓,顯徑村,車公廟路",CHE KUNG MIU RDHIN KENG ESTHIN YAU HSE顯祐樓|Phaseblank|Block5|10|22consid3.25,10,中層,西,四正,有,單位實用四正 交通方便 配套完善
108632,20040200020030,ASP,2020-03-27,RES,blank,1980/11,4.7,537,472,8752,9958,blank,blank,5691407,20040200020030,6,22.0,H,2,WING CHEUNG HSE,詠昌閣,SUI WO COURT,穗禾苑,SUI WO RD,穗禾路,8,blank,NST,STTL43RP,SUI WO COURT|WING CHEUNG HSE詠昌閣|Phase 2|Block H,穗禾路SUI WO COURTWING CHEUNG HSE詠昌閣|Phase2|BlockH,穗禾路SUI WO COURTWING CHEUNG HSE詠昌閣|Phase2|BlockH|22|6,沙田,1980,40,WING CHEUNG HSE詠昌閣,8 SUI WO RD|穗禾路,8 SUI WO RD,8 穗禾路,"詠昌閣,穗禾苑,穗禾路","WING CHEUNG HSE,SUI WO COURT,SUI WO RD","WING CHEUNG HSE,SUI WO COURT,SUI WO RD|詠昌閣,穗禾苑,穗禾路",SUI WO RDSUI WO COURTWING CHEUNG HSE詠昌閣|Phase2|BlockH|22|6consid4.7,22,高層,西南,沒資料,良好,業主減價 上車筍盤 歡迎約睇
108633,20040200390011,ASP,2020-03-27,RES,blank,2015/06,11.75,0,964,0,12189,blank,BAL:47 SF (NI) / UP:17 SF (NI) / ,5691513,20040200390011,E,10.0,2,blank,COURT D,天瓏閣,DRAGONS RANGE,玖瓏山,LAI PING RD,麗坪路,33,blank,NST,STTL525,DRAGONS RANGE|COURT D天瓏閣|Phase |Block 2,麗坪路DRAGONS RANGECOURT D天瓏閣|Phase|Block2,麗坪路DRAGONS RANGECOURT D天瓏閣|Phase|Block2|10|E,沙田,2015,5,COURT D天瓏閣,33 LAI PING RD|麗坪路,33 LAI PING RD,33 麗坪路,"天瓏閣,玖瓏山,麗坪路","COURT D,DRAGONS RANGE,LAI PING RD","COURT D,DRAGONS RANGE,LAI PING RD|天瓏閣,玖瓏山,麗坪路",LAI PING RDDRAGONS RANGECOURT D天瓏閣|Phaseblank|Block2|10|Econsid11.75,10,低層,南,呂字型,良好,"連租約(生約), 可預約睇樓, 罕有開揚, 交通超級方便"
108634,20040200730044,ASP,2020-03-27,RES,blank,2001/04,7.05,826,650,8535,10846,blank,blank,5691586,20040200730044,6,25.0,K,1,blank,blank,YU CHUI COURT,愉翠苑,NGAU PEI SHA ST,牛皮沙街,6,blank,NST,STTL462,YU CHUI COURT||Phase 1|Block K,牛皮沙街YU CHUI COURT|Phase1|BlockK,牛皮沙街YU CHUI COURT|Phase1|BlockK|25|6,沙田,2001,19,blankblank,6 NGAU PEI SHA ST|牛皮沙街,6 NGAU PEI SHA ST,6 牛皮沙街,"愉翠苑K座,牛皮沙街","YU CHUI COURT(BLOCK K),NGAU PEI SHA ST","YU CHUI COURT(Block K),NGAU PEI SHA ST|愉翠苑K座,牛皮沙街",NGAU PEI SHA STYU CHUI COURTblankblank|Phase1|BlockK|25|6consid7.05,25,低層,南,呂字型,有,"連租約(生約), 可預約睇樓, 罕有開揚, 交通超級方便"
108635,20040200990039,ASP,2020-03-23,RES,blank,1980/09,5.7,626,550,9105,10364,blank,blank,5691633,20040200990039,2,20.0,F,1,HING ON HSE,慶安閣,SUI WO COURT,穗禾苑,SUI WO RD,穗禾路,19,blank,NST,STTL43RP,SUI WO COURT|HING ON HSE慶安閣|Phase 1|Block F,穗禾路SUI WO COURTHING ON HSE慶安閣|Phase1|BlockF,穗禾路SUI WO COURTHING ON HSE慶安閣|Phase1|BlockF|20|2,沙田,1980,40,HING ON HSE慶安閣,19 SUI WO RD|穗禾路,19 SUI WO RD,19 穗禾路,"慶安閣,穗禾苑,穗禾路","HING ON HSE,SUI WO COURT,SUI WO RD","HING ON HSE,SUI WO COURT,SUI WO RD|慶安閣,穗禾苑,穗禾路",SUI WO RDSUI WO COURTHING ON HSE慶安閣|Phase1|BlockF|20|2consid5.7,20,低層,北,四正,有,業主減價 上車筍盤 歡迎約睇
108636,20040201260051,ASP,2020-03-13,RES,blank,1990/11,2.8,0,407,0,6880,blank,blank,5691694,20040201260051,9,17.0,8,blank,PINE HSE,廣松樓,KWONG YUEN EST,廣源村,SIU LEK YUEN RD,小瀝源路,68,blank,NST,STTL506,KWONG YUEN EST|PINE HSE廣松樓|Phase |Block 8,小瀝源路KWONG YUEN ESTPINE HSE廣松樓|Phase|Block8,小瀝源路KWONG YUEN ESTPINE HSE廣松樓|Phase|Block8|17|9,沙田,1990,30,PINE HSE廣松樓,68 SIU LEK YUEN RD|小瀝源路,68 SIU LEK YUEN RD,68 小瀝源路,"廣松樓,廣源村,小瀝源路","PINE HSE,KWONG YUEN EST,SIU LEK YUEN RD","PINE HSE,KWONG YUEN EST,SIU LEK YUEN RD|廣松樓,廣源村,小瀝源路",SIU LEK YUEN RDKWONG YUEN ESTPINE HSE廣松樓|Phaseblank|Block8|17|9consid2.8,17,中層,東,沒資料,有,單位實用四正 交通方便 配套完善
108637,20040201260082,ASP,2020-03-13,RES,blank,1986/01,5.35,395,285,13544,18772,blank,BW:33 SF (GI/NE) / RF:205 SF / ,5691696,20040201260082,B,32.0,49,blank,blank,blank,CITY ONE SHATIN,沙田第一城,TAK YI ST,得怡街,7,blank,NST,STTL1sM,CITY ONE SHATIN||Phase |Block 49,得怡街CITY ONE SHATIN|Phase|Block49,得怡街CITY ONE SHATIN|Phase|Block49|32|B,沙田,1986,34,blankblank,7 TAK YI ST|得怡街,7 TAK YI ST,7 得怡街,"沙田第一城49座,得怡街","CITY ONE SHATIN(BLOCK 49),TAK YI ST","CITY ONE SHATIN(Block 49),TAK YI ST|沙田第一城49座,得怡街",TAK YI STCITY ONE SHATINblankblank|Phaseblank|Block49|32|Bconsid5.35,32,低層,東北,沒資料,基本,業主減價 上車筍盤 歡迎約睇
108638,20040201260130,ASP,2020-03-27,RES,blank,2010/11,13.98,1273,959,10982,14578,blank,BW:53 SF (GI/NE) / BAL:26 SF (GI/NI) / UP:16 SF (GI/NI) / ,5691699,20040201260130,SC-B,11.0,2,2,blank,盛薈,FESTIVAL CITY,名城,MEI TIN RD,美田路,1,blank,NST,STTL529,FESTIVAL CITY|盛薈|Phase 2|Block 2,美田路FESTIVAL CITY盛薈|Phase2|Block2,美田路FESTIVAL CITY盛薈|Phase2|Block2|11|SC-B,沙田,2010,10,blank盛薈,1 MEI TIN RD|美田路,1 MEI TIN RD,1 美田路,"名城2座,美田路","FESTIVAL CITY(BLOCK 2),MEI TIN RD","FESTIVAL CITY(Block 2),MEI TIN RD|名城2座,美田路",MEI TIN RDFESTIVAL CITYblank盛薈|Phase2|Block2|11|SC-Bconsid13.98,11,低層,東南,呂字型,基本,"連租約(生約), 可預約睇樓, 罕有開揚, 交通超級方便"
108640,20040201380264,ASP,2020-03-19,RES,blank,1984/09,4.58,368,246,12446,18618,blank,BW:35 SF (GI/NE) / ,5691752,20040201380264,8,28.0,E,blank,blank,blank,GARDEN RIVERA,河畔花園,TAI CHUNG KIU RD,大涌橋路,20,30,NST,STTL202,GARDEN RIVERA||Phase |Block E,大涌橋路GARDEN RIVERA|Phase|BlockE,大涌橋路GARDEN RIVERA|Phase|BlockE|28|8,沙田,1984,36,blankblank,20-30 TAI CHUNG KIU RD|大涌橋路,20-30 TAI CHUNG KIU RD,20-30 大涌橋路,"河畔花園E座,大涌橋路","GARDEN RIVERA(BLOCK E),TAI CHUNG KIU RD","GARDEN RIVERA(Block E),TAI CHUNG KIU RD|河畔花園E座,大涌橋路",TAI CHUNG KIU RDGARDEN RIVERAblankblank|Phaseblank|BlockE|28|8consid4.58,28,高層,西南,沒資料,有,單位實用四正 交通方便 配套完善
108644,20040201400056,ASP,2020-03-20,RES,blank,2011/12,12.0,1000,757,12000,15852,blank,BW:38 SF (GI/NE) / BAL:22 SF (GI/NI) / UP:16 SF (GI/NI) / ,5691784,20040201400056,NC-D,38.0,3,3,blank,盛世,FESTIVAL CITY,名城,MEI TIN RD,美田路,1,blank,NST,STTL529,FESTIVAL CITY|盛世|Phase 3|Block 3,美田路FESTIVAL CITY盛世|Phase3|Block3,美田路FESTIVAL CITY盛世|Phase3|Block3|38|NC-D,沙田,2011,9,blank盛世,1 MEI TIN RD|美田路,1 MEI TIN RD,1 美田路,"名城3座,美田路","FESTIVAL CITY(BLOCK 3),MEI TIN RD","FESTIVAL CITY(Block 3),MEI TIN RD|名城3座,美田路",MEI TIN RDFESTIVAL CITYblank盛世|Phase3|Block3|38|NC-Dconsid12.0,38,高層,東南,沒資料,基本,業主減價 上車筍盤 歡迎約睇
108645,20040201540171,ASP,2020-03-13,RES,blank,1984/08,4.5,423,290,10638,15517,blank,BW:44 SF (GI/NE) / RF:180 SF / ,5691826,20040201540171,F,20.0,3,1,ASHLEY GDN,雅麗苑,SHATINPARK,花園城,SHA KOK ST,沙角街,8,12,NST,STTL131,SHATINPARK|ASHLEY GDN雅麗苑|Phase 1|Block 3,沙角街SHATINPARKASHLEY GDN雅麗苑|Phase1|Block3,沙角街SHATINPARKASHLEY GDN雅麗苑|Phase1|Block3|20|F,沙田,1984,36,ASHLEY GDN雅麗苑,8-12 SHA KOK ST|沙角街,8-12 SHA KOK ST,8-12 沙角街,"雅麗苑,花園城,沙角街","ASHLEY GDN,SHATINPARK,SHA KOK ST","ASHLEY GDN,SHATINPARK,SHA KOK ST|雅麗苑,花園城,沙角街",SHA KOK STSHATINPARKASHLEY GDN雅麗苑|Phase1|Block3|20|Fconsid4.5,20,中層,西,呂字型,基本,業主減價 上車筍盤 歡迎約睇
108646,20040201540182,ASP,2020-03-27,RES,blank,1984/09,5.0,368,246,13587,20325,blank,BW:35 SF (GI/NE) / RF:277 SF / ,5691827,20040201540182,7,36.0,F,blank,blank,blank,GARDEN RIVERA,河畔花園,TAI CHUNG KIU RD,大涌橋路,20,30,NST,STTL202,GARDEN RIVERA||Phase |Block F,大涌橋路GARDEN RIVERA|Phase|BlockF,大涌橋路GARDEN RIVERA|Phase|BlockF|36|7,沙田,1984,36,blankblank,20-30 TAI CHUNG KIU RD|大涌橋路,20-30 TAI CHUNG KIU RD,20-30 大涌橋路,"河畔花園F座,大涌橋路","GARDEN RIVERA(BLOCK F),TAI CHUNG KIU RD","GARDEN RIVERA(Block F),TAI CHUNG KIU RD|河畔花園F座,大涌橋路",TAI CHUNG KIU RDGARDEN RIVERAblankblank|Phaseblank|BlockF|36|7consid5.0,36,低層,西,四正,基本,"連租約(生約), 可預約睇樓, 罕有開揚, 交通超級方便"
108647,20040201600151,ASP,2020-03-13,RES,blank,1985/05,5.06,395,285,12810,17754,blank,BW:33 SF (GI/NE) / ,5691855,20040201600151,B,11.0,43,blank,blank,blank,CITY ONE SHATIN,沙田第一城,TAK PO ST,得寶街,3,blank,NST,STTL1sF,CITY ONE SHATIN||Phase |Block 43,得寶街CITY ONE SHATIN|Phase|Block43,得寶街CITY ONE SHATIN|Phase|Block43|11|B,沙田,1985,35,blankblank,3 TAK PO ST|得寶街,3 TAK PO ST,3 得寶街,"沙田第一城43座,得寶街","CITY ONE SHATIN(BLOCK 43),TAK PO ST","CITY ONE SHATIN(Block 43),TAK PO ST|沙田第一城43座,得寶街",TAK PO STCITY ONE SHATINblankblank|Phaseblank|Block43|11|Bconsid5.06,11,高層,西南,呂字型,有,業主減價 上車筍盤 歡迎約睇
108649,20040201620306,ASP,2020-03-20,RES,blank,1995/10,12.1,996,715,12149,16923,blank,BW:48 SF (GI/NE) / ,5691879,20040201620306,C,16.0,1,blank,blank,blank,PARC ROYALE,聚龍居,HIN TAI ST,顯泰街,8,blank,NST,STTL301,PARC ROYALE||Phase |Block 1,顯泰街PARC ROYALE|Phase|Block1,顯泰街PARC ROYALE|Phase|Block1|16|C,沙田,1995,25,blankblank,8 HIN TAI ST|顯泰街,8 HIN TAI ST,8 顯泰街,"聚龍居1座,顯泰街","PARC ROYALE(BLOCK 1),HIN TAI ST","PARC ROYALE(Block 1),HIN TAI ST|聚龍居1座,顯泰街",HIN TAI STPARC ROYALEblankblank|Phaseblank|Block1|16|Cconsid12.1,16,中層,北,沒資料,有,業主減價 上車筍盤 歡迎約睇
