,memo_no,nat_instr,instr_date,usage,cp_incl,op_date,consid,gfa,nfa,gpsf,npsf,remark1,remark2,MW_data_code,memo_no.1,unit,floor,block,phase,bldg_name_en,bldg_name_ch,est_name_en,est_name_ch,st_name_en,st_name_ch,st_no_start,st_no_end,d_code,lot_no,bldg_ph_blk,st_bldg_ph_blk,subject_pty,code_chinese,op_year,bldg_age,bldg_name_ench,st_address,st_address_en,st_address_ch,ch_address,en_address,final_address,subject_pty_consid,floor_copy
15534,19110100140015,ASP,2019-10-18,RES,blank,2016/09,53.252,0,2201,0,24194,blank,BAL:62 SF (NI) / RM:33 SF (NE) / GDN:564 SF / ,5634350,19110100140015,G7,,D,blank,blank,blank,MOUNT PAVILIA,傲瀧,CLEAR WATER BAY RD,清水灣道,663,blank,NSK,DD227LOT898,MOUNT PAVILIA||Phase |Block D,清水灣道MOUNT PAVILIA|Phase|BlockD,清水灣道MOUNT PAVILIA|Phase|BlockD|LG|G7,西貢,2016,4,blankblank,663 CLEAR WATER BAY RD|清水灣道,663 CLEAR WATER BAY RD,663 清水灣道,"傲瀧D座,清水灣道","MOUNT PAVILIA(BLOCK D),CLEAR WATER BAY RD","MOUNT PAVILIA(Block D),CLEAR WATER BAY RD|傲瀧D座,清水灣道",CLEAR WATER BAY RDMOUNT PAVILIAblankblank|Phaseblank|BlockD|LG|G7consid53.252,LG
15535,19110400900052,ASP,2019-10-21,RES,blank,2017/10,12.6471,0,827,0,15293,blank,BAL:29 SF (NI) / UP:16 SF (NI) / RF:708 SF / ,5635103,19110400900052,A,8.0,2,blank,blank,blank,PARK MEDITERRANEAN,逸瓏海匯,HONG TSUEN RD,康村路,9,blank,NSK,DD215LOT1180,PARK MEDITERRANEAN||Phase |Block 2,康村路PARK MEDITERRANEAN|Phase|Block2,康村路PARK MEDITERRANEAN|Phase|Block2|8|A,西貢,2017,3,blankblank,9 HONG TSUEN RD|康村路,9 HONG TSUEN RD,9 康村路,"逸瓏海匯2座,康村路","PARK MEDITERRANEAN(BLOCK 2),HONG TSUEN RD","PARK MEDITERRANEAN(Block 2),HONG TSUEN RD|逸瓏海匯2座,康村路",HONG TSUEN RDPARK MEDITERRANEANblankblank|Phaseblank|Block2|8|Aconsid12.6471,8
15536,19110401570029,ASP,2019-10-17,RES,blank,2016/09,46.025,0,1732,0,26573,blank,GDN:1085 SF / ,5635269,19110401570029,B,,5,blank,blank,blank,MOUNT PAVILIA,傲瀧,CLEAR WATER BAY RD,清水灣道,663,blank,NSK,DD227LOT898,MOUNT PAVILIA||Phase |Block 5,清水灣道MOUNT PAVILIA|Phase|Block5,清水灣道MOUNT PAVILIA|Phase|Block5|G|B,西貢,2016,4,blankblank,663 CLEAR WATER BAY RD|清水灣道,663 CLEAR WATER BAY RD,663 清水灣道,"傲瀧5座,清水灣道","MOUNT PAVILIA(BLOCK 5),CLEAR WATER BAY RD","MOUNT PAVILIA(Block 5),CLEAR WATER BAY RD|傲瀧5座,清水灣道",CLEAR WATER BAY RDMOUNT PAVILIAblankblank|Phaseblank|Block5|G|Bconsid46.025,G
15537,19110402080041,ASP,2019-10-18,RES,blank,2016/09,41.993,0,1732,0,24245,blank,GDN:1085 SF / ,5635390,19110402080041,A,,7,blank,blank,blank,MOUNT PAVILIA,傲瀧,CLEAR WATER BAY RD,清水灣道,663,blank,NSK,DD227LOT898,MOUNT PAVILIA||Phase |Block 7,清水灣道MOUNT PAVILIA|Phase|Block7,清水灣道MOUNT PAVILIA|Phase|Block7|G|A,西貢,2016,4,blankblank,663 CLEAR WATER BAY RD|清水灣道,663 CLEAR WATER BAY RD,663 清水灣道,"傲瀧7座,清水灣道","MOUNT PAVILIA(BLOCK 7),CLEAR WATER BAY RD","MOUNT PAVILIA(Block 7),CLEAR WATER BAY RD|傲瀧7座,清水灣道",CLEAR WATER BAY RDMOUNT PAVILIAblankblank|Phaseblank|Block7|G|Aconsid41.993,G
15538,19110402080119,ASP,2019-10-18,RES,blank,2016/09,42.988,0,1732,0,24820,blank,GDN:1084 SF / ,5635397,19110402080119,A,,12,blank,blank,blank,MOUNT PAVILIA,傲瀧,CLEAR WATER BAY RD,清水灣道,663,blank,NSK,DD227LOT898,MOUNT PAVILIA||Phase |Block 12,清水灣道MOUNT PAVILIA|Phase|Block12,清水灣道MOUNT PAVILIA|Phase|Block12|G|A,西貢,2016,4,blankblank,663 CLEAR WATER BAY RD|清水灣道,663 CLEAR WATER BAY RD,663 清水灣道,"傲瀧12座,清水灣道","MOUNT PAVILIA(BLOCK 12),CLEAR WATER BAY RD","MOUNT PAVILIA(Block 12),CLEAR WATER BAY RD|傲瀧12座,清水灣道",CLEAR WATER BAY RDMOUNT PAVILIAblankblank|Phaseblank|Block12|G|Aconsid42.988,G
15539,19110600150025,ASP,2019-10-24,RES,blank,2017/10,6.6152,0,425,0,15565,blank,BAL:22 SF (NI) / UP:16 SF (NI) / RF:350 SF / ,5636035,19110600150025,B,8.0,3,blank,blank,blank,PARK MEDITERRANEAN,逸瓏海匯,HONG TSUEN RD,康村路,9,blank,NSK,DD215LOT1180,PARK MEDITERRANEAN||Phase |Block 3,康村路PARK MEDITERRANEAN|Phase|Block3,康村路PARK MEDITERRANEAN|Phase|Block3|8|B,西貢,2017,3,blankblank,9 HONG TSUEN RD|康村路,9 HONG TSUEN RD,9 康村路,"逸瓏海匯3座,康村路","PARK MEDITERRANEAN(BLOCK 3),HONG TSUEN RD","PARK MEDITERRANEAN(Block 3),HONG TSUEN RD|逸瓏海匯3座,康村路",HONG TSUEN RDPARK MEDITERRANEANblankblank|Phaseblank|Block3|8|Bconsid6.6152,8
15540,19110600430121,ASP,2019-10-22,RES,blank,2017/10,7.9672,0,586,0,13596,blank,BAL:22 SF (NI) / UP:16 SF (NI) / ,5636089,19110600430121,D,6.0,1,blank,blank,blank,PARK MEDITERRANEAN,逸瓏海匯,HONG TSUEN RD,康村路,9,blank,NSK,DD215LOT1180,PARK MEDITERRANEAN||Phase |Block 1,康村路PARK MEDITERRANEAN|Phase|Block1,康村路PARK MEDITERRANEAN|Phase|Block1|6|D,西貢,2017,3,blankblank,9 HONG TSUEN RD|康村路,9 HONG TSUEN RD,9 康村路,"逸瓏海匯1座,康村路","PARK MEDITERRANEAN(BLOCK 1),HONG TSUEN RD","PARK MEDITERRANEAN(Block 1),HONG TSUEN RD|逸瓏海匯1座,康村路",HONG TSUEN RDPARK MEDITERRANEANblankblank|Phaseblank|Block1|6|Dconsid7.9672,6
15541,19110700200031,ASP,2019-10-25,RES,blank,2017/10,8.0869,0,586,0,13800,blank,BAL:22 SF (NI) / UP:16 SF (NI) / ,5636615,19110700200031,D,7.0,1,blank,blank,blank,PARK MEDITERRANEAN,逸瓏海匯,HONG TSUEN RD,康村路,9,blank,NSK,DD215LOT1180,PARK MEDITERRANEAN||Phase |Block 1,康村路PARK MEDITERRANEAN|Phase|Block1,康村路PARK MEDITERRANEAN|Phase|Block1|7|D,西貢,2017,3,blankblank,9 HONG TSUEN RD|康村路,9 HONG TSUEN RD,9 康村路,"逸瓏海匯1座,康村路","PARK MEDITERRANEAN(BLOCK 1),HONG TSUEN RD","PARK MEDITERRANEAN(Block 1),HONG TSUEN RD|逸瓏海匯1座,康村路",HONG TSUEN RDPARK MEDITERRANEANblankblank|Phaseblank|Block1|7|Dconsid8.0869,7
15542,19110700440013,ASP,2019-10-25,RES,blank,2017/10,9.3288,0,571,0,16338,blank,BAL:22 SF (NI) / UP:16 SF (NI) / RF:463 SF / ,5636712,19110700440013,M,8.0,2,blank,blank,blank,PARK MEDITERRANEAN,逸瓏海匯,HONG TSUEN RD,康村路,9,blank,NSK,DD215LOT1180,PARK MEDITERRANEAN||Phase |Block 2,康村路PARK MEDITERRANEAN|Phase|Block2,康村路PARK MEDITERRANEAN|Phase|Block2|8|M,西貢,2017,3,blankblank,9 HONG TSUEN RD|康村路,9 HONG TSUEN RD,9 康村路,"逸瓏海匯2座,康村路","PARK MEDITERRANEAN(BLOCK 2),HONG TSUEN RD","PARK MEDITERRANEAN(Block 2),HONG TSUEN RD|逸瓏海匯2座,康村路",HONG TSUEN RDPARK MEDITERRANEANblankblank|Phaseblank|Block2|8|Mconsid9.3288,8
15543,19110800730049,ASP,2019-10-25,RES,blank,2017/10,8.8884,0,704,0,12626,blank,BAL:26 SF (NI) / UP:16 SF (NI) / ,5637319,19110800730049,L,6.0,1,blank,blank,blank,PARK MEDITERRANEAN,逸瓏海匯,HONG TSUEN RD,康村路,9,blank,NSK,DD215LOT1180,PARK MEDITERRANEAN||Phase |Block 1,康村路PARK MEDITERRANEAN|Phase|Block1,康村路PARK MEDITERRANEAN|Phase|Block1|6|L,西貢,2017,3,blankblank,9 HONG TSUEN RD|康村路,9 HONG TSUEN RD,9 康村路,"逸瓏海匯1座,康村路","PARK MEDITERRANEAN(BLOCK 1),HONG TSUEN RD","PARK MEDITERRANEAN(Block 1),HONG TSUEN RD|逸瓏海匯1座,康村路",HONG TSUEN RDPARK MEDITERRANEANblankblank|Phaseblank|Block1|6|Lconsid8.8884,6
15544,19110802160066,ASP,2019-10-25,RES,blank,2017/10,7.4394,0,545,0,13650,blank,BAL:22 SF (NI) / UP:16 SF (NI) / ,5637663,19110802160066,E,6.0,1,blank,blank,blank,PARK MEDITERRANEAN,逸瓏海匯,HONG TSUEN RD,康村路,9,blank,NSK,DD215LOT1180,PARK MEDITERRANEAN||Phase |Block 1,康村路PARK MEDITERRANEAN|Phase|Block1,康村路PARK MEDITERRANEAN|Phase|Block1|6|E,西貢,2017,3,blankblank,9 HONG TSUEN RD|康村路,9 HONG TSUEN RD,9 康村路,"逸瓏海匯1座,康村路","PARK MEDITERRANEAN(BLOCK 1),HONG TSUEN RD","PARK MEDITERRANEAN(Block 1),HONG TSUEN RD|逸瓏海匯1座,康村路",HONG TSUEN RDPARK MEDITERRANEANblankblank|Phaseblank|Block1|6|Econsid7.4394,6
15545,19111100470095,ASP,2019-10-25,RES,blank,2017/10,7.5511,0,545,0,13855,blank,BAL:22 SF (NI) / UP:16 SF (NI) / ,5637981,19111100470095,E,7.0,1,blank,blank,blank,PARK MEDITERRANEAN,逸瓏海匯,HONG TSUEN RD,康村路,9,blank,NSK,DD215LOT1180,PARK MEDITERRANEAN||Phase |Block 1,康村路PARK MEDITERRANEAN|Phase|Block1,康村路PARK MEDITERRANEAN|Phase|Block1|7|E,西貢,2017,3,blankblank,9 HONG TSUEN RD|康村路,9 HONG TSUEN RD,9 康村路,"逸瓏海匯1座,康村路","PARK MEDITERRANEAN(BLOCK 1),HONG TSUEN RD","PARK MEDITERRANEAN(Block 1),HONG TSUEN RD|逸瓏海匯1座,康村路",HONG TSUEN RDPARK MEDITERRANEANblankblank|Phaseblank|Block1|7|Econsid7.5511,7
15546,19111101130048,ASP,2019-10-25,RES,blank,2016/09,56.377,0,2703,0,20857,blank,BAL:51 SF (NI) / UP:25 SF (NI) / RM:49 SF (NE) / GDN:528 SF / ,5638163,19111101130048,G2,,C,blank,blank,blank,MOUNT PAVILIA,傲瀧,CLEAR WATER BAY RD,清水灣道,663,blank,NSK,DD227LOT898,MOUNT PAVILIA||Phase |Block C,清水灣道MOUNT PAVILIA|Phase|BlockC,清水灣道MOUNT PAVILIA|Phase|BlockC|LG|G2,西貢,2016,4,blankblank,663 CLEAR WATER BAY RD|清水灣道,663 CLEAR WATER BAY RD,663 清水灣道,"傲瀧C座,清水灣道","MOUNT PAVILIA(BLOCK C),CLEAR WATER BAY RD","MOUNT PAVILIA(Block C),CLEAR WATER BAY RD|傲瀧C座,清水灣道",CLEAR WATER BAY RDMOUNT PAVILIAblankblank|Phaseblank|BlockC|LG|G2consid56.377,LG
15547,19111101220013,ASP,2019-10-21,RES,blank,2016/09,65.005,0,2619,0,24821,blank,BAL:28 SF (NI) / UP:17 SF (NI) / RM:37 SF (NE) / FR:350 SF / RF:639 SF / ,5638186,19111101220013,P6,1.0,D,blank,blank,blank,MOUNT PAVILIA,傲瀧,CLEAR WATER BAY RD,清水灣道,663,blank,NSK,DD227LOT898,MOUNT PAVILIA||Phase |Block D,清水灣道MOUNT PAVILIA|Phase|BlockD,清水灣道MOUNT PAVILIA|Phase|BlockD|1|P6,西貢,2016,4,blankblank,663 CLEAR WATER BAY RD|清水灣道,663 CLEAR WATER BAY RD,663 清水灣道,"傲瀧D座,清水灣道","MOUNT PAVILIA(BLOCK D),CLEAR WATER BAY RD","MOUNT PAVILIA(Block D),CLEAR WATER BAY RD|傲瀧D座,清水灣道",CLEAR WATER BAY RDMOUNT PAVILIAblankblank|Phaseblank|BlockD|1|P6consid65.005,1
15548,19111201420082,ASP,2019-10-25,RES,blank,2016/09,56.293,0,2699,0,20857,blank,BAL:54 SF (NI) / UP:25 SF (NI) / RM:37 SF (NE) / GDN:549 SF / ,5638611,19111201420082,G3,,C,blank,blank,blank,MOUNT PAVILIA,傲瀧,CLEAR WATER BAY RD,清水灣道,663,blank,NSK,DD227LOT898,MOUNT PAVILIA||Phase |Block C,清水灣道MOUNT PAVILIA|Phase|BlockC,清水灣道MOUNT PAVILIA|Phase|BlockC|LG|G3,西貢,2016,4,blankblank,663 CLEAR WATER BAY RD|清水灣道,663 CLEAR WATER BAY RD,663 清水灣道,"傲瀧C座,清水灣道","MOUNT PAVILIA(BLOCK C),CLEAR WATER BAY RD","MOUNT PAVILIA(Block C),CLEAR WATER BAY RD|傲瀧C座,清水灣道",CLEAR WATER BAY RDMOUNT PAVILIAblankblank|Phaseblank|BlockC|LG|G3consid56.293,LG
15549,19111301120096,ASP,2019-10-22,RES,blank,2017/10,9.2297,0,542,0,17029,blank,BAL:22 SF (NI) / UP:16 SF (NI) / RF:416 SF / ,5639035,19111301120096,H,8.0,3,blank,blank,blank,PARK MEDITERRANEAN,逸瓏海匯,HONG TSUEN RD,康村路,9,blank,NSK,DD215LOT1180,PARK MEDITERRANEAN||Phase |Block 3,康村路PARK MEDITERRANEAN|Phase|Block3,康村路PARK MEDITERRANEAN|Phase|Block3|8|H,西貢,2017,3,blankblank,9 HONG TSUEN RD|康村路,9 HONG TSUEN RD,9 康村路,"逸瓏海匯3座,康村路","PARK MEDITERRANEAN(BLOCK 3),HONG TSUEN RD","PARK MEDITERRANEAN(Block 3),HONG TSUEN RD|逸瓏海匯3座,康村路",HONG TSUEN RDPARK MEDITERRANEANblankblank|Phaseblank|Block3|8|Hconsid9.2297,8
15550,19111501870057,ASP,2019-11-06,RES,blank,1997/07,5.1,583,448,8748,11384,blank,BW:26 SF (GI/NE) / ,5640356,19111501870057,C,9.0,8,blank,blank,blank,LAKESIDE GDN,翠塘花園,CHUI TONG RD,翠塘路,1,blank,NSK,DD215LOT1126,LAKESIDE GDN||Phase |Block 8,翠塘路LAKESIDE GDN|Phase|Block8,翠塘路LAKESIDE GDN|Phase|Block8|9|C,西貢,1997,23,blankblank,1 CHUI TONG RD|翠塘路,1 CHUI TONG RD,1 翠塘路,"翠塘花園8座,翠塘路","LAKESIDE GDN(BLOCK 8),CHUI TONG RD","LAKESIDE GDN(Block 8),CHUI TONG RD|翠塘花園8座,翠塘路",CHUI TONG RDLAKESIDE GDNblankblank|Phaseblank|Block8|9|Cconsid5.1,9
15551,19111501930045,ASP,2019-11-01,RES,blank,2017/10,9.082,0,581,0,15632,blank,BAL:22 SF (NI) / UP:16 SF (NI) / RF:471 SF / ,5640371,19111501930045,D,8.0,3,blank,blank,blank,PARK MEDITERRANEAN,逸瓏海匯,HONG TSUEN RD,康村路,9,blank,NSK,DD215LOT1180,PARK MEDITERRANEAN||Phase |Block 3,康村路PARK MEDITERRANEAN|Phase|Block3,康村路PARK MEDITERRANEAN|Phase|Block3|8|D,西貢,2017,3,blankblank,9 HONG TSUEN RD|康村路,9 HONG TSUEN RD,9 康村路,"逸瓏海匯3座,康村路","PARK MEDITERRANEAN(BLOCK 3),HONG TSUEN RD","PARK MEDITERRANEAN(Block 3),HONG TSUEN RD|逸瓏海匯3座,康村路",HONG TSUEN RDPARK MEDITERRANEANblankblank|Phaseblank|Block3|8|Dconsid9.082,8
15552,19111800310223,ASP,2019-11-01,RES,blank,2017/10,9.5034,0,669,0,14205,blank,BAL:25 SF (NI) / UP:16 SF (NI) / ,5640582,19111800310223,F,6.0,1,blank,blank,blank,PARK MEDITERRANEAN,逸瓏海匯,HONG TSUEN RD,康村路,9,blank,NSK,DD215LOT1180,PARK MEDITERRANEAN||Phase |Block 1,康村路PARK MEDITERRANEAN|Phase|Block1,康村路PARK MEDITERRANEAN|Phase|Block1|6|F,西貢,2017,3,blankblank,9 HONG TSUEN RD|康村路,9 HONG TSUEN RD,9 康村路,"逸瓏海匯1座,康村路","PARK MEDITERRANEAN(BLOCK 1),HONG TSUEN RD","PARK MEDITERRANEAN(Block 1),HONG TSUEN RD|逸瓏海匯1座,康村路",HONG TSUEN RDPARK MEDITERRANEANblankblank|Phaseblank|Block1|6|Fconsid9.5034,6
15553,19111800500059,ASP,2019-10-24,RES,blank,2017/10,9.2984,0,538,0,17283,blank,BAL:22 SF (NI) / UP:16 SF (NI) / ,5640666,19111800500059,K,6.0,5,blank,blank,blank,THE MEDITERRANEAN,逸瓏園,TAI MONG TSAI RD,大網仔路,8,blank,NSK,DD221LOT1949,THE MEDITERRANEAN||Phase |Block 5,大網仔路THE MEDITERRANEAN|Phase|Block5,大網仔路THE MEDITERRANEAN|Phase|Block5|6|K,西貢,2017,3,blankblank,8 TAI MONG TSAI RD|大網仔路,8 TAI MONG TSAI RD,8 大網仔路,"逸瓏園5座,大網仔路","THE MEDITERRANEAN(BLOCK 5),TAI MONG TSAI RD","THE MEDITERRANEAN(Block 5),TAI MONG TSAI RD|逸瓏園5座,大網仔路",TAI MONG TSAI RDTHE MEDITERRANEANblankblank|Phaseblank|Block5|6|Kconsid9.2984,6
15554,19111800640010,ASP,2019-10-29,RES,blank,2017/10,7.0642,0,425,0,16622,blank,BAL:22 SF (NI) / UP:16 SF (NI) / RF:351 SF / ,5640701,19111800640010,B,8.0,1,blank,blank,blank,PARK MEDITERRANEAN,逸瓏海匯,HONG TSUEN RD,康村路,9,blank,NSK,DD215LOT1180,PARK MEDITERRANEAN||Phase |Block 1,康村路PARK MEDITERRANEAN|Phase|Block1,康村路PARK MEDITERRANEAN|Phase|Block1|8|B,西貢,2017,3,blankblank,9 HONG TSUEN RD|康村路,9 HONG TSUEN RD,9 康村路,"逸瓏海匯1座,康村路","PARK MEDITERRANEAN(BLOCK 1),HONG TSUEN RD","PARK MEDITERRANEAN(Block 1),HONG TSUEN RD|逸瓏海匯1座,康村路",HONG TSUEN RDPARK MEDITERRANEANblankblank|Phaseblank|Block1|8|Bconsid7.0642,8
15555,19111800860084,ASP,2019-11-01,RES,blank,2017/10,8.4694,0,704,0,12030,blank,BAL:26 SF (NI) / UP:16 SF (NI) / ,5640772,19111800860084,N,3.0,2,blank,blank,blank,PARK MEDITERRANEAN,逸瓏海匯,HONG TSUEN RD,康村路,9,blank,NSK,DD215LOT1180,PARK MEDITERRANEAN||Phase |Block 2,康村路PARK MEDITERRANEAN|Phase|Block2,康村路PARK MEDITERRANEAN|Phase|Block2|3|N,西貢,2017,3,blankblank,9 HONG TSUEN RD|康村路,9 HONG TSUEN RD,9 康村路,"逸瓏海匯2座,康村路","PARK MEDITERRANEAN(BLOCK 2),HONG TSUEN RD","PARK MEDITERRANEAN(Block 2),HONG TSUEN RD|逸瓏海匯2座,康村路",HONG TSUEN RDPARK MEDITERRANEANblankblank|Phaseblank|Block2|3|Nconsid8.4694,3
15556,19111801450047,ASP,2019-11-01,RES,blank,2017/10,7.3664,0,528,0,13952,blank,BAL:22 SF (NI) / UP:16 SF (NI) / FR:95 SF / ,5640965,19111801450047,P,2.0,3,blank,blank,blank,PARK MEDITERRANEAN,逸瓏海匯,HONG TSUEN RD,康村路,9,blank,NSK,DD215LOT1180,PARK MEDITERRANEAN||Phase |Block 3,康村路PARK MEDITERRANEAN|Phase|Block3,康村路PARK MEDITERRANEAN|Phase|Block3|2|P,西貢,2017,3,blankblank,9 HONG TSUEN RD|康村路,9 HONG TSUEN RD,9 康村路,"逸瓏海匯3座,康村路","PARK MEDITERRANEAN(BLOCK 3),HONG TSUEN RD","PARK MEDITERRANEAN(Block 3),HONG TSUEN RD|逸瓏海匯3座,康村路",HONG TSUEN RDPARK MEDITERRANEANblankblank|Phaseblank|Block3|2|Pconsid7.3664,2
15557,19111801730102,ASP,2019-10-30,RES,blank,2017/10,14.182,0,852,0,16646,blank,BAL:30 SF (NI) / UP:16 SF (NI) / GDN:383 SF / ,5641072,19111801730102,G,,1,blank,blank,blank,PARK MEDITERRANEAN,逸瓏海匯,HONG TSUEN RD,康村路,9,blank,NSK,DD215LOT1180,PARK MEDITERRANEAN||Phase |Block 1,康村路PARK MEDITERRANEAN|Phase|Block1,康村路PARK MEDITERRANEAN|Phase|Block1|G|G,西貢,2017,3,blankblank,9 HONG TSUEN RD|康村路,9 HONG TSUEN RD,9 康村路,"逸瓏海匯1座,康村路","PARK MEDITERRANEAN(BLOCK 1),HONG TSUEN RD","PARK MEDITERRANEAN(Block 1),HONG TSUEN RD|逸瓏海匯1座,康村路",HONG TSUEN RDPARK MEDITERRANEANblankblank|Phaseblank|Block1|G|Gconsid14.182,G
15558,19111900220015,ASP,2019-10-29,RES,blank,2017/10,12.8195,0,837,0,15316,blank,BAL:30 SF (NI) / UP:16 SF (NI) / GDN:460 SF / ,5641224,19111900220015,A,,1,blank,blank,blank,PARK MEDITERRANEAN,逸瓏海匯,HONG TSUEN RD,康村路,9,blank,NSK,DD215LOT1180,PARK MEDITERRANEAN||Phase |Block 1,康村路PARK MEDITERRANEAN|Phase|Block1,康村路PARK MEDITERRANEAN|Phase|Block1|G|A,西貢,2017,3,blankblank,9 HONG TSUEN RD|康村路,9 HONG TSUEN RD,9 康村路,"逸瓏海匯1座,康村路","PARK MEDITERRANEAN(BLOCK 1),HONG TSUEN RD","PARK MEDITERRANEAN(Block 1),HONG TSUEN RD|逸瓏海匯1座,康村路",HONG TSUEN RDPARK MEDITERRANEANblankblank|Phaseblank|Block1|G|Aconsid12.8195,G
15559,19111902160142,ASP,2019-10-29,RES,blank,2017/10,10.5931,0,669,0,15834,blank,BAL:25 SF (NI) / UP:16 SF (NI) / GDN:504 SF / ,5641768,19111902160142,F,,1,blank,blank,blank,PARK MEDITERRANEAN,逸瓏海匯,HONG TSUEN RD,康村路,9,blank,NSK,DD215LOT1180,PARK MEDITERRANEAN||Phase |Block 1,康村路PARK MEDITERRANEAN|Phase|Block1,康村路PARK MEDITERRANEAN|Phase|Block1|G|F,西貢,2017,3,blankblank,9 HONG TSUEN RD|康村路,9 HONG TSUEN RD,9 康村路,"逸瓏海匯1座,康村路","PARK MEDITERRANEAN(BLOCK 1),HONG TSUEN RD","PARK MEDITERRANEAN(Block 1),HONG TSUEN RD|逸瓏海匯1座,康村路",HONG TSUEN RDPARK MEDITERRANEANblankblank|Phaseblank|Block1|G|Fconsid10.5931,G
15561,19112200540177,ASP,2019-11-01,RES,blank,2017/10,10.9339,0,837,0,13063,blank,BAL:30 SF (NI) / UP:16 SF (NI) / ,5643422,19112200540177,A,5.0,1,blank,blank,blank,PARK MEDITERRANEAN,逸瓏海匯,HONG TSUEN RD,康村路,9,blank,NSK,DD215LOT1180,PARK MEDITERRANEAN||Phase |Block 1,康村路PARK MEDITERRANEAN|Phase|Block1,康村路PARK MEDITERRANEAN|Phase|Block1|5|A,西貢,2017,3,blankblank,9 HONG TSUEN RD|康村路,9 HONG TSUEN RD,9 康村路,"逸瓏海匯1座,康村路","PARK MEDITERRANEAN(BLOCK 1),HONG TSUEN RD","PARK MEDITERRANEAN(Block 1),HONG TSUEN RD|逸瓏海匯1座,康村路",HONG TSUEN RDPARK MEDITERRANEANblankblank|Phaseblank|Block1|5|Aconsid10.9339,5
15562,19112201060015,ASP,2019-11-01,RES,blank,2017/10,9.613,0,598,0,16075,blank,BAL:22 SF (NI) / UP:16 SF (NI) / RF:462 SF / ,5643531,19112201060015,J,8.0,1,blank,blank,blank,PARK MEDITERRANEAN,逸瓏海匯,HONG TSUEN RD,康村路,9,blank,NSK,DD215LOT1180,PARK MEDITERRANEAN||Phase |Block 1,康村路PARK MEDITERRANEAN|Phase|Block1,康村路PARK MEDITERRANEAN|Phase|Block1|8|J,西貢,2017,3,blankblank,9 HONG TSUEN RD|康村路,9 HONG TSUEN RD,9 康村路,"逸瓏海匯1座,康村路","PARK MEDITERRANEAN(BLOCK 1),HONG TSUEN RD","PARK MEDITERRANEAN(Block 1),HONG TSUEN RD|逸瓏海匯1座,康村路",HONG TSUEN RDPARK MEDITERRANEANblankblank|Phaseblank|Block1|8|Jconsid9.613,8
15563,19112201940161,ASP,2019-11-01,RES,blank,2017/10,9.2243,0,669,0,13788,blank,BAL:25 SF (NI) / UP:16 SF (NI) / ,5643761,19112201940161,F,3.0,1,blank,blank,blank,PARK MEDITERRANEAN,逸瓏海匯,HONG TSUEN RD,康村路,9,blank,NSK,DD215LOT1180,PARK MEDITERRANEAN||Phase |Block 1,康村路PARK MEDITERRANEAN|Phase|Block1,康村路PARK MEDITERRANEAN|Phase|Block1|3|F,西貢,2017,3,blankblank,9 HONG TSUEN RD|康村路,9 HONG TSUEN RD,9 康村路,"逸瓏海匯1座,康村路","PARK MEDITERRANEAN(BLOCK 1),HONG TSUEN RD","PARK MEDITERRANEAN(Block 1),HONG TSUEN RD|逸瓏海匯1座,康村路",HONG TSUEN RDPARK MEDITERRANEANblankblank|Phaseblank|Block1|3|Fconsid9.2243,3
15564,19112202250025,ASP,2019-11-07,RES,blank,2017/10,11.5104,0,837,0,13752,blank,BAL:30 SF (NI) / UP:16 SF (NI) / ,5643845,19112202250025,A,3.0,1,blank,blank,blank,PARK MEDITERRANEAN,逸瓏海匯,HONG TSUEN RD,康村路,9,blank,NSK,DD215LOT1180,PARK MEDITERRANEAN||Phase |Block 1,康村路PARK MEDITERRANEAN|Phase|Block1,康村路PARK MEDITERRANEAN|Phase|Block1|3|A,西貢,2017,3,blankblank,9 HONG TSUEN RD|康村路,9 HONG TSUEN RD,9 康村路,"逸瓏海匯1座,康村路","PARK MEDITERRANEAN(BLOCK 1),HONG TSUEN RD","PARK MEDITERRANEAN(Block 1),HONG TSUEN RD|逸瓏海匯1座,康村路",HONG TSUEN RDPARK MEDITERRANEANblankblank|Phaseblank|Block1|3|Aconsid11.5104,3
15565,19112500150057,ASP,2019-11-11,RES,blank,1991/12,6.28,638,478,9843,13138,blank,BW:11 SF (GE/NE) / ,5644052,19112500150057,B,8.0,1,blank,blank,blank,SAI KUNG GDN,西貢花園,CHAN MAN ST,親民街,16,blank,NSK,DD215LOT1007,SAI KUNG GDN||Phase |Block 1,親民街SAI KUNG GDN|Phase|Block1,親民街SAI KUNG GDN|Phase|Block1|8|B,西貢,1991,29,blankblank,16 CHAN MAN ST|親民街,16 CHAN MAN ST,16 親民街,"西貢花園1座,親民街","SAI KUNG GDN(BLOCK 1),CHAN MAN ST","SAI KUNG GDN(Block 1),CHAN MAN ST|西貢花園1座,親民街",CHAN MAN STSAI KUNG GDNblankblank|Phaseblank|Block1|8|Bconsid6.28,8
