,memo_no,nat_instr,instr_date,usage,cp_incl,op_date,consid,gfa,nfa,gpsf,npsf,remark1,remark2,MW_data_code,memo_no.1,unit,floor,block,phase,bldg_name_en,bldg_name_ch,est_name_en,est_name_ch,st_name_en,st_name_ch,st_no_start,st_no_end,d_code,lot_no,bldg_ph_blk,st_bldg_ph_blk,subject_pty,code_chinese,op_year,bldg_age,bldg_name_ench,st_address_en,st_address_ch,st_addr_google,st_address,ch_address,en_address,ch_addr_google,en_addr_google,final_address,final_address_consid,floor_copy,time_adj_npsf
1815,15032700220036,ASP,2015-03-11,RES,blank,2003/01,170.0,0,2739,0,62066.44760861628,CPS 2728 ON 6/F ,blank,4322685,15032700220036,A,55.0,blank,blank,HIGHCLIFF,曉廬,blank,,STUBBS RD,司徒拔道,41D,blank,HP,IL8290RP,|HIGHCLIFF曉廬|Phase |Block ,司徒拔道HIGHCLIFF曉廬|Phase|Block,司徒拔道HIGHCLIFF曉廬|Phase|Block|55|A,山頂,2003,17,HIGHCLIFF曉廬,41D STUBBS RD,41D 司徒拔道,"41D STUBBS RD,Hong Kong",41D STUBBS RD|41D 司徒拔道,"曉廬,司徒拔道","HIGHCLIFF,STUBBS RD","曉廬,司徒拔道,香港","HIGHCLIFF,STUBBS RD,Hong Kong","HIGHCLIFF,STUBBS RD|曉廬,司徒拔道","HIGHCLIFF,STUBBS RD|曉廬,司徒拔道|55|Aconsid170.0",55,75662.94028735383
1820,15061101010031,PRO-ASP,2015-05-19,RES,blank,1972/09,72.0,0,2213,0,32535.020334387707,CPS 11 ,blank,4365357,15061101010031,A,6.0,blank,blank,MOUNTAIN LODGE,崑廬,blank,,MOUNT KELLETT RD,加列山道,44,blank,HP,RBL199,|MOUNTAIN LODGE崑廬|Phase |Block ,加列山道MOUNTAIN LODGE崑廬|Phase|Block,加列山道MOUNTAIN LODGE崑廬|Phase|Block|6|A,山頂,1972,48,MOUNTAIN LODGE崑廬,44 MOUNT KELLETT RD,44 加列山道,"44 MOUNT KELLETT RD,Hong Kong",44 MOUNT KELLETT RD|44 加列山道,"崑廬,加列山道","MOUNTAIN LODGE,MOUNT KELLETT RD","崑廬,加列山道,香港","MOUNTAIN LODGE,MOUNT KELLETT RD,Hong Kong","MOUNTAIN LODGE,MOUNT KELLETT RD|崑廬,加列山道","MOUNTAIN LODGE,MOUNT KELLETT RD|崑廬,加列山道|6|Aconsid72.0",6,40885.77803148821
1825,15080702430060,ASP,2015-07-14,RES,blank,1972/03,56.5,2547,2353,22183,24011.89970250744,CPS 337 ,blank,4396926,15080702430060,1,14.0,C,blank,blank,,EVERGREEN VILLA,松柏新村,STUBBS RD,司徒拔道,43,blank,HP,IL7891,EVERGREEN VILLA||Phase |Block C,司徒拔道EVERGREEN VILLA|Phase|BlockC,司徒拔道EVERGREEN VILLA|Phase|BlockC|14|1,山頂,1972,48,,43 STUBBS RD,43 司徒拔道,"43 STUBBS RD,Hong Kong",43 STUBBS RD|43 司徒拔道,"松柏新村C座,司徒拔道","EVERGREEN VILLA(Block C),STUBBS RD","松柏新村,C座,司徒拔道,香港","EVERGREEN VILLA,Block C,STUBBS RD,Hong Kong","EVERGREEN VILLA(Block C),STUBBS RD|松柏新村C座,司徒拔道","EVERGREEN VILLA(Block C),STUBBS RD|松柏新村C座,司徒拔道|14|1consid56.5",14,28399.553229280435
1838,15122101990046,ASP,2015-12-09,RES,blank,1964/12,47.8,0,2270,0,21057.26872246696,CPS 51A ,blank,4455766,15122101990046,59,6.0,C,blank,blank,,BELLEVUE COURT,碧蕙園,STUBBS RD,司徒拔道,41,blank,HP,IL5303RP,BELLEVUE COURT||Phase |Block C,司徒拔道BELLEVUE COURT|Phase|BlockC,司徒拔道BELLEVUE COURT|Phase|BlockC|6|59,山頂,1964,56,,41 STUBBS RD,41 司徒拔道,"41 STUBBS RD,Hong Kong",41 STUBBS RD|41 司徒拔道,"碧蕙園C座,司徒拔道","BELLEVUE COURT(Block C),STUBBS RD","碧蕙園,C座,司徒拔道,香港","BELLEVUE COURT,Block C,STUBBS RD,Hong Kong","BELLEVUE COURT(Block C),STUBBS RD|碧蕙園C座,司徒拔道","BELLEVUE COURT(Block C),STUBBS RD|碧蕙園C座,司徒拔道|6|59consid47.8",6,25813.137127466078
1839,16033001890159,MEM-ASP,2016-03-10,RES,blank,2005/08,59.9,2766,1963,21656,30514.518593988792,GFA INCL BW:60 SFAREA INCL BAL:40 SF ,blank,4489613,16033001890159,A,3.0,A2,blank,blank,,8-12 PEAK RD,山頂道8-12號,PEAK RD,山頂道,8,blank,HP,IL7878,8-12 PEAK RD||Phase |Block A2,山頂道8-12 PEAK RD|Phase|BlockA2,山頂道8-12 PEAK RD|Phase|BlockA2|3|A,山頂,2005,15,,8 PEAK RD,8 山頂道,"8 PEAK RD,Hong Kong",8 PEAK RD|8 山頂道,"山頂道8-12號A2座,山頂道","8-12 PEAK RD(Block A2),PEAK RD","山頂道8-12號,A2座,山頂道,香港","8-12 PEAK RD,Block A2,PEAK RD,Hong Kong","8-12 PEAK RD(Block A2),PEAK RD|山頂道8-12號A2座,山頂道","8-12 PEAK RD(Block A2),PEAK RD|山頂道8-12號A2座,山頂道|3|Aconsid59.9",3,40347.945273293044
1840,16033001890165,MEM-ASP,2016-03-10,RES,blank,2005/08,129.1,4230,3076,30520,41970.09102730819,GFA INCL BW:9 SF+F/R:93 SF+GDN:4948 SFDUPLEX UNIT ,blank,4489614,16033001890165,B,0.0,A2,blank,blank,,8-12 PEAK RD,山頂道8-12號,PEAK RD,山頂道,8,blank,HP,IL7878,8-12 PEAK RD||Phase |Block A2,山頂道8-12 PEAK RD|Phase|BlockA2,山頂道8-12 PEAK RD|Phase|BlockA2|G|B,山頂,2005,15,,8 PEAK RD,8 山頂道,"8 PEAK RD,Hong Kong",8 PEAK RD|8 山頂道,"山頂道8-12號A2座,山頂道","8-12 PEAK RD(Block A2),PEAK RD","山頂道8-12號,A2座,山頂道,香港","8-12 PEAK RD,Block A2,PEAK RD,Hong Kong","8-12 PEAK RD(Block A2),PEAK RD|山頂道8-12號A2座,山頂道","8-12 PEAK RD(Block A2),PEAK RD|山頂道8-12號A2座,山頂道|G|Bconsid129.1",G,55495.12212257384
1841,16033101020010,PRO-ASP,2016-03-18,RES,blank,1965/04,45.0,2217,2074,20298,21697.203471552555,blank,blank,4489756,16033101020010,1,11.0,D,blank,blank,,VILLA MONTE ROSA,玫瑰新村,STUBBS RD,司徒拔道,41A,blank,HP,IL3550sA,VILLA MONTE ROSA||Phase |Block D,司徒拔道VILLA MONTE ROSA|Phase|BlockD,司徒拔道VILLA MONTE ROSA|Phase|BlockD|11|1,山頂,1965,55,,41A STUBBS RD,41A 司徒拔道,"41A STUBBS RD,Hong Kong",41A STUBBS RD|41A 司徒拔道,"玫瑰新村D座,司徒拔道","VILLA MONTE ROSA(Block D),STUBBS RD","玫瑰新村,D座,司徒拔道,香港","VILLA MONTE ROSA,Block D,STUBBS RD,Hong Kong","VILLA MONTE ROSA(Block D),STUBBS RD|玫瑰新村D座,司徒拔道","VILLA MONTE ROSA(Block D),STUBBS RD|玫瑰新村D座,司徒拔道|11|1consid45.0",11,28689.214793189072
1842,16051200210033,PRE-ASP,2016-04-25,RES,blank,1965/04,56.0,0,2590,0,21621.62162162162,CPS 326 ,blank,4505346,16051200210033,2,14.0,A,blank,blank,,VILLA MONTE ROSA,玫瑰新村,STUBBS RD,司徒拔道,41A,blank,HP,IL3550sA,VILLA MONTE ROSA||Phase |Block A,司徒拔道VILLA MONTE ROSA|Phase|BlockA,司徒拔道VILLA MONTE ROSA|Phase|BlockA|14|2,山頂,1965,55,,41A STUBBS RD,41A 司徒拔道,"41A STUBBS RD,Hong Kong",41A STUBBS RD|41A 司徒拔道,"玫瑰新村A座,司徒拔道","VILLA MONTE ROSA(Block A),STUBBS RD","玫瑰新村,A座,司徒拔道,香港","VILLA MONTE ROSA,Block A,STUBBS RD,Hong Kong","VILLA MONTE ROSA(Block A),STUBBS RD|玫瑰新村A座,司徒拔道","VILLA MONTE ROSA(Block A),STUBBS RD|玫瑰新村A座,司徒拔道|14|2consid56.0",14,28806.782100210705
1846,16061402110173,MEM-ASP,2016-05-25,RES,blank,2004/01,185.5,0,5275,0,35165.876777251186,+BW:58 SF+A/C RM:151 SF+F/R:108 SF+GDN:3651 SF ,blank,4519327,16061402110173,A,0.0,A1,blank,blank,,8-12 PEAK RD,山頂道8-12號,PEAK RD,山頂道,12,blank,HP,IL7878,8-12 PEAK RD||Phase |Block A1,山頂道8-12 PEAK RD|Phase|BlockA1,山頂道8-12 PEAK RD|Phase|BlockA1|G12|A,山頂,2004,16,,12 PEAK RD,12 山頂道,"12 PEAK RD,Hong Kong",12 PEAK RD|12 山頂道,"山頂道8-12號A1座,山頂道","8-12 PEAK RD(Block A1),PEAK RD","山頂道8-12號,A1座,山頂道,香港","8-12 PEAK RD,Block A1,PEAK RD,Hong Kong","8-12 PEAK RD(Block A1),PEAK RD|山頂道8-12號A1座,山頂道","8-12 PEAK RD(Block A1),PEAK RD|山頂道8-12號A1座,山頂道|G12|Aconsid185.5",G12,46357.62376614338
1847,16061402110185,MEM-ASP,2016-05-25,RES,blank,2004/01,192.9,0,5500,0,35072.72727272727,+BW:58 SF+A/C RM:151 SF+F/R:108 SF+GDN:3094 SF ,blank,4519328,16061402110185,B,0.0,A1,blank,blank,,8-12 PEAK RD,山頂道8-12號,PEAK RD,山頂道,12,blank,HP,IL7878,8-12 PEAK RD||Phase |Block A1,山頂道8-12 PEAK RD|Phase|BlockA1,山頂道8-12 PEAK RD|Phase|BlockA1|G12|B,山頂,2004,16,,12 PEAK RD,12 山頂道,"12 PEAK RD,Hong Kong",12 PEAK RD|12 山頂道,"山頂道8-12號A1座,山頂道","8-12 PEAK RD(Block A1),PEAK RD","山頂道8-12號,A1座,山頂道,香港","8-12 PEAK RD,Block A1,PEAK RD,Hong Kong","8-12 PEAK RD(Block A1),PEAK RD|山頂道8-12號A1座,山頂道","8-12 PEAK RD(Block A1),PEAK RD|山頂道8-12號A1座,山頂道|G12|Bconsid192.9",G12,46234.82888427325
1848,16061402110194,MEM-ASP,2016-05-25,RES,blank,2004/01,63.3,0,1778,0,35601.79977502812,+BW:13 SF+A/C RM:53 SF+F/R:374 SF+RF:1456 SF ,blank,4519329,16061402110194,B,10.0,A1,blank,blank,,8-12 PEAK RD,山頂道8-12號,PEAK RD,山頂道,12,blank,HP,IL7878,8-12 PEAK RD||Phase |Block A1,山頂道8-12 PEAK RD|Phase|BlockA1,山頂道8-12 PEAK RD|Phase|BlockA1|10|B,山頂,2004,16,,12 PEAK RD,12 山頂道,"12 PEAK RD,Hong Kong",12 PEAK RD|12 山頂道,"山頂道8-12號A1座,山頂道","8-12 PEAK RD(Block A1),PEAK RD","山頂道8-12號,A1座,山頂道,香港","8-12 PEAK RD,Block A1,PEAK RD,Hong Kong","8-12 PEAK RD(Block A1),PEAK RD|山頂道8-12號A1座,山頂道","8-12 PEAK RD(Block A1),PEAK RD|山頂道8-12號A1座,山頂道|10|Bconsid63.3",10,46932.28182031211
1850,16061702220111,ASP,2016-05-27,RES,blank,1970/11,45.0,0,2363,0,19043.588658484976,CPS 217 ON 2/F ,blank,4521215,16061702220111,1,2.0,B,blank,blank,,EVERGREEN VILLA,松柏新村,STUBBS RD,司徒拔道,43,blank,HP,IL7891,EVERGREEN VILLA||Phase |Block B,司徒拔道EVERGREEN VILLA|Phase|BlockB,司徒拔道EVERGREEN VILLA|Phase|BlockB|2|1,山頂,1970,50,,43 STUBBS RD,43 司徒拔道,"43 STUBBS RD,Hong Kong",43 STUBBS RD|43 司徒拔道,"松柏新村B座,司徒拔道","EVERGREEN VILLA(Block B),STUBBS RD","松柏新村,B座,司徒拔道,香港","EVERGREEN VILLA,Block B,STUBBS RD,Hong Kong","EVERGREEN VILLA(Block B),STUBBS RD|松柏新村B座,司徒拔道","EVERGREEN VILLA(Block B),STUBBS RD|松柏新村B座,司徒拔道|2|1consid45.0",2,25104.322686995685
1851,16062002040061,MEM-ASP,2016-05-25,RES,blank,2004/01,70.9,0,2203,0,32183.38629142079,+BW:47 SF+A/C RM:53 SF ,blank,4521733,16062002040061,B,6.0,A1,blank,blank,,8-12 PEAK RD,山頂道8-12號,PEAK RD,山頂道,12,blank,HP,IL7878,8-12 PEAK RD||Phase |Block A1,山頂道8-12 PEAK RD|Phase|BlockA1,山頂道8-12 PEAK RD|Phase|BlockA1|6|B,山頂,2004,16,,12 PEAK RD,12 山頂道,"12 PEAK RD,Hong Kong",12 PEAK RD|12 山頂道,"山頂道8-12號A1座,山頂道","8-12 PEAK RD(Block A1),PEAK RD","山頂道8-12號,A1座,山頂道,香港","8-12 PEAK RD,Block A1,PEAK RD,Hong Kong","8-12 PEAK RD(Block A1),PEAK RD|山頂道8-12號A1座,山頂道","8-12 PEAK RD(Block A1),PEAK RD|山頂道8-12號A1座,山頂道|6|Bconsid70.9",6,42425.93815216009
1852,16062002040072,MEM-ASP,2016-05-25,RES,blank,2004/01,64.7,0,2061,0,31392.52789907812,+BW:47 SF+A/C RM:53 SF ,blank,4521734,16062002040072,A,6.0,A1,blank,blank,,8-12 PEAK RD,山頂道8-12號,PEAK RD,山頂道,12,blank,HP,IL7878,8-12 PEAK RD||Phase |Block A1,山頂道8-12 PEAK RD|Phase|BlockA1,山頂道8-12 PEAK RD|Phase|BlockA1|6|A,山頂,2004,16,,12 PEAK RD,12 山頂道,"12 PEAK RD,Hong Kong",12 PEAK RD|12 山頂道,"山頂道8-12號A1座,山頂道","8-12 PEAK RD(Block A1),PEAK RD","山頂道8-12號,A1座,山頂道,香港","8-12 PEAK RD,Block A1,PEAK RD,Hong Kong","8-12 PEAK RD(Block A1),PEAK RD|山頂道8-12號A1座,山頂道","8-12 PEAK RD(Block A1),PEAK RD|山頂道8-12號A1座,山頂道|6|Aconsid64.7",6,41383.38442779979
1853,16062002040081,MEM-ASP,2016-05-25,RES,blank,2004/01,73.0,0,2203,0,33136.63186563777,+窗台:20 平方呎+冷你機房:53 平方呎 ,blank,4521735,16062002040081,B,9.0,A1,blank,blank,,8-12 PEAK RD,山頂道8-12號,PEAK RD,山頂道,12,blank,HP,IL7878,8-12 PEAK RD||Phase |Block A1,山頂道8-12 PEAK RD|Phase|BlockA1,山頂道8-12 PEAK RD|Phase|BlockA1|9|B,山頂,2004,16,,12 PEAK RD,12 山頂道,"12 PEAK RD,Hong Kong",12 PEAK RD|12 山頂道,"山頂道8-12號A1座,山頂道","8-12 PEAK RD(Block A1),PEAK RD","山頂道8-12號,A1座,山頂道,香港","8-12 PEAK RD,Block A1,PEAK RD,Hong Kong","8-12 PEAK RD(Block A1),PEAK RD|山頂道8-12號A1座,山頂道","8-12 PEAK RD(Block A1),PEAK RD|山頂道8-12號A1座,山頂道|9|Bconsid73.0",9,43682.559733535774
1855,16082401470017,ASP,2016-08-12,RES,blank,1972/08,31.8,1720,1520,18488,20921.052631578947,CPS 211 ,blank,4551029,16082401470017,2,14.0,F,blank,blank,,EVERGREEN VILLA,松柏新村,STUBBS RD,司徒拔道,43,blank,HP,IL7891,EVERGREEN VILLA||Phase |Block F,司徒拔道EVERGREEN VILLA|Phase|BlockF,司徒拔道EVERGREEN VILLA|Phase|BlockF|14|2,山頂,1972,48,,43 STUBBS RD,43 司徒拔道,"43 STUBBS RD,Hong Kong",43 STUBBS RD|43 司徒拔道,"松柏新村F座,司徒拔道","EVERGREEN VILLA(Block F),STUBBS RD","松柏新村,F座,司徒拔道,香港","EVERGREEN VILLA,Block F,STUBBS RD,Hong Kong","EVERGREEN VILLA(Block F),STUBBS RD|松柏新村F座,司徒拔道","EVERGREEN VILLA(Block F),STUBBS RD|松柏新村F座,司徒拔道|14|2consid31.8",14,26647.643232860206
1856,16092001880024,ASP,2016-09-12,RES,blank,1964/12,47.5,0,2270,0,20925.110132158592,CPS 62 ,blank,4563162,16092001880024,58,5.0,C,blank,blank,,BELLEVUE COURT,碧蕙園,STUBBS RD,司徒拔道,41,blank,HP,IL5303RP,BELLEVUE COURT||Phase |Block C,司徒拔道BELLEVUE COURT|Phase|BlockC,司徒拔道BELLEVUE COURT|Phase|BlockC|5|58,山頂,1964,56,,41 STUBBS RD,41 司徒拔道,"41 STUBBS RD,Hong Kong",41 STUBBS RD|41 司徒拔道,"碧蕙園C座,司徒拔道","BELLEVUE COURT(Block C),STUBBS RD","碧蕙園,C座,司徒拔道,香港","BELLEVUE COURT,Block C,STUBBS RD,Hong Kong","BELLEVUE COURT(Block C),STUBBS RD|碧蕙園C座,司徒拔道","BELLEVUE COURT(Block C),STUBBS RD|碧蕙園C座,司徒拔道|5|58consid47.5",5,25415.06241684814
1857,16092300090013,ASP,2016-09-13,RES,blank,1965/04,46.5,0,2138,0,21749.29840972872,CPS 273 ,blank,4565150,16092300090013,1,7.0,B,blank,blank,,VILLA MONTE ROSA,玫瑰新村,STUBBS RD,司徒拔道,41A,blank,HP,IL3550sA,VILLA MONTE ROSA||Phase |Block B,司徒拔道VILLA MONTE ROSA|Phase|BlockB,司徒拔道VILLA MONTE ROSA|Phase|BlockB|7|1,山頂,1965,55,,41A STUBBS RD,41A 司徒拔道,"41A STUBBS RD,Hong Kong",41A STUBBS RD|41A 司徒拔道,"玫瑰新村B座,司徒拔道","VILLA MONTE ROSA(Block B),STUBBS RD","玫瑰新村,B座,司徒拔道,香港","VILLA MONTE ROSA,Block B,STUBBS RD,Hong Kong","VILLA MONTE ROSA(Block B),STUBBS RD|玫瑰新村B座,司徒拔道","VILLA MONTE ROSA(Block B),STUBBS RD|玫瑰新村B座,司徒拔道|7|1consid46.5",7,26416.098797798295
1858,16092300580104,ASP,2016-09-06,RES,blank,1970/08,64.68,0,2268,0,28518.518518518522,+GDN OF NORTH SIDECPS B22 ,blank,4565799,16092300580104,2,1.0,B,blank,blank,,VILLA VERDE,環翠園,GUILDFORD RD,僑福道,12,blank,HP,RBL805,VILLA VERDE||Phase |Block B,僑福道VILLA VERDE|Phase|BlockB,僑福道VILLA VERDE|Phase|BlockB|1|2,山頂,1970,50,,12 GUILDFORD RD,12 僑福道,"12 GUILDFORD RD,Hong Kong",12 GUILDFORD RD|12 僑福道,"環翠園B座,僑福道","VILLA VERDE(Block B),GUILDFORD RD","環翠園,B座,僑福道,香港","VILLA VERDE,Block B,GUILDFORD RD,Hong Kong","VILLA VERDE(Block B),GUILDFORD RD|環翠園B座,僑福道","VILLA VERDE(Block B),GUILDFORD RD|環翠園B座,僑福道|1|2consid64.68",1,34637.80709427592
1859,16092801390078,PRE-ASP,2016-09-01,RES,blank,1965/04,48.8,0,2138,0,22825.070159027127,CPS 235 ,blank,4568032,16092801390078,2,5.0,B,blank,blank,,VILLA MONTE ROSA,玫瑰新村,STUBBS RD,司徒拔道,41A,blank,HP,IL3550sA,VILLA MONTE ROSA||Phase |Block B,司徒拔道VILLA MONTE ROSA|Phase|BlockB,司徒拔道VILLA MONTE ROSA|Phase|BlockB|5|2,山頂,1965,55,,41A STUBBS RD,41A 司徒拔道,"41A STUBBS RD,Hong Kong",41A STUBBS RD|41A 司徒拔道,"玫瑰新村B座,司徒拔道","VILLA MONTE ROSA(Block B),STUBBS RD","玫瑰新村,B座,司徒拔道,香港","VILLA MONTE ROSA,Block B,STUBBS RD,Hong Kong","VILLA MONTE ROSA(Block B),STUBBS RD|玫瑰新村B座,司徒拔道","VILLA MONTE ROSA(Block B),STUBBS RD|玫瑰新村B座,司徒拔道|5|2consid48.8",5,27722.701534033476
1860,16093000610147,PRO-ASP,2016-09-06,RES,blank,1964/12,46.8,0,2270,0,20616.740088105726,CPS 52A ,blank,4571049,16093000610147,54,3.0,C,blank,blank,,BELLEVUE COURT,碧蕙園,STUBBS RD,司徒拔道,41,blank,HP,IL5303RP,BELLEVUE COURT||Phase |Block C,司徒拔道BELLEVUE COURT|Phase|BlockC,司徒拔道BELLEVUE COURT|Phase|BlockC|3|54,山頂,1964,56,,41 STUBBS RD,41 司徒拔道,"41 STUBBS RD,Hong Kong",41 STUBBS RD|41 司徒拔道,"碧蕙園C座,司徒拔道","BELLEVUE COURT(Block C),STUBBS RD","碧蕙園,C座,司徒拔道,香港","BELLEVUE COURT,Block C,STUBBS RD,Hong Kong","BELLEVUE COURT(Block C),STUBBS RD|碧蕙園C座,司徒拔道","BELLEVUE COURT(Block C),STUBBS RD|碧蕙園C座,司徒拔道|3|54consid46.8",3,25040.52465491564
1862,16102800660013,PRE-ASP,2016-10-20,RES,blank,2016/02,350.39,0,4566,0,76738.9399912396,AREA INCLBAL:187 SFUTILITY PLATFORM16SF ,blank,4587819,16102800660013,whole floor,8.0,A,2,blank,,MOUNT NICHOLSON,MOUNT NICHOLSON,MOUNT NICHOLSON RD,聶歌信山道,8,blank,HP,IL9007,MOUNT NICHOLSON||Phase 2|Block A,聶歌信山道MOUNT NICHOLSON|Phase2|BlockA,聶歌信山道MOUNT NICHOLSON|Phase2|BlockA|8|,山頂,2016,4,,8 MOUNT NICHOLSON RD,8 聶歌信山道,"8 MOUNT NICHOLSON RD,Hong Kong",8 MOUNT NICHOLSON RD|8 聶歌信山道,"MOUNT NICHOLSON2期,A座,聶歌信山道","MOUNT NICHOLSON(Phase 2),Block A,MOUNT NICHOLSON RD","MOUNT NICHOLSON,A座,聶歌信山道,香港","MOUNT NICHOLSON,Block A,MOUNT NICHOLSON RD,Hong Kong","MOUNT NICHOLSON(Phase 2),Block A,MOUNT NICHOLSON RD|MOUNT NICHOLSON2期,A座,聶歌信山道","MOUNT NICHOLSON(Phase 2),Block A,MOUNT NICHOLSON RD|MOUNT NICHOLSON2期,A座,聶歌信山道|8|whole floorconsid350.39",8,91088.24312746721
1863,16102802580128,MEM-ASP,2016-09-30,RES,blank,2005/08,126.1,4990,3605,25271,34979.19556171983,GFA INCL BW:46 SFAREA INCL BAL:118SF+F/R:291 SF+RF:1437 SFDUPLEX UNIT ,blank,4587811,16102802580128,A,9.0,A2,blank,blank,,8-12 PEAK RD,山頂道8-12號,PEAK RD,山頂道,8,blank,HP,IL7878,8-12 PEAK RD||Phase |Block A2,山頂道8-12 PEAK RD|Phase|BlockA2,山頂道8-12 PEAK RD|Phase|BlockA2|9|A,山頂,2005,15,,8 PEAK RD,8 山頂道,"8 PEAK RD,Hong Kong",8 PEAK RD|8 山頂道,"山頂道8-12號A2座,山頂道","8-12 PEAK RD(Block A2),PEAK RD","山頂道8-12號,A2座,山頂道,香港","8-12 PEAK RD,Block A2,PEAK RD,Hong Kong","8-12 PEAK RD(Block A2),PEAK RD|山頂道8-12號A2座,山頂道","8-12 PEAK RD(Block A2),PEAK RD|山頂道8-12號A2座,山頂道|9|Aconsid126.1",9,42484.76748162949
1864,16102802580139,MEM-ASP,2016-09-30,RES,blank,2005/08,131.6,5373,3863,24493,34066.787470877556,GFA INCL BW:70 SFAREA INCL BAL:118SF+F/R:291 SF+RF:1437 SFDUPLEX UNIT ,blank,4587812,16102802580139,B,9.0,A2,blank,blank,,8-12 PEAK RD,山頂道8-12號,PEAK RD,山頂道,8,blank,HP,IL7878,8-12 PEAK RD||Phase |Block A2,山頂道8-12 PEAK RD|Phase|BlockA2,山頂道8-12 PEAK RD|Phase|BlockA2|9|B,山頂,2005,15,,8 PEAK RD,8 山頂道,"8 PEAK RD,Hong Kong",8 PEAK RD|8 山頂道,"山頂道8-12號A2座,山頂道","8-12 PEAK RD(Block A2),PEAK RD","山頂道8-12號,A2座,山頂道,香港","8-12 PEAK RD,Block A2,PEAK RD,Hong Kong","8-12 PEAK RD(Block A2),PEAK RD|山頂道8-12號A2座,山頂道","8-12 PEAK RD(Block A2),PEAK RD|山頂道8-12號A2座,山頂道|9|Bconsid131.6",9,41376.58174535678
1865,16102802580145,MEM-ASP,2016-09-30,RES,blank,2004/01,66.7,0,2061,0,32362.930616205726,+BW:20 SF+A/C RM:53 SF ,blank,4587813,16102802580145,A,9.0,A1,blank,blank,,8-12 PEAK RD,山頂道8-12號,PEAK RD,山頂道,12,blank,HP,IL7878,8-12 PEAK RD||Phase |Block A1,山頂道8-12 PEAK RD|Phase|BlockA1,山頂道8-12 PEAK RD|Phase|BlockA1|9|A,山頂,2004,16,,12 PEAK RD,12 山頂道,"12 PEAK RD,Hong Kong",12 PEAK RD|12 山頂道,"山頂道8-12號A1座,山頂道","8-12 PEAK RD(Block A1),PEAK RD","山頂道8-12號,A1座,山頂道,香港","8-12 PEAK RD,Block A1,PEAK RD,Hong Kong","8-12 PEAK RD(Block A1),PEAK RD|山頂道8-12號A1座,山頂道","8-12 PEAK RD(Block A1),PEAK RD|山頂道8-12號A1座,山頂道|9|Aconsid66.7",9,39307.12413976414
1867,16110800650032,PRE-ASP,2016-10-28,RES,blank,2016/02,749.02,0,8812,0,85000.0,AREA INCLBAL:370 SFUTILITY PLATFORM32SF ,blank,4593213,16110800650032,whole floor,12.0,A-B,2,blank,,MOUNT NICHOLSON,MOUNT NICHOLSON,MOUNT NICHOLSON RD,聶歌信山道,8,blank,HP,IL9007,MOUNT NICHOLSON||Phase 2|Block A-B,聶歌信山道MOUNT NICHOLSON|Phase2|BlockA-B,聶歌信山道MOUNT NICHOLSON|Phase2|BlockA-B|12|,山頂,2016,4,,8 MOUNT NICHOLSON RD,8 聶歌信山道,"8 MOUNT NICHOLSON RD,Hong Kong",8 MOUNT NICHOLSON RD|8 聶歌信山道,"MOUNT NICHOLSON2期,A-B座,聶歌信山道","MOUNT NICHOLSON(Phase 2),Block A-B,MOUNT NICHOLSON RD","MOUNT NICHOLSON,A-B座,聶歌信山道,香港","MOUNT NICHOLSON,Block A-B,MOUNT NICHOLSON RD,Hong Kong","MOUNT NICHOLSON(Phase 2),Block A-B,MOUNT NICHOLSON RD|MOUNT NICHOLSON2期,A-B座,聶歌信山道","MOUNT NICHOLSON(Phase 2),Block A-B,MOUNT NICHOLSON RD|MOUNT NICHOLSON2期,A-B座,聶歌信山道|12|whole floorconsid749.02",12,100894.02677074488
1869,16110902000119,ASP,2016-10-27,RES,blank,2016/02,652.0,0,8855,0,73630.71710897797,AREA INCLBAL:370 SFUTILITY PLATFORM32SF ,blank,4594027,16110902000119,whole floor,11.0,A-B,2,blank,,MOUNT NICHOLSON,MOUNT NICHOLSON,MOUNT NICHOLSON RD,聶歌信山道,8,blank,HP,IL9007,MOUNT NICHOLSON||Phase 2|Block A-B,聶歌信山道MOUNT NICHOLSON|Phase2|BlockA-B,聶歌信山道MOUNT NICHOLSON|Phase2|BlockA-B|11|,山頂,2016,4,,8 MOUNT NICHOLSON RD,8 聶歌信山道,"8 MOUNT NICHOLSON RD,Hong Kong",8 MOUNT NICHOLSON RD|8 聶歌信山道,"MOUNT NICHOLSON2期,A-B座,聶歌信山道","MOUNT NICHOLSON(Phase 2),Block A-B,MOUNT NICHOLSON RD","MOUNT NICHOLSON,A-B座,聶歌信山道,香港","MOUNT NICHOLSON,Block A-B,MOUNT NICHOLSON RD,Hong Kong","MOUNT NICHOLSON(Phase 2),Block A-B,MOUNT NICHOLSON RD|MOUNT NICHOLSON2期,A-B座,聶歌信山道","MOUNT NICHOLSON(Phase 2),Block A-B,MOUNT NICHOLSON RD|MOUNT NICHOLSON2期,A-B座,聶歌信山道|11|whole floorconsid652.0",11,87398.81815461609
